Sat Jan 11 17:20:35 CET 2014: Problem Count: 50
Sat Jan 11 17:20:35 CET 2014: CandidatesCount: 30
Sat Jan 11 17:20:35 CET 2014: Max Cycles: 500
Sat Jan 11 17:20:35 CET 2014: 0: finished (213ms, 500cycles)
Sat Jan 11 17:20:35 CET 2014: 0: No solution found.
Sat Jan 11 17:20:35 CET 2014: 1: finished (221ms, 500cycles)
Sat Jan 11 17:20:35 CET 2014: 1: No solution found.
Sat Jan 11 17:20:35 CET 2014: 2: finished (211ms, 500cycles)
Sat Jan 11 17:20:35 CET 2014: 2: No solution found.
Sat Jan 11 17:20:36 CET 2014: 3: finished (212ms, 500cycles)
Sat Jan 11 17:20:36 CET 2014: 3: No solution found.
Sat Jan 11 17:20:36 CET 2014: 4: finished (219ms, 500cycles)
Sat Jan 11 17:20:36 CET 2014: 4: No solution found.
Sat Jan 11 17:20:36 CET 2014: 5: finished (223ms, 500cycles)
Sat Jan 11 17:20:36 CET 2014: 5: No solution found.
Sat Jan 11 17:20:36 CET 2014: 6: finished (210ms, 500cycles)
Sat Jan 11 17:20:36 CET 2014: 6: No solution found.
Sat Jan 11 17:20:37 CET 2014: 7: finished (215ms, 500cycles)
Sat Jan 11 17:20:37 CET 2014: 7: No solution found.
Sat Jan 11 17:20:37 CET 2014: 8: finished (234ms, 500cycles)
Sat Jan 11 17:20:37 CET 2014: 8: No solution found.
Sat Jan 11 17:20:37 CET 2014: 9: finished (3ms, 4cycles)
Sat Jan 11 17:20:37 CET 2014: 9: Solution found.
Sat Jan 11 17:20:37 CET 2014: 10: finished (11ms, 22cycles)
Sat Jan 11 17:20:37 CET 2014: 10: Solution found.
Sat Jan 11 17:20:37 CET 2014: 11: finished (211ms, 500cycles)
Sat Jan 11 17:20:37 CET 2014: 11: No solution found.
Sat Jan 11 17:20:37 CET 2014: 12: finished (221ms, 500cycles)
Sat Jan 11 17:20:37 CET 2014: 12: No solution found.
Sat Jan 11 17:20:37 CET 2014: 13: finished (210ms, 500cycles)
Sat Jan 11 17:20:37 CET 2014: 13: No solution found.
Sat Jan 11 17:20:38 CET 2014: 14: finished (212ms, 500cycles)
Sat Jan 11 17:20:38 CET 2014: 14: No solution found.
Sat Jan 11 17:20:38 CET 2014: 15: finished (16ms, 34cycles)
Sat Jan 11 17:20:38 CET 2014: 15: Solution found.
Sat Jan 11 17:20:38 CET 2014: 16: finished (7ms, 15cycles)
Sat Jan 11 17:20:38 CET 2014: 16: Solution found.
Sat Jan 11 17:20:38 CET 2014: 17: finished (236ms, 500cycles)
Sat Jan 11 17:20:38 CET 2014: 17: No solution found.
