Tue May 20 18:49:11 CEST 2014: Problem Count: 0
Tue May 20 18:49:11 CEST 2014: CandidatesCount: 100
Tue May 20 18:49:11 CEST 2014: Max Cycles: 500
Tue May 20 18:49:18 CEST 2014: 0: finished (6565ms, 500cycles)
Tue May 20 18:49:18 CEST 2014: 0: No solution found.
Tue May 20 18:49:26 CEST 2014: 1: finished (7709ms, 500cycles)
Tue May 20 18:49:26 CEST 2014: 1: No solution found.
Tue May 20 18:49:32 CEST 2014: 2: finished (6625ms, 500cycles)
Tue May 20 18:49:32 CEST 2014: 2: No solution found.
Tue May 20 18:49:38 CEST 2014: 3: finished (5634ms, 500cycles)
Tue May 20 18:49:38 CEST 2014: 3: No solution found.
Tue May 20 18:49:44 CEST 2014: 4: finished (5664ms, 500cycles)
Tue May 20 18:49:44 CEST 2014: 4: No solution found.
Tue May 20 18:49:49 CEST 2014: 5: finished (5635ms, 500cycles)
Tue May 20 18:49:49 CEST 2014: 5: No solution found.
Tue May 20 18:49:55 CEST 2014: 6: finished (6149ms, 500cycles)
Tue May 20 18:49:55 CEST 2014: 6: No solution found.
Tue May 20 18:50:01 CEST 2014: 7: finished (5952ms, 500cycles)
Tue May 20 18:50:01 CEST 2014: 7: No solution found.
Tue May 20 18:50:07 CEST 2014: 8: finished (5641ms, 500cycles)
Tue May 20 18:50:07 CEST 2014: 8: No solution found.
Tue May 20 18:50:13 CEST 2014: 9: finished (6114ms, 500cycles)
Tue May 20 18:50:13 CEST 2014: 9: No solution found.
Tue May 20 18:50:20 CEST 2014: 10: finished (6671ms, 500cycles)
Tue May 20 18:50:20 CEST 2014: 10: No solution found.
Tue May 20 18:50:26 CEST 2014: 11: finished (6567ms, 500cycles)
Tue May 20 18:50:26 CEST 2014: 11: No solution found.
Tue May 20 18:50:32 CEST 2014: 12: finished (5653ms, 500cycles)
Tue May 20 18:50:32 CEST 2014: 12: No solution found.
Tue May 20 18:50:38 CEST 2014: 13: finished (5767ms, 500cycles)
Tue May 20 18:50:38 CEST 2014: 13: No solution found.
Tue May 20 18:50:44 CEST 2014: 14: finished (5605ms, 500cycles)
Tue May 20 18:50:44 CEST 2014: 14: No solution found.
Tue May 20 18:50:49 CEST 2014: 15: finished (5614ms, 500cycles)
Tue May 20 18:50:49 CEST 2014: 15: No solution found.
Tue May 20 18:50:55 CEST 2014: 16: finished (5479ms, 500cycles)
Tue May 20 18:50:55 CEST 2014: 16: No solution found.
Tue May 20 18:51:00 CEST 2014: 17: finished (5538ms, 500cycles)
Tue May 20 18:51:00 CEST 2014: 17: No solution found.
Tue May 20 18:51:06 CEST 2014: 18: finished (5726ms, 500cycles)
Tue May 20 18:51:06 CEST 2014: 18: No solution found.
Tue May 20 18:51:12 CEST 2014: 19: finished (6112ms, 500cycles)
Tue May 20 18:51:12 CEST 2014: 19: No solution found.
Tue May 20 18:51:18 CEST 2014: 20: finished (5768ms, 500cycles)
Tue May 20 18:51:18 CEST 2014: 20: No solution found.
Tue May 20 18:51:24 CEST 2014: 21: finished (5798ms, 500cycles)
Tue May 20 18:51:24 CEST 2014: 21: No solution found.
Tue May 20 18:51:30 CEST 2014: 22: finished (6318ms, 500cycles)
Tue May 20 18:51:30 CEST 2014: 22: No solution found.
Tue May 20 18:51:36 CEST 2014: 23: finished (5584ms, 500cycles)
Tue May 20 18:51:36 CEST 2014: 23: No solution found.
Tue May 20 18:51:41 CEST 2014: 24: finished (5685ms, 500cycles)
Tue May 20 18:51:41 CEST 2014: 24: No solution found.
Tue May 20 18:51:47 CEST 2014: 25: finished (5760ms, 500cycles)
Tue May 20 18:51:47 CEST 2014: 25: No solution found.
Tue May 20 18:51:53 CEST 2014: 26: finished (5718ms, 500cycles)
Tue May 20 18:51:53 CEST 2014: 26: No solution found.
Tue May 20 18:51:59 CEST 2014: 27: finished (6045ms, 500cycles)
Tue May 20 18:51:59 CEST 2014: 27: No solution found.
Tue May 20 18:52:05 CEST 2014: 28: finished (6104ms, 500cycles)
Tue May 20 18:52:05 CEST 2014: 28: No solution found.
Tue May 20 18:52:11 CEST 2014: 29: finished (5867ms, 500cycles)
Tue May 20 18:52:11 CEST 2014: 29: No solution found.
Tue May 20 18:52:17 CEST 2014: 30: finished (5787ms, 500cycles)
Tue May 20 18:52:17 CEST 2014: 30: No solution found.
Tue May 20 18:52:23 CEST 2014: 31: finished (6265ms, 500cycles)
Tue May 20 18:52:23 CEST 2014: 31: No solution found.
Tue May 20 18:52:30 CEST 2014: 32: finished (6839ms, 500cycles)
Tue May 20 18:52:30 CEST 2014: 32: No solution found.
Tue May 20 18:52:36 CEST 2014: 33: finished (5882ms, 500cycles)
Tue May 20 18:52:36 CEST 2014: 33: No solution found.
Tue May 20 18:52:42 CEST 2014: 34: finished (6299ms, 500cycles)
Tue May 20 18:52:42 CEST 2014: 34: No solution found.
Tue May 20 18:52:48 CEST 2014: 35: finished (5637ms, 500cycles)
Tue May 20 18:52:48 CEST 2014: 35: No solution found.
Tue May 20 18:52:53 CEST 2014: 36: finished (5752ms, 500cycles)
Tue May 20 18:52:53 CEST 2014: 36: No solution found.
Tue May 20 18:52:59 CEST 2014: 37: finished (5948ms, 500cycles)
Tue May 20 18:52:59 CEST 2014: 37: No solution found.
Tue May 20 18:53:05 CEST 2014: 38: finished (5587ms, 500cycles)
Tue May 20 18:53:05 CEST 2014: 38: No solution found.
Tue May 20 18:53:11 CEST 2014: 39: finished (5590ms, 500cycles)
Tue May 20 18:53:11 CEST 2014: 39: No solution found.
Tue May 20 18:53:16 CEST 2014: 40: finished (5578ms, 500cycles)
Tue May 20 18:53:16 CEST 2014: 40: No solution found.
Tue May 20 18:53:22 CEST 2014: 41: finished (5517ms, 500cycles)
Tue May 20 18:53:22 CEST 2014: 41: No solution found.
Tue May 20 18:53:27 CEST 2014: 42: finished (5587ms, 500cycles)
Tue May 20 18:53:27 CEST 2014: 42: No solution found.
Tue May 20 18:53:33 CEST 2014: 43: finished (5519ms, 500cycles)
Tue May 20 18:53:33 CEST 2014: 43: No solution found.
Tue May 20 18:53:38 CEST 2014: 44: finished (5529ms, 500cycles)
Tue May 20 18:53:38 CEST 2014: 44: No solution found.
Tue May 20 18:53:44 CEST 2014: 45: finished (5608ms, 500cycles)
Tue May 20 18:53:44 CEST 2014: 45: No solution found.
Tue May 20 18:53:50 CEST 2014: 46: finished (5611ms, 500cycles)
Tue May 20 18:53:50 CEST 2014: 46: No solution found.
Tue May 20 18:53:55 CEST 2014: 47: finished (5675ms, 500cycles)
Tue May 20 18:53:55 CEST 2014: 47: No solution found.
Tue May 20 18:54:01 CEST 2014: 48: finished (5591ms, 500cycles)
Tue May 20 18:54:01 CEST 2014: 48: No solution found.
Tue May 20 18:54:06 CEST 2014: 49: finished (5513ms, 500cycles)
Tue May 20 18:54:06 CEST 2014: 49: No solution found.
Tue May 20 18:54:12 CEST 2014: 50: finished (5673ms, 500cycles)
Tue May 20 18:54:12 CEST 2014: 50: No solution found.
Tue May 20 18:54:18 CEST 2014: 51: finished (5820ms, 500cycles)
Tue May 20 18:54:18 CEST 2014: 51: No solution found.
Tue May 20 18:54:24 CEST 2014: 52: finished (6024ms, 500cycles)
Tue May 20 18:54:24 CEST 2014: 52: No solution found.
Tue May 20 18:54:30 CEST 2014: 53: finished (6472ms, 500cycles)
Tue May 20 18:54:30 CEST 2014: 53: No solution found.
Tue May 20 18:54:36 CEST 2014: 54: finished (5630ms, 500cycles)
Tue May 20 18:54:36 CEST 2014: 54: No solution found.
Tue May 20 18:54:42 CEST 2014: 55: finished (5676ms, 500cycles)
Tue May 20 18:54:42 CEST 2014: 55: No solution found.
Tue May 20 18:54:47 CEST 2014: 56: finished (5605ms, 500cycles)
Tue May 20 18:54:47 CEST 2014: 56: No solution found.
Tue May 20 18:54:53 CEST 2014: 57: finished (5719ms, 500cycles)
Tue May 20 18:54:53 CEST 2014: 57: No solution found.
Tue May 20 18:54:59 CEST 2014: 58: finished (5557ms, 500cycles)
Tue May 20 18:54:59 CEST 2014: 58: No solution found.
Tue May 20 18:55:04 CEST 2014: 59: finished (5633ms, 500cycles)
Tue May 20 18:55:04 CEST 2014: 59: No solution found.
Tue May 20 18:55:10 CEST 2014: 60: finished (5797ms, 500cycles)
Tue May 20 18:55:10 CEST 2014: 60: No solution found.
Tue May 20 18:55:16 CEST 2014: 61: finished (6132ms, 500cycles)
Tue May 20 18:55:16 CEST 2014: 61: No solution found.
Tue May 20 18:55:22 CEST 2014: 62: finished (6119ms, 500cycles)
Tue May 20 18:55:22 CEST 2014: 62: No solution found.
Tue May 20 18:55:28 CEST 2014: 63: finished (5876ms, 500cycles)
Tue May 20 18:55:28 CEST 2014: 63: No solution found.
Tue May 20 18:55:34 CEST 2014: 64: finished (5788ms, 500cycles)
Tue May 20 18:55:34 CEST 2014: 64: No solution found.
Tue May 20 18:55:40 CEST 2014: 65: finished (6139ms, 500cycles)
Tue May 20 18:55:40 CEST 2014: 65: No solution found.
Tue May 20 18:55:47 CEST 2014: 66: finished (6565ms, 500cycles)
Tue May 20 18:55:47 CEST 2014: 66: No solution found.
Tue May 20 18:55:53 CEST 2014: 67: finished (6212ms, 500cycles)
Tue May 20 18:55:53 CEST 2014: 67: No solution found.
Tue May 20 18:55:59 CEST 2014: 68: finished (5868ms, 500cycles)
Tue May 20 18:55:59 CEST 2014: 68: No solution found.
Tue May 20 18:56:05 CEST 2014: 69: finished (5595ms, 500cycles)
Tue May 20 18:56:05 CEST 2014: 69: No solution found.
Tue May 20 18:56:10 CEST 2014: 70: finished (5735ms, 500cycles)
Tue May 20 18:56:10 CEST 2014: 70: No solution found.
Tue May 20 18:56:17 CEST 2014: 71: finished (6567ms, 500cycles)
Tue May 20 18:56:17 CEST 2014: 71: No solution found.
Tue May 20 18:56:23 CEST 2014: 72: finished (6111ms, 500cycles)
Tue May 20 18:56:23 CEST 2014: 72: No solution found.
Tue May 20 18:56:30 CEST 2014: 73: finished (6532ms, 500cycles)
Tue May 20 18:56:30 CEST 2014: 73: No solution found.
Tue May 20 18:56:36 CEST 2014: 74: finished (5993ms, 500cycles)
Tue May 20 18:56:36 CEST 2014: 74: No solution found.
Tue May 20 18:56:43 CEST 2014: 75: finished (6999ms, 500cycles)
Tue May 20 18:56:43 CEST 2014: 75: No solution found.
Tue May 20 18:56:49 CEST 2014: 76: finished (6113ms, 500cycles)
Tue May 20 18:56:49 CEST 2014: 76: No solution found.
Tue May 20 18:56:55 CEST 2014: 77: finished (6331ms, 500cycles)
Tue May 20 18:56:55 CEST 2014: 77: No solution found.
Tue May 20 18:57:02 CEST 2014: 78: finished (6692ms, 500cycles)
Tue May 20 18:57:02 CEST 2014: 78: No solution found.
Tue May 20 18:57:08 CEST 2014: 79: finished (6351ms, 500cycles)
Tue May 20 18:57:08 CEST 2014: 79: No solution found.
Tue May 20 18:57:14 CEST 2014: 80: finished (5669ms, 500cycles)
Tue May 20 18:57:14 CEST 2014: 80: No solution found.
Tue May 20 18:57:19 CEST 2014: 81: finished (5721ms, 500cycles)
Tue May 20 18:57:20 CEST 2014: 81: No solution found.
Tue May 20 18:57:26 CEST 2014: 82: finished (6471ms, 500cycles)
Tue May 20 18:57:26 CEST 2014: 82: No solution found.
Tue May 20 18:57:32 CEST 2014: 83: finished (6301ms, 500cycles)
Tue May 20 18:57:32 CEST 2014: 83: No solution found.
Tue May 20 18:57:39 CEST 2014: 84: finished (6595ms, 500cycles)
Tue May 20 18:57:39 CEST 2014: 84: No solution found.
Tue May 20 18:57:45 CEST 2014: 85: finished (6088ms, 500cycles)
Tue May 20 18:57:45 CEST 2014: 85: No solution found.
Tue May 20 18:57:51 CEST 2014: 86: finished (5964ms, 500cycles)
Tue May 20 18:57:51 CEST 2014: 86: No solution found.
Tue May 20 18:57:57 CEST 2014: 87: finished (6455ms, 500cycles)
Tue May 20 18:57:57 CEST 2014: 87: No solution found.
Tue May 20 18:58:05 CEST 2014: 88: finished (7105ms, 500cycles)
Tue May 20 18:58:05 CEST 2014: 88: No solution found.
Tue May 20 18:58:11 CEST 2014: 89: finished (6310ms, 500cycles)
Tue May 20 18:58:11 CEST 2014: 89: No solution found.
Tue May 20 18:58:17 CEST 2014: 90: finished (6097ms, 500cycles)
Tue May 20 18:58:17 CEST 2014: 90: No solution found.
Tue May 20 18:58:23 CEST 2014: 91: finished (6026ms, 500cycles)
Tue May 20 18:58:23 CEST 2014: 91: No solution found.
Tue May 20 18:58:29 CEST 2014: 92: finished (6216ms, 500cycles)
Tue May 20 18:58:29 CEST 2014: 92: No solution found.
Tue May 20 18:58:36 CEST 2014: 93: finished (6697ms, 500cycles)
Tue May 20 18:58:36 CEST 2014: 93: No solution found.
Tue May 20 18:58:43 CEST 2014: 94: finished (6875ms, 500cycles)
Tue May 20 18:58:43 CEST 2014: 94: No solution found.
Tue May 20 18:58:49 CEST 2014: 95: finished (6050ms, 500cycles)
Tue May 20 18:58:49 CEST 2014: 95: No solution found.
Tue May 20 18:58:55 CEST 2014: 96: finished (6045ms, 500cycles)
Tue May 20 18:58:55 CEST 2014: 96: No solution found.
Tue May 20 18:59:01 CEST 2014: 97: finished (6057ms, 500cycles)
Tue May 20 18:59:01 CEST 2014: 97: No solution found.
Tue May 20 18:59:07 CEST 2014: 98: finished (6162ms, 500cycles)
Tue May 20 18:59:07 CEST 2014: 98: No solution found.
Tue May 20 18:59:13 CEST 2014: 99: finished (5943ms, 500cycles)
Tue May 20 18:59:13 CEST 2014: 99: No solution found.
Tue May 20 18:59:13 CEST 2014: Solution Found: 0
Tue May 20 18:59:13 CEST 2014: Avg cycles: 48
Tue May 20 18:59:13 CEST 2014: Max cycles: 0
Tue May 20 18:59:13 CEST 2014: Min cycles: 10000
Tue May 20 18:59:13 CEST 2014: No solution found: 100
Tue May 20 18:59:13 CEST 2014: logging finished. (runtime: 601847ms)
