Tue May 20 17:48:34 CEST 2014: Problem Count: 0
Tue May 20 17:48:34 CEST 2014: CandidatesCount: 50
Tue May 20 17:48:34 CEST 2014: Max Cycles: 500
Tue May 20 17:48:38 CEST 2014: 0: finished (3778ms, 500cycles)
Tue May 20 17:48:38 CEST 2014: 0: No solution found.
Tue May 20 17:48:42 CEST 2014: 1: finished (3659ms, 500cycles)
Tue May 20 17:48:42 CEST 2014: 1: No solution found.
Tue May 20 17:48:46 CEST 2014: 2: finished (3693ms, 500cycles)
Tue May 20 17:48:46 CEST 2014: 2: No solution found.
Tue May 20 17:48:49 CEST 2014: 3: finished (3703ms, 500cycles)
Tue May 20 17:48:49 CEST 2014: 3: No solution found.
Tue May 20 17:48:53 CEST 2014: 4: finished (3752ms, 500cycles)
Tue May 20 17:48:53 CEST 2014: 4: No solution found.
Tue May 20 17:48:57 CEST 2014: 5: finished (3770ms, 500cycles)
Tue May 20 17:48:57 CEST 2014: 5: No solution found.
Tue May 20 17:49:01 CEST 2014: 6: finished (3693ms, 500cycles)
Tue May 20 17:49:01 CEST 2014: 6: No solution found.
Tue May 20 17:49:04 CEST 2014: 7: finished (3819ms, 500cycles)
Tue May 20 17:49:04 CEST 2014: 7: No solution found.
Tue May 20 17:49:08 CEST 2014: 8: finished (3856ms, 500cycles)
Tue May 20 17:49:08 CEST 2014: 8: No solution found.
Tue May 20 17:49:12 CEST 2014: 9: finished (3759ms, 500cycles)
Tue May 20 17:49:12 CEST 2014: 9: No solution found.
Tue May 20 17:49:16 CEST 2014: 10: finished (3677ms, 500cycles)
Tue May 20 17:49:16 CEST 2014: 10: No solution found.
Tue May 20 17:49:19 CEST 2014: 11: finished (3672ms, 500cycles)
Tue May 20 17:49:19 CEST 2014: 11: No solution found.
Tue May 20 17:49:23 CEST 2014: 12: finished (3861ms, 500cycles)
Tue May 20 17:49:23 CEST 2014: 12: No solution found.
Tue May 20 17:49:27 CEST 2014: 13: finished (3752ms, 500cycles)
Tue May 20 17:49:27 CEST 2014: 13: No solution found.
Tue May 20 17:49:31 CEST 2014: 14: finished (3810ms, 500cycles)
Tue May 20 17:49:31 CEST 2014: 14: No solution found.
Tue May 20 17:49:35 CEST 2014: 15: finished (3717ms, 500cycles)
Tue May 20 17:49:35 CEST 2014: 15: No solution found.
Tue May 20 17:49:38 CEST 2014: 16: finished (3688ms, 500cycles)
Tue May 20 17:49:38 CEST 2014: 16: No solution found.
Tue May 20 17:49:42 CEST 2014: 17: finished (3876ms, 500cycles)
Tue May 20 17:49:42 CEST 2014: 17: No solution found.
Tue May 20 17:49:46 CEST 2014: 18: finished (3733ms, 500cycles)
Tue May 20 17:49:46 CEST 2014: 18: No solution found.
Tue May 20 17:49:50 CEST 2014: 19: finished (3780ms, 500cycles)
Tue May 20 17:49:50 CEST 2014: 19: No solution found.
Tue May 20 17:49:54 CEST 2014: 20: finished (4033ms, 500cycles)
Tue May 20 17:49:54 CEST 2014: 20: No solution found.
Tue May 20 17:49:58 CEST 2014: 21: finished (3738ms, 500cycles)
Tue May 20 17:49:58 CEST 2014: 21: No solution found.
Tue May 20 17:50:02 CEST 2014: 22: finished (3955ms, 500cycles)
Tue May 20 17:50:02 CEST 2014: 22: No solution found.
