Tue May 20 18:03:57 CEST 2014: Problem Count: 0
Tue May 20 18:03:57 CEST 2014: CandidatesCount: 50
Tue May 20 18:03:57 CEST 2014: Max Cycles: 500
Tue May 20 18:04:02 CEST 2014: 0: finished (4805ms, 500cycles)
Tue May 20 18:04:02 CEST 2014: 0: No solution found.
Tue May 20 18:04:07 CEST 2014: 1: finished (4841ms, 500cycles)
Tue May 20 18:04:07 CEST 2014: 1: No solution found.
Tue May 20 18:04:11 CEST 2014: 2: finished (4738ms, 500cycles)
Tue May 20 18:04:11 CEST 2014: 2: No solution found.
Tue May 20 18:04:16 CEST 2014: 3: finished (4929ms, 500cycles)
Tue May 20 18:04:16 CEST 2014: 3: No solution found.
Tue May 20 18:04:21 CEST 2014: 4: finished (4892ms, 500cycles)
Tue May 20 18:04:21 CEST 2014: 4: No solution found.
Tue May 20 18:04:26 CEST 2014: 5: finished (4916ms, 500cycles)
Tue May 20 18:04:26 CEST 2014: 5: No solution found.
Tue May 20 18:04:31 CEST 2014: 6: finished (4666ms, 500cycles)
Tue May 20 18:04:31 CEST 2014: 6: No solution found.
Tue May 20 18:04:36 CEST 2014: 7: finished (4757ms, 500cycles)
Tue May 20 18:04:36 CEST 2014: 7: No solution found.
Tue May 20 18:04:40 CEST 2014: 8: finished (4921ms, 500cycles)
Tue May 20 18:04:40 CEST 2014: 8: No solution found.
Tue May 20 18:04:45 CEST 2014: 9: finished (4714ms, 500cycles)
Tue May 20 18:04:45 CEST 2014: 9: No solution found.
Tue May 20 18:04:50 CEST 2014: 10: finished (4920ms, 500cycles)
Tue May 20 18:04:50 CEST 2014: 10: No solution found.
Tue May 20 18:04:55 CEST 2014: 11: finished (4818ms, 500cycles)
Tue May 20 18:04:55 CEST 2014: 11: No solution found.
Tue May 20 18:05:00 CEST 2014: 12: finished (4772ms, 500cycles)
Tue May 20 18:05:00 CEST 2014: 12: No solution found.
Tue May 20 18:05:05 CEST 2014: 13: finished (4987ms, 500cycles)
Tue May 20 18:05:05 CEST 2014: 13: No solution found.
Tue May 20 18:05:10 CEST 2014: 14: finished (4835ms, 500cycles)
Tue May 20 18:05:10 CEST 2014: 14: No solution found.
Tue May 20 18:05:14 CEST 2014: 15: finished (4816ms, 500cycles)
Tue May 20 18:05:14 CEST 2014: 15: No solution found.
Tue May 20 18:05:19 CEST 2014: 16: finished (4721ms, 500cycles)
Tue May 20 18:05:19 CEST 2014: 16: No solution found.
Tue May 20 18:05:24 CEST 2014: 17: finished (4773ms, 500cycles)
Tue May 20 18:05:24 CEST 2014: 17: No solution found.
Tue May 20 18:05:29 CEST 2014: 18: finished (4802ms, 500cycles)
Tue May 20 18:05:29 CEST 2014: 18: No solution found.
Tue May 20 18:05:33 CEST 2014: 19: finished (4696ms, 500cycles)
Tue May 20 18:05:33 CEST 2014: 19: No solution found.
Tue May 20 18:05:39 CEST 2014: 20: finished (5171ms, 500cycles)
Tue May 20 18:05:39 CEST 2014: 20: No solution found.
Tue May 20 18:05:44 CEST 2014: 21: finished (4800ms, 500cycles)
Tue May 20 18:05:44 CEST 2014: 21: No solution found.
Tue May 20 18:05:48 CEST 2014: 22: finished (4777ms, 500cycles)
Tue May 20 18:05:48 CEST 2014: 22: No solution found.
Tue May 20 18:05:53 CEST 2014: 23: finished (4759ms, 500cycles)
Tue May 20 18:05:53 CEST 2014: 23: No solution found.
Tue May 20 18:05:58 CEST 2014: 24: finished (5041ms, 500cycles)
Tue May 20 18:05:58 CEST 2014: 24: No solution found.
Tue May 20 18:06:03 CEST 2014: 25: finished (4800ms, 500cycles)
Tue May 20 18:06:03 CEST 2014: 25: No solution found.
Tue May 20 18:06:08 CEST 2014: 26: finished (4701ms, 500cycles)
Tue May 20 18:06:08 CEST 2014: 26: No solution found.
