Tue May 20 16:57:24 CEST 2014: Problem Count: 0
Tue May 20 16:57:24 CEST 2014: CandidatesCount: 250
Tue May 20 16:57:24 CEST 2014: Max Cycles: 500
Tue May 20 16:57:52 CEST 2014: 0: finished (28687ms, 500cycles)
Tue May 20 16:57:52 CEST 2014: 0: No solution found.
Tue May 20 16:58:20 CEST 2014: 1: finished (27478ms, 500cycles)
Tue May 20 16:58:20 CEST 2014: 1: No solution found.
Tue May 20 16:58:45 CEST 2014: 2: finished (25359ms, 500cycles)
Tue May 20 16:58:45 CEST 2014: 2: No solution found.
Tue May 20 16:59:13 CEST 2014: 3: finished (27571ms, 500cycles)
Tue May 20 16:59:13 CEST 2014: 3: No solution found.
Tue May 20 16:59:41 CEST 2014: 4: finished (28333ms, 500cycles)
Tue May 20 16:59:41 CEST 2014: 4: No solution found.
Tue May 20 17:00:08 CEST 2014: 5: finished (26662ms, 500cycles)
Tue May 20 17:00:08 CEST 2014: 5: No solution found.
Tue May 20 17:00:36 CEST 2014: 6: finished (28347ms, 500cycles)
Tue May 20 17:00:36 CEST 2014: 6: No solution found.
Tue May 20 17:01:05 CEST 2014: 7: finished (28680ms, 500cycles)
Tue May 20 17:01:05 CEST 2014: 7: No solution found.
Tue May 20 17:01:34 CEST 2014: 8: finished (29073ms, 500cycles)
Tue May 20 17:01:34 CEST 2014: 8: No solution found.
Tue May 20 17:02:03 CEST 2014: 9: finished (29207ms, 500cycles)
Tue May 20 17:02:03 CEST 2014: 9: No solution found.
Tue May 20 17:02:35 CEST 2014: 10: finished (31583ms, 500cycles)
Tue May 20 17:02:35 CEST 2014: 10: No solution found.
Tue May 20 17:03:04 CEST 2014: 11: finished (29001ms, 500cycles)
Tue May 20 17:03:04 CEST 2014: 11: No solution found.
Tue May 20 17:03:33 CEST 2014: 12: finished (28757ms, 500cycles)
Tue May 20 17:03:33 CEST 2014: 12: No solution found.
Tue May 20 17:04:02 CEST 2014: 13: finished (28824ms, 500cycles)
Tue May 20 17:04:02 CEST 2014: 13: No solution found.
Tue May 20 17:04:34 CEST 2014: 14: finished (32005ms, 500cycles)
Tue May 20 17:04:34 CEST 2014: 14: No solution found.
Tue May 20 17:05:03 CEST 2014: 15: finished (29405ms, 500cycles)
Tue May 20 17:05:03 CEST 2014: 15: No solution found.
Tue May 20 17:05:32 CEST 2014: 16: finished (28970ms, 500cycles)
Tue May 20 17:05:32 CEST 2014: 16: No solution found.
Tue May 20 17:05:58 CEST 2014: 17: finished (26323ms, 500cycles)
Tue May 20 17:05:58 CEST 2014: 17: No solution found.
Tue May 20 17:06:24 CEST 2014: 18: finished (25955ms, 500cycles)
Tue May 20 17:06:24 CEST 2014: 18: No solution found.
Tue May 20 17:06:48 CEST 2014: 19: finished (23949ms, 500cycles)
Tue May 20 17:06:48 CEST 2014: 19: No solution found.
Tue May 20 17:07:11 CEST 2014: 20: finished (23015ms, 500cycles)
Tue May 20 17:07:11 CEST 2014: 20: No solution found.
Tue May 20 17:07:34 CEST 2014: 21: finished (23174ms, 500cycles)
Tue May 20 17:07:35 CEST 2014: 21: No solution found.
Tue May 20 17:07:58 CEST 2014: 22: finished (23256ms, 500cycles)
Tue May 20 17:07:58 CEST 2014: 22: No solution found.
Tue May 20 17:08:23 CEST 2014: 23: finished (24946ms, 500cycles)
Tue May 20 17:08:23 CEST 2014: 23: No solution found.
Tue May 20 17:08:46 CEST 2014: 24: finished (22878ms, 500cycles)
Tue May 20 17:08:46 CEST 2014: 24: No solution found.
Tue May 20 17:09:11 CEST 2014: 25: finished (25400ms, 500cycles)
Tue May 20 17:09:11 CEST 2014: 25: No solution found.
Tue May 20 17:09:35 CEST 2014: 26: finished (23783ms, 500cycles)
Tue May 20 17:09:35 CEST 2014: 26: No solution found.
Tue May 20 17:09:59 CEST 2014: 27: finished (24542ms, 500cycles)
Tue May 20 17:09:59 CEST 2014: 27: No solution found.
Tue May 20 17:10:24 CEST 2014: 28: finished (24897ms, 500cycles)
Tue May 20 17:10:24 CEST 2014: 28: No solution found.
Tue May 20 17:10:49 CEST 2014: 29: finished (24242ms, 500cycles)
Tue May 20 17:10:49 CEST 2014: 29: No solution found.
Tue May 20 17:11:14 CEST 2014: 30: finished (25558ms, 500cycles)
Tue May 20 17:11:14 CEST 2014: 30: No solution found.
Tue May 20 17:11:39 CEST 2014: 31: finished (24689ms, 500cycles)
Tue May 20 17:11:39 CEST 2014: 31: No solution found.
Tue May 20 17:12:04 CEST 2014: 32: finished (25294ms, 500cycles)
Tue May 20 17:12:04 CEST 2014: 32: No solution found.
Tue May 20 17:12:29 CEST 2014: 33: finished (25155ms, 500cycles)
Tue May 20 17:12:29 CEST 2014: 33: No solution found.
Tue May 20 17:12:54 CEST 2014: 34: finished (25011ms, 500cycles)
Tue May 20 17:12:54 CEST 2014: 34: No solution found.
Tue May 20 17:13:19 CEST 2014: 35: finished (24944ms, 500cycles)
Tue May 20 17:13:19 CEST 2014: 35: No solution found.
Tue May 20 17:13:44 CEST 2014: 36: finished (24710ms, 500cycles)
Tue May 20 17:13:44 CEST 2014: 36: No solution found.
Tue May 20 17:14:09 CEST 2014: 37: finished (24927ms, 500cycles)
Tue May 20 17:14:09 CEST 2014: 37: No solution found.
Tue May 20 17:14:33 CEST 2014: 38: finished (23969ms, 500cycles)
Tue May 20 17:14:33 CEST 2014: 38: No solution found.
Tue May 20 17:14:57 CEST 2014: 39: finished (24394ms, 500cycles)
Tue May 20 17:14:57 CEST 2014: 39: No solution found.
Tue May 20 17:15:22 CEST 2014: 40: finished (24625ms, 500cycles)
Tue May 20 17:15:22 CEST 2014: 40: No solution found.
Tue May 20 17:15:46 CEST 2014: 41: finished (24355ms, 500cycles)
