Tue May 20 17:48:35 CEST 2014: Problem Count: 0
Tue May 20 17:48:35 CEST 2014: CandidatesCount: 50
Tue May 20 17:48:35 CEST 2014: Max Cycles: 500
Tue May 20 17:48:38 CEST 2014: 0: finished (3774ms, 500cycles)
Tue May 20 17:48:38 CEST 2014: 0: No solution found.
Tue May 20 17:48:42 CEST 2014: 1: finished (3638ms, 500cycles)
Tue May 20 17:48:42 CEST 2014: 1: No solution found.
Tue May 20 17:48:46 CEST 2014: 2: finished (3679ms, 500cycles)
Tue May 20 17:48:46 CEST 2014: 2: No solution found.
Tue May 20 17:48:49 CEST 2014: 3: finished (3737ms, 500cycles)
Tue May 20 17:48:49 CEST 2014: 3: No solution found.
Tue May 20 17:48:53 CEST 2014: 4: finished (3680ms, 500cycles)
Tue May 20 17:48:53 CEST 2014: 4: No solution found.
Tue May 20 17:48:57 CEST 2014: 5: finished (3678ms, 500cycles)
Tue May 20 17:48:57 CEST 2014: 5: No solution found.
Tue May 20 17:49:01 CEST 2014: 6: finished (3676ms, 500cycles)
Tue May 20 17:49:01 CEST 2014: 6: No solution found.
Tue May 20 17:49:04 CEST 2014: 7: finished (3743ms, 500cycles)
Tue May 20 17:49:04 CEST 2014: 7: No solution found.
Tue May 20 17:49:08 CEST 2014: 8: finished (3877ms, 500cycles)
Tue May 20 17:49:08 CEST 2014: 8: No solution found.
Tue May 20 17:49:12 CEST 2014: 9: finished (3667ms, 500cycles)
Tue May 20 17:49:12 CEST 2014: 9: No solution found.
Tue May 20 17:49:15 CEST 2014: 10: finished (3564ms, 500cycles)
Tue May 20 17:49:15 CEST 2014: 10: No solution found.
Tue May 20 17:49:19 CEST 2014: 11: finished (3596ms, 500cycles)
Tue May 20 17:49:19 CEST 2014: 11: No solution found.
Tue May 20 17:49:23 CEST 2014: 12: finished (3774ms, 500cycles)
Tue May 20 17:49:23 CEST 2014: 12: No solution found.
Tue May 20 17:49:27 CEST 2014: 13: finished (3696ms, 500cycles)
Tue May 20 17:49:27 CEST 2014: 13: No solution found.
Tue May 20 17:49:30 CEST 2014: 14: finished (3648ms, 500cycles)
Tue May 20 17:49:30 CEST 2014: 14: No solution found.
Tue May 20 17:49:34 CEST 2014: 15: finished (3777ms, 500cycles)
Tue May 20 17:49:34 CEST 2014: 15: No solution found.
Tue May 20 17:49:38 CEST 2014: 16: finished (3649ms, 500cycles)
Tue May 20 17:49:38 CEST 2014: 16: No solution found.
Tue May 20 17:49:41 CEST 2014: 17: finished (3770ms, 500cycles)
Tue May 20 17:49:41 CEST 2014: 17: No solution found.
Tue May 20 17:49:45 CEST 2014: 18: finished (3728ms, 500cycles)
Tue May 20 17:49:45 CEST 2014: 18: No solution found.
Tue May 20 17:49:49 CEST 2014: 19: finished (3694ms, 500cycles)
Tue May 20 17:49:49 CEST 2014: 19: No solution found.
Tue May 20 17:49:53 CEST 2014: 20: finished (3787ms, 500cycles)
Tue May 20 17:49:53 CEST 2014: 20: No solution found.
Tue May 20 17:49:57 CEST 2014: 21: finished (3826ms, 500cycles)
Tue May 20 17:49:57 CEST 2014: 21: No solution found.
Tue May 20 17:50:00 CEST 2014: 22: finished (3838ms, 500cycles)
Tue May 20 17:50:00 CEST 2014: 22: No solution found.
Tue May 20 17:50:04 CEST 2014: 23: finished (3840ms, 500cycles)
Tue May 20 17:50:04 CEST 2014: 23: No solution found.
Tue May 20 17:50:08 CEST 2014: 24: finished (3780ms, 500cycles)
Tue May 20 17:50:08 CEST 2014: 24: No solution found.
Tue May 20 17:50:12 CEST 2014: 25: finished (4264ms, 500cycles)
Tue May 20 17:50:12 CEST 2014: 25: No solution found.
Tue May 20 17:50:17 CEST 2014: 26: finished (4641ms, 500cycles)
Tue May 20 17:50:17 CEST 2014: 26: No solution found.
Tue May 20 17:50:22 CEST 2014: 27: finished (4474ms, 500cycles)
Tue May 20 17:50:22 CEST 2014: 27: No solution found.
Tue May 20 17:50:26 CEST 2014: 28: finished (4367ms, 500cycles)
Tue May 20 17:50:26 CEST 2014: 28: No solution found.
Tue May 20 17:50:30 CEST 2014: 29: finished (3891ms, 500cycles)
Tue May 20 17:50:30 CEST 2014: 29: No solution found.
Tue May 20 17:50:34 CEST 2014: 30: finished (3730ms, 500cycles)
Tue May 20 17:50:34 CEST 2014: 30: No solution found.
Tue May 20 17:50:38 CEST 2014: 31: finished (3962ms, 500cycles)
Tue May 20 17:50:38 CEST 2014: 31: No solution found.
Tue May 20 17:50:42 CEST 2014: 32: finished (4123ms, 500cycles)
Tue May 20 17:50:42 CEST 2014: 32: No solution found.
Tue May 20 17:50:46 CEST 2014: 33: finished (4168ms, 500cycles)
Tue May 20 17:50:46 CEST 2014: 33: No solution found.
Tue May 20 17:50:50 CEST 2014: 34: finished (3706ms, 500cycles)
Tue May 20 17:50:50 CEST 2014: 34: No solution found.
Tue May 20 17:50:53 CEST 2014: 35: finished (3721ms, 500cycles)
Tue May 20 17:50:53 CEST 2014: 35: No solution found.
Tue May 20 17:50:58 CEST 2014: 36: finished (4986ms, 500cycles)
Tue May 20 17:50:58 CEST 2014: 36: No solution found.
Tue May 20 17:51:04 CEST 2014: 37: finished (5386ms, 500cycles)
Tue May 20 17:51:04 CEST 2014: 37: No solution found.
Tue May 20 17:51:09 CEST 2014: 38: finished (5112ms, 500cycles)
Tue May 20 17:51:09 CEST 2014: 38: No solution found.
Tue May 20 17:51:13 CEST 2014: 39: finished (4589ms, 500cycles)
Tue May 20 17:51:13 CEST 2014: 39: No solution found.
Tue May 20 17:51:18 CEST 2014: 40: finished (4736ms, 500cycles)
Tue May 20 17:51:18 CEST 2014: 40: No solution found.
Tue May 20 17:51:23 CEST 2014: 41: finished (4629ms, 500cycles)
Tue May 20 17:51:23 CEST 2014: 41: No solution found.
Tue May 20 17:51:27 CEST 2014: 42: finished (4584ms, 500cycles)
Tue May 20 17:51:27 CEST 2014: 42: No solution found.
Tue May 20 17:51:32 CEST 2014: 43: finished (4695ms, 500cycles)
Tue May 20 17:51:32 CEST 2014: 43: No solution found.
Tue May 20 17:51:37 CEST 2014: 44: finished (4746ms, 500cycles)
Tue May 20 17:51:37 CEST 2014: 44: No solution found.
Tue May 20 17:51:42 CEST 2014: 45: finished (4787ms, 500cycles)
Tue May 20 17:51:42 CEST 2014: 45: No solution found.
Tue May 20 17:51:47 CEST 2014: 46: finished (5255ms, 500cycles)
Tue May 20 17:51:47 CEST 2014: 46: No solution found.
