Tue May 06 12:59:50 CEST 2014: Problem Count: 10
Tue May 06 12:59:50 CEST 2014: CandidatesCount: 10
Tue May 06 12:59:50 CEST 2014: Max Cycles: 500
Tue May 06 12:59:50 CEST 2014: 0: finished (8ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 0: No solution found.
Tue May 06 12:59:50 CEST 2014: 1: finished (13ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 1: No solution found.
Tue May 06 12:59:50 CEST 2014: 2: finished (11ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 2: No solution found.
Tue May 06 12:59:50 CEST 2014: 3: finished (11ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 3: No solution found.
Tue May 06 12:59:50 CEST 2014: 4: finished (61ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 4: No solution found.
Tue May 06 12:59:50 CEST 2014: 5: finished (49ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 5: No solution found.
Tue May 06 12:59:50 CEST 2014: 6: finished (45ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 6: No solution found.
Tue May 06 12:59:50 CEST 2014: 7: finished (13ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 7: No solution found.
Tue May 06 12:59:50 CEST 2014: 8: finished (78ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 8: No solution found.
Tue May 06 12:59:50 CEST 2014: 9: finished (10ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 9: No solution found.
Tue May 06 12:59:50 CEST 2014: 10: finished (23ms, 245cycles)
Tue May 06 12:59:50 CEST 2014: 10: Solution found.
Tue May 06 12:59:50 CEST 2014: 11: finished (71ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 11: No solution found.
Tue May 06 12:59:50 CEST 2014: 12: finished (43ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 12: No solution found.
Tue May 06 12:59:50 CEST 2014: 13: finished (9ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 13: No solution found.
Tue May 06 12:59:50 CEST 2014: 14: finished (79ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 14: No solution found.
Tue May 06 12:59:50 CEST 2014: 15: finished (40ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 15: No solution found.
Tue May 06 12:59:50 CEST 2014: 16: finished (9ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 16: No solution found.
Tue May 06 12:59:50 CEST 2014: 17: finished (56ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 17: No solution found.
Tue May 06 12:59:50 CEST 2014: 18: finished (9ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 18: No solution found.
Tue May 06 12:59:50 CEST 2014: 19: finished (19ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 19: No solution found.
Tue May 06 12:59:50 CEST 2014: 20: finished (11ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 20: No solution found.
Tue May 06 12:59:50 CEST 2014: 21: finished (5ms, 109cycles)
Tue May 06 12:59:50 CEST 2014: 21: Solution found.
Tue May 06 12:59:50 CEST 2014: 22: finished (9ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 22: No solution found.
Tue May 06 12:59:50 CEST 2014: 23: finished (11ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 23: No solution found.
Tue May 06 12:59:50 CEST 2014: 24: finished (9ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 24: No solution found.
Tue May 06 12:59:50 CEST 2014: 25: finished (10ms, 500cycles)
Tue May 06 12:59:50 CEST 2014: 25: No solution found.
Tue May 06 12:59:51 CEST 2014: 26: finished (49ms, 500cycles)
Tue May 06 12:59:51 CEST 2014: 26: No solution found.
Tue May 06 12:59:51 CEST 2014: 27: finished (41ms, 500cycles)
Tue May 06 12:59:51 CEST 2014: 27: No solution found.
Tue May 06 12:59:51 CEST 2014: 28: finished (51ms, 500cycles)
Tue May 06 12:59:51 CEST 2014: 28: No solution found.
Tue May 06 12:59:51 CEST 2014: 29: finished (12ms, 500cycles)
Tue May 06 12:59:51 CEST 2014: 29: No solution found.
