Wed May 14 13:42:53 CEST 2014: Problem Count: 20
Wed May 14 13:42:53 CEST 2014: CandidatesCount: 20
Wed May 14 13:42:53 CEST 2014: Max Cycles: 500
Wed May 14 13:42:53 CEST 2014: 0: finished (125ms, 500cycles)
Wed May 14 13:42:53 CEST 2014: 0: No solution found.
Wed May 14 13:42:54 CEST 2014: 1: finished (124ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 1: No solution found.
Wed May 14 13:42:54 CEST 2014: 2: finished (126ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 2: No solution found.
Wed May 14 13:42:54 CEST 2014: 3: finished (126ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 3: No solution found.
Wed May 14 13:42:54 CEST 2014: 4: finished (3ms, 8cycles)
Wed May 14 13:42:54 CEST 2014: 4: Solution found.
Wed May 14 13:42:54 CEST 2014: 5: finished (126ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 5: No solution found.
Wed May 14 13:42:54 CEST 2014: 6: finished (128ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 6: No solution found.
Wed May 14 13:42:54 CEST 2014: 7: finished (3ms, 5cycles)
Wed May 14 13:42:54 CEST 2014: 7: Solution found.
Wed May 14 13:42:54 CEST 2014: 8: finished (125ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 8: No solution found.
Wed May 14 13:42:54 CEST 2014: 9: finished (2ms, 5cycles)
Wed May 14 13:42:54 CEST 2014: 9: Solution found.
Wed May 14 13:42:54 CEST 2014: 10: finished (125ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 10: No solution found.
Wed May 14 13:42:54 CEST 2014: 11: finished (127ms, 500cycles)
Wed May 14 13:42:54 CEST 2014: 11: No solution found.
Wed May 14 13:42:55 CEST 2014: 12: finished (125ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 12: No solution found.
Wed May 14 13:42:55 CEST 2014: 13: finished (125ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 13: No solution found.
Wed May 14 13:42:55 CEST 2014: 14: finished (125ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 14: No solution found.
Wed May 14 13:42:55 CEST 2014: 15: finished (126ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 15: No solution found.
Wed May 14 13:42:55 CEST 2014: 16: finished (127ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 16: No solution found.
Wed May 14 13:42:55 CEST 2014: 17: finished (125ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 17: No solution found.
Wed May 14 13:42:55 CEST 2014: 18: finished (125ms, 500cycles)
Wed May 14 13:42:55 CEST 2014: 18: No solution found.
Wed May 14 13:42:55 CEST 2014: 19: finished (6ms, 19cycles)
Wed May 14 13:42:55 CEST 2014: 19: Solution found.
