Wed May 07 02:48:16 CEST 2014: Problem Count: 50
Wed May 07 02:48:16 CEST 2014: CandidatesCount: 20
Wed May 07 02:48:16 CEST 2014: Max Cycles: 500
Wed May 07 02:48:16 CEST 2014: 0: finished (156ms, 500cycles)
Wed May 07 02:48:16 CEST 2014: 0: No solution found.
Wed May 07 02:48:16 CEST 2014: 1: finished (6ms, 16cycles)
Wed May 07 02:48:16 CEST 2014: 1: Solution found.
Wed May 07 02:48:16 CEST 2014: 2: finished (10ms, 29cycles)
Wed May 07 02:48:16 CEST 2014: 2: Solution found.
Wed May 07 02:48:16 CEST 2014: 3: finished (3ms, 7cycles)
Wed May 07 02:48:16 CEST 2014: 3: Solution found.
Wed May 07 02:48:16 CEST 2014: 4: finished (158ms, 500cycles)
Wed May 07 02:48:16 CEST 2014: 4: No solution found.
Wed May 07 02:48:16 CEST 2014: 5: finished (5ms, 12cycles)
Wed May 07 02:48:16 CEST 2014: 5: Solution found.
Wed May 07 02:48:16 CEST 2014: 6: finished (149ms, 500cycles)
Wed May 07 02:48:16 CEST 2014: 6: No solution found.
Wed May 07 02:48:17 CEST 2014: 7: finished (159ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 7: No solution found.
Wed May 07 02:48:17 CEST 2014: 8: finished (158ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 8: No solution found.
Wed May 07 02:48:17 CEST 2014: 9: finished (166ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 9: No solution found.
Wed May 07 02:48:17 CEST 2014: 10: finished (156ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 10: No solution found.
Wed May 07 02:48:17 CEST 2014: 11: finished (163ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 11: No solution found.
Wed May 07 02:48:17 CEST 2014: 12: finished (11ms, 21cycles)
Wed May 07 02:48:17 CEST 2014: 12: Solution found.
Wed May 07 02:48:17 CEST 2014: 13: finished (159ms, 500cycles)
Wed May 07 02:48:17 CEST 2014: 13: No solution found.
Wed May 07 02:48:18 CEST 2014: 14: finished (157ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 14: No solution found.
Wed May 07 02:48:18 CEST 2014: 15: finished (157ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 15: No solution found.
Wed May 07 02:48:18 CEST 2014: 16: finished (1ms, 2cycles)
Wed May 07 02:48:18 CEST 2014: 16: Solution found.
Wed May 07 02:48:18 CEST 2014: 17: finished (174ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 17: No solution found.
Wed May 07 02:48:18 CEST 2014: 18: finished (194ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 18: No solution found.
Wed May 07 02:48:18 CEST 2014: 19: finished (171ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 19: No solution found.
Wed May 07 02:48:18 CEST 2014: 20: finished (7ms, 16cycles)
Wed May 07 02:48:18 CEST 2014: 20: Solution found.
Wed May 07 02:48:18 CEST 2014: 21: finished (8ms, 24cycles)
Wed May 07 02:48:18 CEST 2014: 21: Solution found.
Wed May 07 02:48:18 CEST 2014: 22: finished (153ms, 500cycles)
Wed May 07 02:48:18 CEST 2014: 22: No solution found.
Wed May 07 02:48:19 CEST 2014: 23: finished (152ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 23: No solution found.
Wed May 07 02:48:19 CEST 2014: 24: finished (150ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 24: No solution found.
Wed May 07 02:48:19 CEST 2014: 25: finished (162ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 25: No solution found.
Wed May 07 02:48:19 CEST 2014: 26: finished (161ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 26: No solution found.
Wed May 07 02:48:19 CEST 2014: 27: finished (157ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 27: No solution found.
Wed May 07 02:48:19 CEST 2014: 28: finished (165ms, 500cycles)
Wed May 07 02:48:19 CEST 2014: 28: No solution found.
Wed May 07 02:48:20 CEST 2014: 29: finished (156ms, 500cycles)
Wed May 07 02:48:20 CEST 2014: 29: No solution found.
Wed May 07 02:48:20 CEST 2014: 30: finished (163ms, 500cycles)
Wed May 07 02:48:20 CEST 2014: 30: No solution found.
Wed May 07 02:48:20 CEST 2014: 31: finished (154ms, 500cycles)
Wed May 07 02:48:20 CEST 2014: 31: No solution found.
Wed May 07 02:48:20 CEST 2014: 32: finished (7ms, 19cycles)
Wed May 07 02:48:20 CEST 2014: 32: Solution found.
Wed May 07 02:48:20 CEST 2014: 33: finished (154ms, 500cycles)
Wed May 07 02:48:20 CEST 2014: 33: No solution found.
Wed May 07 02:48:20 CEST 2014: 34: finished (425ms, 500cycles)
Wed May 07 02:48:20 CEST 2014: 34: No solution found.
Wed May 07 02:48:21 CEST 2014: 35: finished (440ms, 500cycles)
Wed May 07 02:48:21 CEST 2014: 35: No solution found.
Wed May 07 02:48:21 CEST 2014: 36: finished (445ms, 500cycles)
Wed May 07 02:48:21 CEST 2014: 36: No solution found.
Wed May 07 02:48:22 CEST 2014: 37: finished (460ms, 500cycles)
Wed May 07 02:48:22 CEST 2014: 37: No solution found.
Wed May 07 02:48:22 CEST 2014: 38: finished (507ms, 500cycles)
Wed May 07 02:48:22 CEST 2014: 38: No solution found.
Wed May 07 02:48:23 CEST 2014: 39: finished (441ms, 500cycles)
Wed May 07 02:48:23 CEST 2014: 39: No solution found.
Wed May 07 02:48:23 CEST 2014: 40: finished (464ms, 500cycles)
Wed May 07 02:48:23 CEST 2014: 40: No solution found.
Wed May 07 02:48:24 CEST 2014: 41: finished (436ms, 500cycles)
Wed May 07 02:48:24 CEST 2014: 41: No solution found.
Wed May 07 02:48:24 CEST 2014: 42: finished (466ms, 500cycles)
Wed May 07 02:48:24 CEST 2014: 42: No solution found.
Wed May 07 02:48:25 CEST 2014: 43: finished (461ms, 500cycles)
Wed May 07 02:48:25 CEST 2014: 43: No solution found.
Wed May 07 02:48:25 CEST 2014: 44: finished (462ms, 500cycles)
Wed May 07 02:48:25 CEST 2014: 44: No solution found.
Wed May 07 02:48:25 CEST 2014: 45: finished (440ms, 500cycles)
Wed May 07 02:48:25 CEST 2014: 45: No solution found.
Wed May 07 02:48:26 CEST 2014: 46: finished (479ms, 500cycles)
Wed May 07 02:48:26 CEST 2014: 46: No solution found.
Wed May 07 02:48:26 CEST 2014: 47: finished (313ms, 500cycles)
Wed May 07 02:48:26 CEST 2014: 47: No solution found.
Wed May 07 02:48:26 CEST 2014: 48: finished (150ms, 500cycles)
Wed May 07 02:48:26 CEST 2014: 48: No solution found.
Wed May 07 02:48:27 CEST 2014: 49: finished (167ms, 500cycles)
Wed May 07 02:48:27 CEST 2014: 49: No solution found.
Wed May 07 02:48:27 CEST 2014: 50: finished (168ms, 500cycles)
Wed May 07 02:48:27 CEST 2014: 50: No solution found.
Wed May 07 02:48:27 CEST 2014: 51: finished (149ms, 500cycles)
