Wed May 14 12:58:39 CEST 2014: Problem Count: 40
Wed May 14 12:58:39 CEST 2014: CandidatesCount: 20
Wed May 14 12:58:39 CEST 2014: Max Cycles: 500
Wed May 14 12:58:39 CEST 2014: 0: finished (100ms, 500cycles)
Wed May 14 12:58:39 CEST 2014: 0: No solution found.
Wed May 14 12:58:40 CEST 2014: 1: finished (111ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 1: No solution found.
Wed May 14 12:58:40 CEST 2014: 2: finished (100ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 2: No solution found.
Wed May 14 12:58:40 CEST 2014: 3: finished (110ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 3: No solution found.
Wed May 14 12:58:40 CEST 2014: 4: finished (100ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 4: No solution found.
Wed May 14 12:58:40 CEST 2014: 5: finished (7ms, 27cycles)
Wed May 14 12:58:40 CEST 2014: 5: Solution found.
Wed May 14 12:58:40 CEST 2014: 6: finished (101ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 6: No solution found.
Wed May 14 12:58:40 CEST 2014: 7: finished (118ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 7: No solution found.
Wed May 14 12:58:40 CEST 2014: 8: finished (118ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 8: No solution found.
Wed May 14 12:58:40 CEST 2014: 9: finished (100ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 9: No solution found.
Wed May 14 12:58:40 CEST 2014: 10: finished (102ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 10: No solution found.
Wed May 14 12:58:40 CEST 2014: 11: finished (101ms, 500cycles)
Wed May 14 12:58:40 CEST 2014: 11: No solution found.
Wed May 14 12:58:41 CEST 2014: 12: finished (115ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 12: No solution found.
Wed May 14 12:58:41 CEST 2014: 13: finished (101ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 13: No solution found.
Wed May 14 12:58:41 CEST 2014: 14: finished (101ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 14: No solution found.
Wed May 14 12:58:41 CEST 2014: 15: finished (106ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 15: No solution found.
Wed May 14 12:58:41 CEST 2014: 16: finished (6ms, 29cycles)
Wed May 14 12:58:41 CEST 2014: 16: Solution found.
Wed May 14 12:58:41 CEST 2014: 17: finished (102ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 17: No solution found.
Wed May 14 12:58:41 CEST 2014: 18: finished (105ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 18: No solution found.
Wed May 14 12:58:41 CEST 2014: 19: finished (101ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 19: No solution found.
Wed May 14 12:58:41 CEST 2014: 20: finished (107ms, 500cycles)
Wed May 14 12:58:41 CEST 2014: 20: No solution found.
Wed May 14 12:58:41 CEST 2014: 21: finished (7ms, 28cycles)
Wed May 14 12:58:41 CEST 2014: 21: Solution found.
Wed May 14 12:58:42 CEST 2014: 22: finished (254ms, 500cycles)
Wed May 14 12:58:42 CEST 2014: 22: No solution found.
Wed May 14 12:58:42 CEST 2014: 23: finished (263ms, 500cycles)
Wed May 14 12:58:42 CEST 2014: 23: No solution found.
Wed May 14 12:58:42 CEST 2014: 24: finished (268ms, 500cycles)
Wed May 14 12:58:42 CEST 2014: 24: No solution found.
