Wed May 14 11:29:59 CEST 2014: Problem Count: 20
Wed May 14 11:29:59 CEST 2014: CandidatesCount: 30
Wed May 14 11:29:59 CEST 2014: Max Cycles: 500
Wed May 14 11:29:59 CEST 2014: 0: finished (67ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 0: No solution found.
Wed May 14 11:29:59 CEST 2014: 1: finished (5ms, 26cycles)
Wed May 14 11:29:59 CEST 2014: 1: Solution found.
Wed May 14 11:29:59 CEST 2014: 2: finished (72ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 2: No solution found.
Wed May 14 11:29:59 CEST 2014: 3: finished (66ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 3: No solution found.
Wed May 14 11:29:59 CEST 2014: 4: finished (75ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 4: No solution found.
Wed May 14 11:29:59 CEST 2014: 5: finished (65ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 5: No solution found.
Wed May 14 11:29:59 CEST 2014: 6: finished (75ms, 500cycles)
Wed May 14 11:29:59 CEST 2014: 6: No solution found.
Wed May 14 11:30:00 CEST 2014: 7: finished (70ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 7: No solution found.
Wed May 14 11:30:00 CEST 2014: 8: finished (67ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 8: No solution found.
Wed May 14 11:30:00 CEST 2014: 9: finished (75ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 9: No solution found.
Wed May 14 11:30:00 CEST 2014: 10: finished (66ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 10: No solution found.
Wed May 14 11:30:00 CEST 2014: 11: finished (64ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 11: No solution found.
Wed May 14 11:30:00 CEST 2014: 12: finished (66ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 12: No solution found.
Wed May 14 11:30:00 CEST 2014: 13: finished (65ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 13: No solution found.
Wed May 14 11:30:00 CEST 2014: 14: finished (78ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 14: No solution found.
Wed May 14 11:30:00 CEST 2014: 15: finished (73ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 15: No solution found.
Wed May 14 11:30:00 CEST 2014: 16: finished (71ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 16: No solution found.
Wed May 14 11:30:00 CEST 2014: 17: finished (1ms, 4cycles)
Wed May 14 11:30:00 CEST 2014: 17: Solution found.
Wed May 14 11:30:00 CEST 2014: 18: finished (65ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 18: No solution found.
Wed May 14 11:30:00 CEST 2014: 19: finished (65ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 19: No solution found.
Wed May 14 11:30:00 CEST 2014: 20: finished (1ms, 6cycles)
Wed May 14 11:30:00 CEST 2014: 20: Solution found.
Wed May 14 11:30:00 CEST 2014: 21: finished (65ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 21: No solution found.
Wed May 14 11:30:00 CEST 2014: 22: finished (65ms, 500cycles)
Wed May 14 11:30:00 CEST 2014: 22: No solution found.
Wed May 14 11:30:01 CEST 2014: 23: finished (72ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 23: No solution found.
Wed May 14 11:30:01 CEST 2014: 24: finished (74ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 24: No solution found.
Wed May 14 11:30:01 CEST 2014: 25: finished (74ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 25: No solution found.
Wed May 14 11:30:01 CEST 2014: 26: finished (72ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 26: No solution found.
Wed May 14 11:30:01 CEST 2014: 27: finished (67ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 27: No solution found.
Wed May 14 11:30:01 CEST 2014: 28: finished (69ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 28: No solution found.
Wed May 14 11:30:01 CEST 2014: 29: finished (1ms, 3cycles)
Wed May 14 11:30:01 CEST 2014: 29: Solution found.
Wed May 14 11:30:01 CEST 2014: 30: finished (64ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 30: No solution found.
Wed May 14 11:30:01 CEST 2014: 31: finished (66ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 31: No solution found.
Wed May 14 11:30:01 CEST 2014: 32: finished (64ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 32: No solution found.
Wed May 14 11:30:01 CEST 2014: 33: finished (64ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 33: No solution found.
Wed May 14 11:30:01 CEST 2014: 34: finished (64ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 34: No solution found.
Wed May 14 11:30:01 CEST 2014: 35: finished (2ms, 11cycles)
Wed May 14 11:30:01 CEST 2014: 35: Solution found.
Wed May 14 11:30:01 CEST 2014: 36: finished (65ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 36: No solution found.
Wed May 14 11:30:01 CEST 2014: 37: finished (64ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 37: No solution found.
Wed May 14 11:30:01 CEST 2014: 38: finished (65ms, 500cycles)
Wed May 14 11:30:01 CEST 2014: 38: No solution found.
Wed May 14 11:30:01 CEST 2014: 39: finished (2ms, 13cycles)
