Wed May 07 03:00:46 CEST 2014: Problem Count: 10
Wed May 07 03:00:46 CEST 2014: CandidatesCount: 30
Wed May 07 03:00:46 CEST 2014: Max Cycles: 500
Wed May 07 03:00:46 CEST 2014: 0: finished (5ms, 15cycles)
Wed May 07 03:00:46 CEST 2014: 0: Solution found.
Wed May 07 03:00:46 CEST 2014: 1: finished (121ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 1: No solution found.
Wed May 07 03:00:46 CEST 2014: 2: finished (121ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 2: No solution found.
Wed May 07 03:00:46 CEST 2014: 3: finished (124ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 3: No solution found.
Wed May 07 03:00:46 CEST 2014: 4: finished (4ms, 7cycles)
Wed May 07 03:00:46 CEST 2014: 4: Solution found.
Wed May 07 03:00:46 CEST 2014: 5: finished (118ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 5: No solution found.
Wed May 07 03:00:46 CEST 2014: 6: finished (123ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 6: No solution found.
Wed May 07 03:00:46 CEST 2014: 7: finished (2ms, 3cycles)
Wed May 07 03:00:46 CEST 2014: 7: Solution found.
Wed May 07 03:00:46 CEST 2014: 8: finished (130ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 8: No solution found.
Wed May 07 03:00:46 CEST 2014: 9: finished (139ms, 500cycles)
Wed May 07 03:00:46 CEST 2014: 9: No solution found.
Wed May 07 03:00:47 CEST 2014: 10: finished (151ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 10: No solution found.
Wed May 07 03:00:47 CEST 2014: 11: finished (1ms, 1cycles)
Wed May 07 03:00:47 CEST 2014: 11: Solution found.
Wed May 07 03:00:47 CEST 2014: 12: finished (121ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 12: No solution found.
Wed May 07 03:00:47 CEST 2014: 13: finished (7ms, 21cycles)
Wed May 07 03:00:47 CEST 2014: 13: Solution found.
Wed May 07 03:00:47 CEST 2014: 14: finished (121ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 14: No solution found.
Wed May 07 03:00:47 CEST 2014: 15: finished (119ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 15: No solution found.
Wed May 07 03:00:47 CEST 2014: 16: finished (140ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 16: No solution found.
Wed May 07 03:00:47 CEST 2014: 17: finished (137ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 17: No solution found.
Wed May 07 03:00:47 CEST 2014: 18: finished (132ms, 500cycles)
Wed May 07 03:00:47 CEST 2014: 18: No solution found.
Wed May 07 03:00:48 CEST 2014: 19: finished (119ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 19: No solution found.
Wed May 07 03:00:48 CEST 2014: 20: finished (120ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 20: No solution found.
Wed May 07 03:00:48 CEST 2014: 21: finished (130ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 21: No solution found.
Wed May 07 03:00:48 CEST 2014: 22: finished (119ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 22: No solution found.
Wed May 07 03:00:48 CEST 2014: 23: finished (121ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 23: No solution found.
Wed May 07 03:00:48 CEST 2014: 24: finished (125ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 24: No solution found.
Wed May 07 03:00:48 CEST 2014: 25: finished (141ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 25: No solution found.
Wed May 07 03:00:48 CEST 2014: 26: finished (146ms, 500cycles)
Wed May 07 03:00:48 CEST 2014: 26: No solution found.
Wed May 07 03:00:49 CEST 2014: 27: finished (124ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 27: No solution found.
Wed May 07 03:00:49 CEST 2014: 28: finished (117ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 28: No solution found.
Wed May 07 03:00:49 CEST 2014: 29: finished (6ms, 12cycles)
Wed May 07 03:00:49 CEST 2014: 29: Solution found.
Wed May 07 03:00:49 CEST 2014: 30: finished (126ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 30: No solution found.
Wed May 07 03:00:49 CEST 2014: 31: finished (141ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 31: No solution found.
Wed May 07 03:00:49 CEST 2014: 32: finished (119ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 32: No solution found.
Wed May 07 03:00:49 CEST 2014: 33: finished (127ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 33: No solution found.
Wed May 07 03:00:49 CEST 2014: 34: finished (122ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 34: No solution found.
Wed May 07 03:00:49 CEST 2014: 35: finished (115ms, 500cycles)
Wed May 07 03:00:49 CEST 2014: 35: No solution found.
Wed May 07 03:00:50 CEST 2014: 36: finished (124ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 36: No solution found.
Wed May 07 03:00:50 CEST 2014: 37: finished (111ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 37: No solution found.
Wed May 07 03:00:50 CEST 2014: 38: finished (6ms, 15cycles)
Wed May 07 03:00:50 CEST 2014: 38: Solution found.
Wed May 07 03:00:50 CEST 2014: 39: finished (120ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 39: No solution found.
Wed May 07 03:00:50 CEST 2014: 40: finished (5ms, 13cycles)
Wed May 07 03:00:50 CEST 2014: 40: Solution found.
Wed May 07 03:00:50 CEST 2014: 41: finished (127ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 41: No solution found.
Wed May 07 03:00:50 CEST 2014: 42: finished (119ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 42: No solution found.
Wed May 07 03:00:50 CEST 2014: 43: finished (118ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 43: No solution found.
Wed May 07 03:00:50 CEST 2014: 44: finished (134ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 44: No solution found.
Wed May 07 03:00:50 CEST 2014: 45: finished (146ms, 500cycles)
Wed May 07 03:00:50 CEST 2014: 45: No solution found.
Wed May 07 03:00:51 CEST 2014: 46: finished (151ms, 500cycles)
Wed May 07 03:00:51 CEST 2014: 46: No solution found.
Wed May 07 03:00:51 CEST 2014: 47: finished (121ms, 500cycles)
Wed May 07 03:00:51 CEST 2014: 47: No solution found.
Wed May 07 03:00:51 CEST 2014: 48: finished (120ms, 500cycles)
