Wed May 14 12:15:22 CEST 2014: Problem Count: 40
Wed May 14 12:15:22 CEST 2014: CandidatesCount: 20
Wed May 14 12:15:22 CEST 2014: Max Cycles: 500
Wed May 14 12:15:22 CEST 2014: 0: finished (2ms, 10cycles)
Wed May 14 12:15:22 CEST 2014: 0: Solution found.
Wed May 14 12:15:22 CEST 2014: 1: finished (101ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 1: No solution found.
Wed May 14 12:15:22 CEST 2014: 2: finished (100ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 2: No solution found.
Wed May 14 12:15:22 CEST 2014: 3: finished (101ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 3: No solution found.
Wed May 14 12:15:22 CEST 2014: 4: finished (101ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 4: No solution found.
Wed May 14 12:15:22 CEST 2014: 5: finished (101ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 5: No solution found.
Wed May 14 12:15:22 CEST 2014: 6: finished (100ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 6: No solution found.
Wed May 14 12:15:22 CEST 2014: 7: finished (100ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 7: No solution found.
Wed May 14 12:15:22 CEST 2014: 8: finished (99ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 8: No solution found.
Wed May 14 12:15:22 CEST 2014: 9: finished (117ms, 500cycles)
Wed May 14 12:15:22 CEST 2014: 9: No solution found.
Wed May 14 12:15:23 CEST 2014: 10: finished (101ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 10: No solution found.
Wed May 14 12:15:23 CEST 2014: 11: finished (102ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 11: No solution found.
Wed May 14 12:15:23 CEST 2014: 12: finished (111ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 12: No solution found.
Wed May 14 12:15:23 CEST 2014: 13: finished (108ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 13: No solution found.
Wed May 14 12:15:23 CEST 2014: 14: finished (110ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 14: No solution found.
Wed May 14 12:15:23 CEST 2014: 15: finished (5ms, 19cycles)
Wed May 14 12:15:23 CEST 2014: 15: Solution found.
Wed May 14 12:15:23 CEST 2014: 16: finished (100ms, 500cycles)
Wed May 14 12:15:23 CEST 2014: 16: No solution found.
