Wed May 07 02:54:12 CEST 2014: Problem Count: 30
Wed May 07 02:54:12 CEST 2014: CandidatesCount: 20
Wed May 07 02:54:12 CEST 2014: Max Cycles: 500
Wed May 07 02:54:12 CEST 2014: 0: finished (99ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 0: No solution found.
Wed May 07 02:54:12 CEST 2014: 1: finished (81ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 1: No solution found.
Wed May 07 02:54:12 CEST 2014: 2: finished (81ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 2: No solution found.
Wed May 07 02:54:12 CEST 2014: 3: finished (87ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 3: No solution found.
Wed May 07 02:54:12 CEST 2014: 4: finished (82ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 4: No solution found.
Wed May 07 02:54:12 CEST 2014: 5: finished (6ms, 26cycles)
Wed May 07 02:54:12 CEST 2014: 5: Solution found.
Wed May 07 02:54:12 CEST 2014: 6: finished (85ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 6: No solution found.
Wed May 07 02:54:12 CEST 2014: 7: finished (82ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 7: No solution found.
Wed May 07 02:54:12 CEST 2014: 8: finished (7ms, 30cycles)
Wed May 07 02:54:12 CEST 2014: 8: Solution found.
Wed May 07 02:54:12 CEST 2014: 9: finished (5ms, 21cycles)
Wed May 07 02:54:12 CEST 2014: 9: Solution found.
Wed May 07 02:54:12 CEST 2014: 10: finished (83ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 10: No solution found.
Wed May 07 02:54:12 CEST 2014: 11: finished (87ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 11: No solution found.
Wed May 07 02:54:12 CEST 2014: 12: finished (4ms, 19cycles)
Wed May 07 02:54:12 CEST 2014: 12: Solution found.
Wed May 07 02:54:12 CEST 2014: 13: finished (83ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 13: No solution found.
Wed May 07 02:54:12 CEST 2014: 14: finished (83ms, 500cycles)
Wed May 07 02:54:12 CEST 2014: 14: No solution found.
Wed May 07 02:54:12 CEST 2014: 15: finished (2ms, 6cycles)
Wed May 07 02:54:12 CEST 2014: 15: Solution found.
Wed May 07 02:54:13 CEST 2014: 16: finished (85ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 16: No solution found.
Wed May 07 02:54:13 CEST 2014: 17: finished (86ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 17: No solution found.
Wed May 07 02:54:13 CEST 2014: 18: finished (97ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 18: No solution found.
Wed May 07 02:54:13 CEST 2014: 19: finished (83ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 19: No solution found.
Wed May 07 02:54:13 CEST 2014: 20: finished (81ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 20: No solution found.
Wed May 07 02:54:13 CEST 2014: 21: finished (190ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 21: No solution found.
Wed May 07 02:54:13 CEST 2014: 22: finished (212ms, 500cycles)
Wed May 07 02:54:13 CEST 2014: 22: No solution found.
Wed May 07 02:54:14 CEST 2014: 23: finished (200ms, 500cycles)
Wed May 07 02:54:14 CEST 2014: 23: No solution found.
Wed May 07 02:54:14 CEST 2014: 24: finished (206ms, 500cycles)
Wed May 07 02:54:14 CEST 2014: 24: No solution found.
Wed May 07 02:54:14 CEST 2014: 25: finished (227ms, 500cycles)
Wed May 07 02:54:14 CEST 2014: 25: No solution found.
Wed May 07 02:54:14 CEST 2014: 26: finished (201ms, 500cycles)
Wed May 07 02:54:14 CEST 2014: 26: No solution found.
Wed May 07 02:54:14 CEST 2014: 27: finished (213ms, 500cycles)
Wed May 07 02:54:14 CEST 2014: 27: No solution found.
Wed May 07 02:54:15 CEST 2014: 28: finished (258ms, 500cycles)
Wed May 07 02:54:15 CEST 2014: 28: No solution found.
Wed May 07 02:54:15 CEST 2014: 29: finished (251ms, 500cycles)
Wed May 07 02:54:15 CEST 2014: 29: No solution found.
Wed May 07 02:54:15 CEST 2014: 30: finished (226ms, 500cycles)
Wed May 07 02:54:15 CEST 2014: 30: No solution found.
Wed May 07 02:54:15 CEST 2014: 31: finished (8ms, 14cycles)
Wed May 07 02:54:15 CEST 2014: 31: Solution found.
Wed May 07 02:54:15 CEST 2014: 32: finished (211ms, 500cycles)
Wed May 07 02:54:15 CEST 2014: 32: No solution found.
Wed May 07 02:54:15 CEST 2014: 33: finished (4ms, 8cycles)
Wed May 07 02:54:15 CEST 2014: 33: Solution found.
Wed May 07 02:54:16 CEST 2014: 34: finished (230ms, 500cycles)
Wed May 07 02:54:16 CEST 2014: 34: No solution found.
Wed May 07 02:54:16 CEST 2014: 35: finished (224ms, 500cycles)
Wed May 07 02:54:16 CEST 2014: 35: No solution found.
Wed May 07 02:54:16 CEST 2014: 36: finished (220ms, 500cycles)
Wed May 07 02:54:16 CEST 2014: 36: No solution found.
Wed May 07 02:54:16 CEST 2014: 37: finished (230ms, 500cycles)
Wed May 07 02:54:16 CEST 2014: 37: No solution found.
Wed May 07 02:54:16 CEST 2014: 38: finished (204ms, 500cycles)
