Wed May 14 17:06:14 CEST 2014: Problem Count: 50
Wed May 14 17:06:14 CEST 2014: CandidatesCount: 10
Wed May 14 17:06:14 CEST 2014: Max Cycles: 500
Wed May 14 17:06:14 CEST 2014: 0: finished (86ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 0: No solution found.
Wed May 14 17:06:14 CEST 2014: 1: finished (83ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 1: No solution found.
Wed May 14 17:06:14 CEST 2014: 2: finished (80ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 2: No solution found.
Wed May 14 17:06:14 CEST 2014: 3: finished (87ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 3: No solution found.
Wed May 14 17:06:14 CEST 2014: 4: finished (79ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 4: No solution found.
Wed May 14 17:06:14 CEST 2014: 5: finished (80ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 5: No solution found.
Wed May 14 17:06:14 CEST 2014: 6: finished (80ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 6: No solution found.
Wed May 14 17:06:14 CEST 2014: 7: finished (90ms, 500cycles)
Wed May 14 17:06:14 CEST 2014: 7: No solution found.
Wed May 14 17:06:14 CEST 2014: 8: finished (8ms, 40cycles)
Wed May 14 17:06:14 CEST 2014: 8: Solution found.
Wed May 14 17:06:15 CEST 2014: 9: finished (84ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 9: No solution found.
Wed May 14 17:06:15 CEST 2014: 10: finished (80ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 10: No solution found.
Wed May 14 17:06:15 CEST 2014: 11: finished (81ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 11: No solution found.
Wed May 14 17:06:15 CEST 2014: 12: finished (81ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 12: No solution found.
Wed May 14 17:06:15 CEST 2014: 13: finished (80ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 13: No solution found.
Wed May 14 17:06:15 CEST 2014: 14: finished (87ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 14: No solution found.
Wed May 14 17:06:15 CEST 2014: 15: finished (80ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 15: No solution found.
Wed May 14 17:06:15 CEST 2014: 16: finished (88ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 16: No solution found.
Wed May 14 17:06:15 CEST 2014: 17: finished (88ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 17: No solution found.
Wed May 14 17:06:15 CEST 2014: 18: finished (81ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 18: No solution found.
Wed May 14 17:06:15 CEST 2014: 19: finished (81ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 19: No solution found.
Wed May 14 17:06:15 CEST 2014: 20: finished (81ms, 500cycles)
Wed May 14 17:06:15 CEST 2014: 20: No solution found.
Wed May 14 17:06:16 CEST 2014: 21: finished (90ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 21: No solution found.
Wed May 14 17:06:16 CEST 2014: 22: finished (88ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 22: No solution found.
Wed May 14 17:06:16 CEST 2014: 23: finished (82ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 23: No solution found.
Wed May 14 17:06:16 CEST 2014: 24: finished (85ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 24: No solution found.
Wed May 14 17:06:16 CEST 2014: 25: finished (80ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 25: No solution found.
Wed May 14 17:06:16 CEST 2014: 26: finished (80ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 26: No solution found.
Wed May 14 17:06:16 CEST 2014: 27: finished (81ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 27: No solution found.
Wed May 14 17:06:16 CEST 2014: 28: finished (80ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 28: No solution found.
Wed May 14 17:06:16 CEST 2014: 29: finished (86ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 29: No solution found.
Wed May 14 17:06:16 CEST 2014: 30: finished (80ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 30: No solution found.
Wed May 14 17:06:16 CEST 2014: 31: finished (81ms, 500cycles)
Wed May 14 17:06:16 CEST 2014: 31: No solution found.
Wed May 14 17:06:17 CEST 2014: 32: finished (92ms, 500cycles)
Wed May 14 17:06:17 CEST 2014: 32: No solution found.
