Wed May 07 01:08:02 CEST 2014: Problem Count: 30
Wed May 07 01:08:02 CEST 2014: CandidatesCount: 20
Wed May 07 01:08:02 CEST 2014: Max Cycles: 500
Wed May 07 01:08:02 CEST 2014: 0: finished (84ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 0: No solution found.
Wed May 07 01:08:02 CEST 2014: 1: finished (81ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 1: No solution found.
Wed May 07 01:08:02 CEST 2014: 2: finished (80ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 2: No solution found.
Wed May 07 01:08:02 CEST 2014: 3: finished (80ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 3: No solution found.
Wed May 07 01:08:02 CEST 2014: 4: finished (81ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 4: No solution found.
Wed May 07 01:08:02 CEST 2014: 5: finished (4ms, 17cycles)
Wed May 07 01:08:02 CEST 2014: 5: Solution found.
Wed May 07 01:08:02 CEST 2014: 6: finished (82ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 6: No solution found.
Wed May 07 01:08:02 CEST 2014: 7: finished (84ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 7: No solution found.
Wed May 07 01:08:02 CEST 2014: 8: finished (83ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 8: No solution found.
Wed May 07 01:08:02 CEST 2014: 9: finished (1ms, 5cycles)
Wed May 07 01:08:02 CEST 2014: 9: Solution found.
Wed May 07 01:08:02 CEST 2014: 10: finished (99ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 10: No solution found.
Wed May 07 01:08:02 CEST 2014: 11: finished (99ms, 500cycles)
Wed May 07 01:08:02 CEST 2014: 11: No solution found.
Wed May 07 01:08:03 CEST 2014: 12: finished (85ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 12: No solution found.
Wed May 07 01:08:03 CEST 2014: 13: finished (84ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 13: No solution found.
Wed May 07 01:08:03 CEST 2014: 14: finished (83ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 14: No solution found.
Wed May 07 01:08:03 CEST 2014: 15: finished (83ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 15: No solution found.
Wed May 07 01:08:03 CEST 2014: 16: finished (81ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 16: No solution found.
Wed May 07 01:08:03 CEST 2014: 17: finished (84ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 17: No solution found.
Wed May 07 01:08:03 CEST 2014: 18: finished (114ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 18: No solution found.
Wed May 07 01:08:03 CEST 2014: 19: finished (92ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 19: No solution found.
Wed May 07 01:08:03 CEST 2014: 20: finished (93ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 20: No solution found.
Wed May 07 01:08:03 CEST 2014: 21: finished (107ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 21: No solution found.
Wed May 07 01:08:03 CEST 2014: 22: finished (106ms, 500cycles)
Wed May 07 01:08:03 CEST 2014: 22: No solution found.
Wed May 07 01:08:04 CEST 2014: 23: finished (108ms, 500cycles)
