Wed May 07 02:37:28 CEST 2014: Problem Count: 40
Wed May 07 02:37:28 CEST 2014: CandidatesCount: 30
Wed May 07 02:37:28 CEST 2014: Max Cycles: 500
Wed May 07 02:37:28 CEST 2014: 0: finished (410ms, 500cycles)
Wed May 07 02:37:28 CEST 2014: 0: No solution found.
Wed May 07 02:37:29 CEST 2014: 1: finished (397ms, 500cycles)
Wed May 07 02:37:29 CEST 2014: 1: No solution found.
Wed May 07 02:37:29 CEST 2014: 2: finished (410ms, 500cycles)
Wed May 07 02:37:29 CEST 2014: 2: No solution found.
Wed May 07 02:37:29 CEST 2014: 3: finished (395ms, 500cycles)
Wed May 07 02:37:29 CEST 2014: 3: No solution found.
Wed May 07 02:37:30 CEST 2014: 4: finished (395ms, 500cycles)
Wed May 07 02:37:30 CEST 2014: 4: No solution found.
Wed May 07 02:37:30 CEST 2014: 5: finished (394ms, 500cycles)
Wed May 07 02:37:30 CEST 2014: 5: No solution found.
Wed May 07 02:37:30 CEST 2014: 6: finished (25ms, 24cycles)
Wed May 07 02:37:30 CEST 2014: 6: Solution found.
Wed May 07 02:37:31 CEST 2014: 7: finished (394ms, 500cycles)
Wed May 07 02:37:31 CEST 2014: 7: No solution found.
Wed May 07 02:37:31 CEST 2014: 8: finished (390ms, 500cycles)
Wed May 07 02:37:31 CEST 2014: 8: No solution found.
Wed May 07 02:37:31 CEST 2014: 9: finished (396ms, 500cycles)
Wed May 07 02:37:31 CEST 2014: 9: No solution found.
Wed May 07 02:37:32 CEST 2014: 10: finished (395ms, 500cycles)
Wed May 07 02:37:32 CEST 2014: 10: No solution found.
Wed May 07 02:37:32 CEST 2014: 11: finished (396ms, 500cycles)
Wed May 07 02:37:32 CEST 2014: 11: No solution found.
Wed May 07 02:37:33 CEST 2014: 12: finished (399ms, 500cycles)
Wed May 07 02:37:33 CEST 2014: 12: No solution found.
Wed May 07 02:37:33 CEST 2014: 13: finished (454ms, 500cycles)
Wed May 07 02:37:33 CEST 2014: 13: No solution found.
Wed May 07 02:37:33 CEST 2014: 14: finished (440ms, 500cycles)
Wed May 07 02:37:33 CEST 2014: 14: No solution found.
Wed May 07 02:37:34 CEST 2014: 15: finished (479ms, 500cycles)
Wed May 07 02:37:34 CEST 2014: 15: No solution found.
Wed May 07 02:37:34 CEST 2014: 16: finished (477ms, 500cycles)
Wed May 07 02:37:34 CEST 2014: 16: No solution found.
Wed May 07 02:37:35 CEST 2014: 17: finished (456ms, 500cycles)
Wed May 07 02:37:35 CEST 2014: 17: No solution found.
Wed May 07 02:37:35 CEST 2014: 18: finished (464ms, 500cycles)
Wed May 07 02:37:35 CEST 2014: 18: No solution found.
Wed May 07 02:37:36 CEST 2014: 19: finished (453ms, 500cycles)
Wed May 07 02:37:36 CEST 2014: 19: No solution found.
Wed May 07 02:37:36 CEST 2014: 20: finished (416ms, 500cycles)
Wed May 07 02:37:36 CEST 2014: 20: No solution found.
Wed May 07 02:37:37 CEST 2014: 21: finished (444ms, 500cycles)
Wed May 07 02:37:37 CEST 2014: 21: No solution found.
Wed May 07 02:37:37 CEST 2014: 22: finished (13ms, 14cycles)
Wed May 07 02:37:37 CEST 2014: 22: Solution found.
Wed May 07 02:37:37 CEST 2014: 23: finished (9ms, 10cycles)
Wed May 07 02:37:37 CEST 2014: 23: Solution found.
Wed May 07 02:37:37 CEST 2014: 24: finished (25ms, 25cycles)
Wed May 07 02:37:37 CEST 2014: 24: Solution found.
Wed May 07 02:37:37 CEST 2014: 25: finished (452ms, 500cycles)
Wed May 07 02:37:37 CEST 2014: 25: No solution found.
Wed May 07 02:37:38 CEST 2014: 26: finished (424ms, 500cycles)
Wed May 07 02:37:38 CEST 2014: 26: No solution found.
Wed May 07 02:37:38 CEST 2014: 27: finished (401ms, 500cycles)
Wed May 07 02:37:38 CEST 2014: 27: No solution found.
Wed May 07 02:37:38 CEST 2014: 28: finished (454ms, 500cycles)
Wed May 07 02:37:38 CEST 2014: 28: No solution found.
Wed May 07 02:37:39 CEST 2014: 29: finished (429ms, 500cycles)
Wed May 07 02:37:39 CEST 2014: 29: No solution found.
Wed May 07 02:37:39 CEST 2014: 30: finished (525ms, 500cycles)
Wed May 07 02:37:39 CEST 2014: 30: No solution found.
Wed May 07 02:37:40 CEST 2014: 31: finished (427ms, 500cycles)
Wed May 07 02:37:40 CEST 2014: 31: No solution found.
Wed May 07 02:37:40 CEST 2014: 32: finished (459ms, 500cycles)
Wed May 07 02:37:40 CEST 2014: 32: No solution found.
Wed May 07 02:37:41 CEST 2014: 33: finished (465ms, 500cycles)
Wed May 07 02:37:41 CEST 2014: 33: No solution found.
Wed May 07 02:37:41 CEST 2014: 34: finished (459ms, 500cycles)
Wed May 07 02:37:41 CEST 2014: 34: No solution found.
Wed May 07 02:37:42 CEST 2014: 35: finished (465ms, 500cycles)
Wed May 07 02:37:42 CEST 2014: 35: No solution found.
Wed May 07 02:37:42 CEST 2014: 36: finished (50ms, 42cycles)
Wed May 07 02:37:42 CEST 2014: 36: Solution found.
Wed May 07 02:37:42 CEST 2014: 37: finished (507ms, 500cycles)
Wed May 07 02:37:42 CEST 2014: 37: No solution found.
Wed May 07 02:37:43 CEST 2014: 38: finished (459ms, 500cycles)
Wed May 07 02:37:43 CEST 2014: 38: No solution found.
Wed May 07 02:37:43 CEST 2014: 39: finished (12ms, 10cycles)
Wed May 07 02:37:43 CEST 2014: 39: Solution found.
Wed May 07 02:37:43 CEST 2014: 40: finished (6ms, 5cycles)
Wed May 07 02:37:43 CEST 2014: 40: Solution found.
Wed May 07 02:37:43 CEST 2014: 41: finished (505ms, 500cycles)
Wed May 07 02:37:43 CEST 2014: 41: No solution found.
Wed May 07 02:37:44 CEST 2014: 42: finished (465ms, 500cycles)
Wed May 07 02:37:44 CEST 2014: 42: No solution found.
Wed May 07 02:37:44 CEST 2014: 43: finished (21ms, 14cycles)
Wed May 07 02:37:44 CEST 2014: 43: Solution found.
Wed May 07 02:37:44 CEST 2014: 44: finished (468ms, 500cycles)
Wed May 07 02:37:44 CEST 2014: 44: No solution found.
Wed May 07 02:37:45 CEST 2014: 45: finished (489ms, 500cycles)
Wed May 07 02:37:45 CEST 2014: 45: No solution found.
Wed May 07 02:37:45 CEST 2014: 46: finished (470ms, 500cycles)
Wed May 07 02:37:45 CEST 2014: 46: No solution found.
