Wed May 14 16:11:53 CEST 2014: Problem Count: 40
Wed May 14 16:11:53 CEST 2014: CandidatesCount: 30
Wed May 14 16:11:53 CEST 2014: Max Cycles: 500
Wed May 14 16:11:53 CEST 2014: 0: finished (140ms, 500cycles)
Wed May 14 16:11:53 CEST 2014: 0: No solution found.
Wed May 14 16:11:53 CEST 2014: 1: finished (141ms, 500cycles)
Wed May 14 16:11:53 CEST 2014: 1: No solution found.
Wed May 14 16:11:53 CEST 2014: 2: finished (141ms, 500cycles)
Wed May 14 16:11:53 CEST 2014: 2: No solution found.
Wed May 14 16:11:53 CEST 2014: 3: finished (143ms, 500cycles)
Wed May 14 16:11:53 CEST 2014: 3: No solution found.
Wed May 14 16:11:54 CEST 2014: 4: finished (141ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 4: No solution found.
Wed May 14 16:11:54 CEST 2014: 5: finished (141ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 5: No solution found.
Wed May 14 16:11:54 CEST 2014: 6: finished (140ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 6: No solution found.
Wed May 14 16:11:54 CEST 2014: 7: finished (155ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 7: No solution found.
Wed May 14 16:11:54 CEST 2014: 8: finished (150ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 8: No solution found.
Wed May 14 16:11:54 CEST 2014: 9: finished (145ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 9: No solution found.
Wed May 14 16:11:54 CEST 2014: 10: finished (145ms, 500cycles)
Wed May 14 16:11:54 CEST 2014: 10: No solution found.
Wed May 14 16:11:55 CEST 2014: 11: finished (153ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 11: No solution found.
Wed May 14 16:11:55 CEST 2014: 12: finished (143ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 12: No solution found.
Wed May 14 16:11:55 CEST 2014: 13: finished (149ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 13: No solution found.
Wed May 14 16:11:55 CEST 2014: 14: finished (145ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 14: No solution found.
Wed May 14 16:11:55 CEST 2014: 15: finished (156ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 15: No solution found.
Wed May 14 16:11:55 CEST 2014: 16: finished (140ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 16: No solution found.
Wed May 14 16:11:55 CEST 2014: 17: finished (145ms, 500cycles)
Wed May 14 16:11:55 CEST 2014: 17: No solution found.
Wed May 14 16:11:56 CEST 2014: 18: finished (140ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 18: No solution found.
Wed May 14 16:11:56 CEST 2014: 19: finished (152ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 19: No solution found.
Wed May 14 16:11:56 CEST 2014: 20: finished (139ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 20: No solution found.
Wed May 14 16:11:56 CEST 2014: 21: finished (5ms, 11cycles)
Wed May 14 16:11:56 CEST 2014: 21: Solution found.
Wed May 14 16:11:56 CEST 2014: 22: finished (149ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 22: No solution found.
Wed May 14 16:11:56 CEST 2014: 23: finished (141ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 23: No solution found.
Wed May 14 16:11:56 CEST 2014: 24: finished (140ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 24: No solution found.
Wed May 14 16:11:56 CEST 2014: 25: finished (141ms, 500cycles)
Wed May 14 16:11:56 CEST 2014: 25: No solution found.
Wed May 14 16:11:57 CEST 2014: 26: finished (140ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 26: No solution found.
Wed May 14 16:11:57 CEST 2014: 27: finished (145ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 27: No solution found.
Wed May 14 16:11:57 CEST 2014: 28: finished (142ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 28: No solution found.
Wed May 14 16:11:57 CEST 2014: 29: finished (153ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 29: No solution found.
Wed May 14 16:11:57 CEST 2014: 30: finished (141ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 30: No solution found.
Wed May 14 16:11:57 CEST 2014: 31: finished (144ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 31: No solution found.
Wed May 14 16:11:57 CEST 2014: 32: finished (140ms, 500cycles)
Wed May 14 16:11:57 CEST 2014: 32: No solution found.
Wed May 14 16:11:58 CEST 2014: 33: finished (142ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 33: No solution found.
Wed May 14 16:11:58 CEST 2014: 34: finished (10ms, 28cycles)
Wed May 14 16:11:58 CEST 2014: 34: Solution found.
Wed May 14 16:11:58 CEST 2014: 35: finished (139ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 35: No solution found.
Wed May 14 16:11:58 CEST 2014: 36: finished (144ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 36: No solution found.
Wed May 14 16:11:58 CEST 2014: 37: finished (142ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 37: No solution found.
Wed May 14 16:11:58 CEST 2014: 38: finished (145ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 38: No solution found.
Wed May 14 16:11:58 CEST 2014: 39: finished (141ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 39: No solution found.
Wed May 14 16:11:58 CEST 2014: 40: finished (142ms, 500cycles)
Wed May 14 16:11:58 CEST 2014: 40: No solution found.
Wed May 14 16:11:59 CEST 2014: 41: finished (139ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 41: No solution found.
Wed May 14 16:11:59 CEST 2014: 42: finished (5ms, 12cycles)
Wed May 14 16:11:59 CEST 2014: 42: Solution found.
Wed May 14 16:11:59 CEST 2014: 43: finished (146ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 43: No solution found.
Wed May 14 16:11:59 CEST 2014: 44: finished (149ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 44: No solution found.
Wed May 14 16:11:59 CEST 2014: 45: finished (150ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 45: No solution found.
Wed May 14 16:11:59 CEST 2014: 46: finished (148ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 46: No solution found.
Wed May 14 16:11:59 CEST 2014: 47: finished (6ms, 15cycles)
Wed May 14 16:11:59 CEST 2014: 47: Solution found.
Wed May 14 16:11:59 CEST 2014: 48: finished (142ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 48: No solution found.
Wed May 14 16:11:59 CEST 2014: 49: finished (139ms, 500cycles)
Wed May 14 16:11:59 CEST 2014: 49: No solution found.
Wed May 14 16:12:00 CEST 2014: 50: finished (142ms, 500cycles)
