Wed May 07 02:35:00 CEST 2014: Problem Count: 50
Wed May 07 02:35:00 CEST 2014: CandidatesCount: 10
Wed May 07 02:35:00 CEST 2014: Max Cycles: 500
Wed May 07 02:35:00 CEST 2014: 0: finished (89ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 0: No solution found.
Wed May 07 02:35:00 CEST 2014: 1: finished (108ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 1: No solution found.
Wed May 07 02:35:00 CEST 2014: 2: finished (90ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 2: No solution found.
Wed May 07 02:35:00 CEST 2014: 3: finished (90ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 3: No solution found.
Wed May 07 02:35:00 CEST 2014: 4: finished (94ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 4: No solution found.
Wed May 07 02:35:00 CEST 2014: 5: finished (93ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 5: No solution found.
Wed May 07 02:35:00 CEST 2014: 6: finished (91ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 6: No solution found.
Wed May 07 02:35:00 CEST 2014: 7: finished (91ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 7: No solution found.
Wed May 07 02:35:00 CEST 2014: 8: finished (95ms, 500cycles)
Wed May 07 02:35:00 CEST 2014: 8: No solution found.
Wed May 07 02:35:01 CEST 2014: 9: finished (102ms, 500cycles)
Wed May 07 02:35:01 CEST 2014: 9: No solution found.
Wed May 07 02:35:01 CEST 2014: 10: finished (160ms, 500cycles)
Wed May 07 02:35:01 CEST 2014: 10: No solution found.
Wed May 07 02:35:01 CEST 2014: 11: finished (269ms, 500cycles)
Wed May 07 02:35:01 CEST 2014: 11: No solution found.
Wed May 07 02:35:01 CEST 2014: 12: finished (270ms, 500cycles)
Wed May 07 02:35:01 CEST 2014: 12: No solution found.
Wed May 07 02:35:02 CEST 2014: 13: finished (266ms, 500cycles)
Wed May 07 02:35:02 CEST 2014: 13: No solution found.
Wed May 07 02:35:02 CEST 2014: 14: finished (265ms, 500cycles)
Wed May 07 02:35:02 CEST 2014: 14: No solution found.
Wed May 07 02:35:02 CEST 2014: 15: finished (270ms, 500cycles)
Wed May 07 02:35:02 CEST 2014: 15: No solution found.
Wed May 07 02:35:02 CEST 2014: 16: finished (380ms, 500cycles)
Wed May 07 02:35:02 CEST 2014: 16: No solution found.
