Tue May 06 13:44:51 CEST 2014: Problem Count: 10
Tue May 06 13:44:51 CEST 2014: CandidatesCount: 10
Tue May 06 13:44:51 CEST 2014: Max Cycles: 500
Tue May 06 13:44:51 CEST 2014: 0: finished (9ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 0: No solution found.
Tue May 06 13:44:51 CEST 2014: 1: finished (85ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 1: No solution found.
Tue May 06 13:44:51 CEST 2014: 2: finished (12ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 2: No solution found.
Tue May 06 13:44:51 CEST 2014: 3: finished (90ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 3: No solution found.
Tue May 06 13:44:51 CEST 2014: 4: finished (12ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 4: No solution found.
Tue May 06 13:44:51 CEST 2014: 5: finished (10ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 5: No solution found.
Tue May 06 13:44:51 CEST 2014: 6: finished (16ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 6: No solution found.
Tue May 06 13:44:51 CEST 2014: 7: finished (8ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 7: No solution found.
Tue May 06 13:44:51 CEST 2014: 8: finished (89ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 8: No solution found.
Tue May 06 13:44:51 CEST 2014: 9: finished (10ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 9: No solution found.
Tue May 06 13:44:51 CEST 2014: 10: finished (49ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 10: No solution found.
Tue May 06 13:44:51 CEST 2014: 11: finished (8ms, 78cycles)
Tue May 06 13:44:51 CEST 2014: 11: Solution found.
Tue May 06 13:44:51 CEST 2014: 12: finished (54ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 12: No solution found.
Tue May 06 13:44:51 CEST 2014: 13: finished (66ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 13: No solution found.
Tue May 06 13:44:51 CEST 2014: 14: finished (9ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 14: No solution found.
Tue May 06 13:44:51 CEST 2014: 15: finished (17ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 15: No solution found.
Tue May 06 13:44:51 CEST 2014: 16: finished (34ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 16: No solution found.
Tue May 06 13:44:51 CEST 2014: 17: finished (1ms, 33cycles)
Tue May 06 13:44:51 CEST 2014: 17: Solution found.
Tue May 06 13:44:51 CEST 2014: 18: finished (9ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 18: No solution found.
Tue May 06 13:44:51 CEST 2014: 19: finished (9ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 19: No solution found.
Tue May 06 13:44:51 CEST 2014: 20: finished (42ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 20: No solution found.
Tue May 06 13:44:51 CEST 2014: 21: finished (21ms, 500cycles)
Tue May 06 13:44:51 CEST 2014: 21: No solution found.
Tue May 06 13:44:52 CEST 2014: 22: finished (71ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 22: No solution found.
Tue May 06 13:44:52 CEST 2014: 23: finished (8ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 23: No solution found.
Tue May 06 13:44:52 CEST 2014: 24: finished (62ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 24: No solution found.
Tue May 06 13:44:52 CEST 2014: 25: finished (10ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 25: No solution found.
Tue May 06 13:44:52 CEST 2014: 26: finished (9ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 26: No solution found.
Tue May 06 13:44:52 CEST 2014: 27: finished (10ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 27: No solution found.
Tue May 06 13:44:52 CEST 2014: 28: finished (11ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 28: No solution found.
Tue May 06 13:44:52 CEST 2014: 29: finished (48ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 29: No solution found.
Tue May 06 13:44:52 CEST 2014: 30: finished (54ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 30: No solution found.
Tue May 06 13:44:52 CEST 2014: 31: finished (84ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 31: No solution found.
Tue May 06 13:44:52 CEST 2014: 32: finished (82ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 32: No solution found.
Tue May 06 13:44:52 CEST 2014: 33: finished (3ms, 35cycles)
Tue May 06 13:44:52 CEST 2014: 33: Solution found.
Tue May 06 13:44:52 CEST 2014: 34: finished (9ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 34: No solution found.
Tue May 06 13:44:52 CEST 2014: 35: finished (4ms, 132cycles)
Tue May 06 13:44:52 CEST 2014: 35: Solution found.
Tue May 06 13:44:52 CEST 2014: 36: finished (9ms, 500cycles)
Tue May 06 13:44:52 CEST 2014: 36: No solution found.
Tue May 06 13:44:52 CEST 2014: 37: finished (1ms, 9cycles)
Tue May 06 13:44:52 CEST 2014: 37: Solution found.
Tue May 06 13:44:52 CEST 2014: 38: finished (10ms, 500cycles)
