Wed May 07 01:18:48 CEST 2014: Problem Count: 20
Wed May 07 01:18:48 CEST 2014: CandidatesCount: 20
Wed May 07 01:18:48 CEST 2014: Max Cycles: 500
Wed May 07 01:18:48 CEST 2014: 0: finished (4ms, 26cycles)
Wed May 07 01:18:48 CEST 2014: 0: Solution found.
Wed May 07 01:18:48 CEST 2014: 1: finished (51ms, 500cycles)
Wed May 07 01:18:48 CEST 2014: 1: No solution found.
Wed May 07 01:18:48 CEST 2014: 2: finished (58ms, 500cycles)
Wed May 07 01:18:48 CEST 2014: 2: No solution found.
Wed May 07 01:18:48 CEST 2014: 3: finished (51ms, 500cycles)
Wed May 07 01:18:48 CEST 2014: 3: No solution found.
Wed May 07 01:18:49 CEST 2014: 4: finished (50ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 4: No solution found.
Wed May 07 01:18:49 CEST 2014: 5: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 5: No solution found.
Wed May 07 01:18:49 CEST 2014: 6: finished (51ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 6: No solution found.
Wed May 07 01:18:49 CEST 2014: 7: finished (51ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 7: No solution found.
Wed May 07 01:18:49 CEST 2014: 8: finished (51ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 8: No solution found.
Wed May 07 01:18:49 CEST 2014: 9: finished (52ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 9: No solution found.
Wed May 07 01:18:49 CEST 2014: 10: finished (52ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 10: No solution found.
Wed May 07 01:18:49 CEST 2014: 11: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 11: No solution found.
Wed May 07 01:18:49 CEST 2014: 12: finished (46ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 12: No solution found.
Wed May 07 01:18:49 CEST 2014: 13: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 13: No solution found.
Wed May 07 01:18:49 CEST 2014: 14: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 14: No solution found.
Wed May 07 01:18:49 CEST 2014: 15: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 15: No solution found.
Wed May 07 01:18:49 CEST 2014: 16: finished (1ms, 6cycles)
Wed May 07 01:18:49 CEST 2014: 16: Solution found.
Wed May 07 01:18:49 CEST 2014: 17: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 17: No solution found.
Wed May 07 01:18:49 CEST 2014: 18: finished (51ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 18: No solution found.
Wed May 07 01:18:49 CEST 2014: 19: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 19: No solution found.
Wed May 07 01:18:49 CEST 2014: 20: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 20: No solution found.
Wed May 07 01:18:49 CEST 2014: 21: finished (53ms, 500cycles)
Wed May 07 01:18:49 CEST 2014: 21: No solution found.
Wed May 07 01:18:49 CEST 2014: 22: finished (52ms, 500cycles)
