Wed May 07 02:12:25 CEST 2014: Problem Count: 40
Wed May 07 02:12:25 CEST 2014: CandidatesCount: 20
Wed May 07 02:12:25 CEST 2014: Max Cycles: 500
Wed May 07 02:12:25 CEST 2014: 0: finished (115ms, 500cycles)
Wed May 07 02:12:25 CEST 2014: 0: No solution found.
Wed May 07 02:12:26 CEST 2014: 1: finished (113ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 1: No solution found.
Wed May 07 02:12:26 CEST 2014: 2: finished (113ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 2: No solution found.
Wed May 07 02:12:26 CEST 2014: 3: finished (4ms, 9cycles)
Wed May 07 02:12:26 CEST 2014: 3: Solution found.
Wed May 07 02:12:26 CEST 2014: 4: finished (112ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 4: No solution found.
Wed May 07 02:12:26 CEST 2014: 5: finished (114ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 5: No solution found.
Wed May 07 02:12:26 CEST 2014: 6: finished (113ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 6: No solution found.
Wed May 07 02:12:26 CEST 2014: 7: finished (5ms, 21cycles)
Wed May 07 02:12:26 CEST 2014: 7: Solution found.
Wed May 07 02:12:26 CEST 2014: 8: finished (112ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 8: No solution found.
Wed May 07 02:12:26 CEST 2014: 9: finished (113ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 9: No solution found.
Wed May 07 02:12:26 CEST 2014: 10: finished (130ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 10: No solution found.
Wed May 07 02:12:26 CEST 2014: 11: finished (117ms, 500cycles)
Wed May 07 02:12:26 CEST 2014: 11: No solution found.
Wed May 07 02:12:27 CEST 2014: 12: finished (123ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 12: No solution found.
Wed May 07 02:12:27 CEST 2014: 13: finished (117ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 13: No solution found.
Wed May 07 02:12:27 CEST 2014: 14: finished (125ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 14: No solution found.
Wed May 07 02:12:27 CEST 2014: 15: finished (113ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 15: No solution found.
Wed May 07 02:12:27 CEST 2014: 16: finished (112ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 16: No solution found.
Wed May 07 02:12:27 CEST 2014: 17: finished (114ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 17: No solution found.
Wed May 07 02:12:27 CEST 2014: 18: finished (120ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 18: No solution found.
Wed May 07 02:12:27 CEST 2014: 19: finished (146ms, 500cycles)
Wed May 07 02:12:27 CEST 2014: 19: No solution found.
Wed May 07 02:12:28 CEST 2014: 20: finished (122ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 20: No solution found.
Wed May 07 02:12:28 CEST 2014: 21: finished (128ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 21: No solution found.
Wed May 07 02:12:28 CEST 2014: 22: finished (114ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 22: No solution found.
Wed May 07 02:12:28 CEST 2014: 23: finished (117ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 23: No solution found.
Wed May 07 02:12:28 CEST 2014: 24: finished (7ms, 26cycles)
Wed May 07 02:12:28 CEST 2014: 24: Solution found.
Wed May 07 02:12:28 CEST 2014: 25: finished (114ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 25: No solution found.
Wed May 07 02:12:28 CEST 2014: 26: finished (114ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 26: No solution found.
Wed May 07 02:12:28 CEST 2014: 27: finished (114ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 27: No solution found.
Wed May 07 02:12:28 CEST 2014: 28: finished (116ms, 500cycles)
Wed May 07 02:12:28 CEST 2014: 28: No solution found.
Wed May 07 02:12:29 CEST 2014: 29: finished (113ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 29: No solution found.
Wed May 07 02:12:29 CEST 2014: 30: finished (114ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 30: No solution found.
Wed May 07 02:12:29 CEST 2014: 31: finished (113ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 31: No solution found.
Wed May 07 02:12:29 CEST 2014: 32: finished (116ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 32: No solution found.
Wed May 07 02:12:29 CEST 2014: 33: finished (126ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 33: No solution found.
Wed May 07 02:12:29 CEST 2014: 34: finished (113ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 34: No solution found.
Wed May 07 02:12:29 CEST 2014: 35: finished (114ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 35: No solution found.
Wed May 07 02:12:29 CEST 2014: 36: finished (125ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 36: No solution found.
Wed May 07 02:12:29 CEST 2014: 37: finished (119ms, 500cycles)
Wed May 07 02:12:29 CEST 2014: 37: No solution found.
Wed May 07 02:12:30 CEST 2014: 38: finished (114ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 38: No solution found.
Wed May 07 02:12:30 CEST 2014: 39: finished (118ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 39: No solution found.
Wed May 07 02:12:30 CEST 2014: 40: finished (129ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 40: No solution found.
Wed May 07 02:12:30 CEST 2014: 41: finished (114ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 41: No solution found.
Wed May 07 02:12:30 CEST 2014: 42: finished (113ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 42: No solution found.
Wed May 07 02:12:30 CEST 2014: 43: finished (112ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 43: No solution found.
Wed May 07 02:12:30 CEST 2014: 44: finished (118ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 44: No solution found.
Wed May 07 02:12:30 CEST 2014: 45: finished (116ms, 500cycles)
Wed May 07 02:12:30 CEST 2014: 45: No solution found.
Wed May 07 02:12:31 CEST 2014: 46: finished (128ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 46: No solution found.
Wed May 07 02:12:31 CEST 2014: 47: finished (112ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 47: No solution found.
Wed May 07 02:12:31 CEST 2014: 48: finished (4ms, 16cycles)
Wed May 07 02:12:31 CEST 2014: 48: Solution found.
Wed May 07 02:12:31 CEST 2014: 49: finished (114ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 49: No solution found.
Wed May 07 02:12:31 CEST 2014: 50: finished (127ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 50: No solution found.
Wed May 07 02:12:31 CEST 2014: 51: finished (116ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 51: No solution found.
Wed May 07 02:12:31 CEST 2014: 52: finished (114ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 52: No solution found.
Wed May 07 02:12:31 CEST 2014: 53: finished (113ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 53: No solution found.
Wed May 07 02:12:31 CEST 2014: 54: finished (121ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 54: No solution found.
Wed May 07 02:12:31 CEST 2014: 55: finished (10ms, 27cycles)
Wed May 07 02:12:31 CEST 2014: 55: Solution found.
Wed May 07 02:12:31 CEST 2014: 56: finished (119ms, 500cycles)
Wed May 07 02:12:31 CEST 2014: 56: No solution found.
Wed May 07 02:12:32 CEST 2014: 57: finished (131ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 57: No solution found.
Wed May 07 02:12:32 CEST 2014: 58: finished (4ms, 16cycles)
Wed May 07 02:12:32 CEST 2014: 58: Solution found.
Wed May 07 02:12:32 CEST 2014: 59: finished (114ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 59: No solution found.
Wed May 07 02:12:32 CEST 2014: 60: finished (127ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 60: No solution found.
Wed May 07 02:12:32 CEST 2014: 61: finished (115ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 61: No solution found.
Wed May 07 02:12:32 CEST 2014: 62: finished (121ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 62: No solution found.
Wed May 07 02:12:32 CEST 2014: 63: finished (7ms, 20cycles)
Wed May 07 02:12:32 CEST 2014: 63: Solution found.
Wed May 07 02:12:32 CEST 2014: 64: finished (119ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 64: No solution found.
Wed May 07 02:12:32 CEST 2014: 65: finished (2ms, 8cycles)
Wed May 07 02:12:32 CEST 2014: 65: Solution found.
Wed May 07 02:12:32 CEST 2014: 66: finished (119ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 66: No solution found.
Wed May 07 02:12:32 CEST 2014: 67: finished (122ms, 500cycles)
Wed May 07 02:12:32 CEST 2014: 67: No solution found.
Wed May 07 02:12:33 CEST 2014: 68: finished (117ms, 500cycles)
Wed May 07 02:12:33 CEST 2014: 68: No solution found.
Wed May 07 02:12:33 CEST 2014: 69: finished (128ms, 500cycles)
Wed May 07 02:12:33 CEST 2014: 69: No solution found.
Wed May 07 02:12:33 CEST 2014: 70: finished (133ms, 500cycles)
