Wed May 14 15:25:22 CEST 2014: Problem Count: 40
Wed May 14 15:25:22 CEST 2014: CandidatesCount: 20
Wed May 14 15:25:22 CEST 2014: Max Cycles: 500
Wed May 14 15:25:22 CEST 2014: 0: finished (115ms, 500cycles)
Wed May 14 15:25:22 CEST 2014: 0: No solution found.
Wed May 14 15:25:23 CEST 2014: 1: finished (101ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 1: No solution found.
Wed May 14 15:25:23 CEST 2014: 2: finished (106ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 2: No solution found.
Wed May 14 15:25:23 CEST 2014: 3: finished (108ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 3: No solution found.
Wed May 14 15:25:23 CEST 2014: 4: finished (3ms, 8cycles)
Wed May 14 15:25:23 CEST 2014: 4: Solution found.
Wed May 14 15:25:23 CEST 2014: 5: finished (103ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 5: No solution found.
Wed May 14 15:25:23 CEST 2014: 6: finished (103ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 6: No solution found.
Wed May 14 15:25:23 CEST 2014: 7: finished (11ms, 52cycles)
Wed May 14 15:25:23 CEST 2014: 7: Solution found.
Wed May 14 15:25:23 CEST 2014: 8: finished (120ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 8: No solution found.
Wed May 14 15:25:23 CEST 2014: 9: finished (107ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 9: No solution found.
Wed May 14 15:25:23 CEST 2014: 10: finished (111ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 10: No solution found.
Wed May 14 15:25:23 CEST 2014: 11: finished (102ms, 500cycles)
Wed May 14 15:25:23 CEST 2014: 11: No solution found.
Wed May 14 15:25:24 CEST 2014: 12: finished (103ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 12: No solution found.
Wed May 14 15:25:24 CEST 2014: 13: finished (102ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 13: No solution found.
Wed May 14 15:25:24 CEST 2014: 14: finished (116ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 14: No solution found.
Wed May 14 15:25:24 CEST 2014: 15: finished (109ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 15: No solution found.
Wed May 14 15:25:24 CEST 2014: 16: finished (104ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 16: No solution found.
Wed May 14 15:25:24 CEST 2014: 17: finished (103ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 17: No solution found.
Wed May 14 15:25:24 CEST 2014: 18: finished (103ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 18: No solution found.
Wed May 14 15:25:24 CEST 2014: 19: finished (101ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 19: No solution found.
Wed May 14 15:25:24 CEST 2014: 20: finished (106ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 20: No solution found.
Wed May 14 15:25:24 CEST 2014: 21: finished (101ms, 500cycles)
Wed May 14 15:25:24 CEST 2014: 21: No solution found.
Wed May 14 15:25:25 CEST 2014: 22: finished (110ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 22: No solution found.
Wed May 14 15:25:25 CEST 2014: 23: finished (101ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 23: No solution found.
Wed May 14 15:25:25 CEST 2014: 24: finished (118ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 24: No solution found.
Wed May 14 15:25:25 CEST 2014: 25: finished (107ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 25: No solution found.
Wed May 14 15:25:25 CEST 2014: 26: finished (103ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 26: No solution found.
Wed May 14 15:25:25 CEST 2014: 27: finished (102ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 27: No solution found.
Wed May 14 15:25:25 CEST 2014: 28: finished (102ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 28: No solution found.
Wed May 14 15:25:25 CEST 2014: 29: finished (102ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 29: No solution found.
Wed May 14 15:25:25 CEST 2014: 30: finished (109ms, 500cycles)
Wed May 14 15:25:25 CEST 2014: 30: No solution found.
Wed May 14 15:25:26 CEST 2014: 31: finished (107ms, 500cycles)
Wed May 14 15:25:26 CEST 2014: 31: No solution found.
Wed May 14 15:25:26 CEST 2014: 32: finished (5ms, 23cycles)
Wed May 14 15:25:26 CEST 2014: 32: Solution found.
Wed May 14 15:25:26 CEST 2014: 33: finished (107ms, 500cycles)
Wed May 14 15:25:26 CEST 2014: 33: No solution found.
Wed May 14 15:25:26 CEST 2014: 34: finished (102ms, 500cycles)
Wed May 14 15:25:26 CEST 2014: 34: No solution found.
