Wed May 07 01:59:48 CEST 2014: Problem Count: 40
Wed May 07 01:59:48 CEST 2014: CandidatesCount: 20
Wed May 07 01:59:48 CEST 2014: Max Cycles: 500
Wed May 07 01:59:48 CEST 2014: 0: finished (334ms, 500cycles)
Wed May 07 01:59:48 CEST 2014: 0: No solution found.
Wed May 07 01:59:48 CEST 2014: 1: finished (10ms, 11cycles)
Wed May 07 01:59:48 CEST 2014: 1: Solution found.
Wed May 07 01:59:49 CEST 2014: 2: finished (337ms, 500cycles)
Wed May 07 01:59:49 CEST 2014: 2: No solution found.
Wed May 07 01:59:49 CEST 2014: 3: finished (330ms, 500cycles)
Wed May 07 01:59:49 CEST 2014: 3: No solution found.
Wed May 07 01:59:49 CEST 2014: 4: finished (349ms, 500cycles)
Wed May 07 01:59:49 CEST 2014: 4: No solution found.
Wed May 07 01:59:50 CEST 2014: 5: finished (347ms, 500cycles)
Wed May 07 01:59:50 CEST 2014: 5: No solution found.
Wed May 07 01:59:50 CEST 2014: 6: finished (332ms, 500cycles)
Wed May 07 01:59:50 CEST 2014: 6: No solution found.
Wed May 07 01:59:50 CEST 2014: 7: finished (334ms, 500cycles)
Wed May 07 01:59:50 CEST 2014: 7: No solution found.
Wed May 07 01:59:51 CEST 2014: 8: finished (331ms, 500cycles)
Wed May 07 01:59:51 CEST 2014: 8: No solution found.
Wed May 07 01:59:51 CEST 2014: 9: finished (331ms, 500cycles)
Wed May 07 01:59:51 CEST 2014: 9: No solution found.
Wed May 07 01:59:51 CEST 2014: 10: finished (328ms, 500cycles)
Wed May 07 01:59:51 CEST 2014: 10: No solution found.
Wed May 07 01:59:52 CEST 2014: 11: finished (332ms, 500cycles)
Wed May 07 01:59:52 CEST 2014: 11: No solution found.
Wed May 07 01:59:52 CEST 2014: 12: finished (347ms, 500cycles)
Wed May 07 01:59:52 CEST 2014: 12: No solution found.
Wed May 07 01:59:52 CEST 2014: 13: finished (387ms, 500cycles)
Wed May 07 01:59:52 CEST 2014: 13: No solution found.
Wed May 07 01:59:53 CEST 2014: 14: finished (275ms, 500cycles)
Wed May 07 01:59:53 CEST 2014: 14: No solution found.
Wed May 07 01:59:53 CEST 2014: 15: finished (121ms, 500cycles)
Wed May 07 01:59:53 CEST 2014: 15: No solution found.
Wed May 07 01:59:53 CEST 2014: 16: finished (115ms, 500cycles)
Wed May 07 01:59:53 CEST 2014: 16: No solution found.
Wed May 07 01:59:53 CEST 2014: 17: finished (113ms, 500cycles)
Wed May 07 01:59:53 CEST 2014: 17: No solution found.
Wed May 07 01:59:53 CEST 2014: 18: finished (7ms, 26cycles)
Wed May 07 01:59:53 CEST 2014: 18: Solution found.
Wed May 07 01:59:53 CEST 2014: 19: finished (4ms, 12cycles)
Wed May 07 01:59:53 CEST 2014: 19: Solution found.
