Wed May 07 01:08:13 CEST 2014: Problem Count: 40
Wed May 07 01:08:13 CEST 2014: CandidatesCount: 20
Wed May 07 01:08:13 CEST 2014: Max Cycles: 500
Wed May 07 01:08:14 CEST 2014: 0: finished (117ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 0: No solution found.
Wed May 07 01:08:14 CEST 2014: 1: finished (117ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 1: No solution found.
Wed May 07 01:08:14 CEST 2014: 2: finished (117ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 2: No solution found.
Wed May 07 01:08:14 CEST 2014: 3: finished (113ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 3: No solution found.
Wed May 07 01:08:14 CEST 2014: 4: finished (0ms, 2cycles)
Wed May 07 01:08:14 CEST 2014: 4: Solution found.
Wed May 07 01:08:14 CEST 2014: 5: finished (124ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 5: No solution found.
Wed May 07 01:08:14 CEST 2014: 6: finished (2ms, 7cycles)
Wed May 07 01:08:14 CEST 2014: 6: Solution found.
Wed May 07 01:08:14 CEST 2014: 7: finished (113ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 7: No solution found.
Wed May 07 01:08:14 CEST 2014: 8: finished (8ms, 21cycles)
Wed May 07 01:08:14 CEST 2014: 8: Solution found.
Wed May 07 01:08:14 CEST 2014: 9: finished (143ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 9: No solution found.
Wed May 07 01:08:14 CEST 2014: 10: finished (4ms, 12cycles)
Wed May 07 01:08:14 CEST 2014: 10: Solution found.
Wed May 07 01:08:14 CEST 2014: 11: finished (119ms, 500cycles)
Wed May 07 01:08:14 CEST 2014: 11: No solution found.
Wed May 07 01:08:15 CEST 2014: 12: finished (120ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 12: No solution found.
Wed May 07 01:08:15 CEST 2014: 13: finished (2ms, 5cycles)
Wed May 07 01:08:15 CEST 2014: 13: Solution found.
Wed May 07 01:08:15 CEST 2014: 14: finished (126ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 14: No solution found.
Wed May 07 01:08:15 CEST 2014: 15: finished (115ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 15: No solution found.
Wed May 07 01:08:15 CEST 2014: 16: finished (127ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 16: No solution found.
Wed May 07 01:08:15 CEST 2014: 17: finished (115ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 17: No solution found.
Wed May 07 01:08:15 CEST 2014: 18: finished (114ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 18: No solution found.
Wed May 07 01:08:15 CEST 2014: 19: finished (3ms, 10cycles)
Wed May 07 01:08:15 CEST 2014: 19: Solution found.
Wed May 07 01:08:15 CEST 2014: 20: finished (117ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 20: No solution found.
Wed May 07 01:08:15 CEST 2014: 21: finished (3ms, 11cycles)
Wed May 07 01:08:15 CEST 2014: 21: Solution found.
Wed May 07 01:08:15 CEST 2014: 22: finished (115ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 22: No solution found.
Wed May 07 01:08:15 CEST 2014: 23: finished (115ms, 500cycles)
Wed May 07 01:08:15 CEST 2014: 23: No solution found.
Wed May 07 01:08:16 CEST 2014: 24: finished (115ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 24: No solution found.
Wed May 07 01:08:16 CEST 2014: 25: finished (113ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 25: No solution found.
Wed May 07 01:08:16 CEST 2014: 26: finished (113ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 26: No solution found.
Wed May 07 01:08:16 CEST 2014: 27: finished (114ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 27: No solution found.
Wed May 07 01:08:16 CEST 2014: 28: finished (5ms, 20cycles)
Wed May 07 01:08:16 CEST 2014: 28: Solution found.
Wed May 07 01:08:16 CEST 2014: 29: finished (113ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 29: No solution found.
Wed May 07 01:08:16 CEST 2014: 30: finished (114ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 30: No solution found.
Wed May 07 01:08:16 CEST 2014: 31: finished (117ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 31: No solution found.
Wed May 07 01:08:16 CEST 2014: 32: finished (3ms, 8cycles)
Wed May 07 01:08:16 CEST 2014: 32: Solution found.
Wed May 07 01:08:16 CEST 2014: 33: finished (119ms, 500cycles)
Wed May 07 01:08:16 CEST 2014: 33: No solution found.
Wed May 07 01:08:17 CEST 2014: 34: finished (118ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 34: No solution found.
Wed May 07 01:08:17 CEST 2014: 35: finished (113ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 35: No solution found.
Wed May 07 01:08:17 CEST 2014: 36: finished (126ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 36: No solution found.
Wed May 07 01:08:17 CEST 2014: 37: finished (131ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 37: No solution found.
Wed May 07 01:08:17 CEST 2014: 38: finished (115ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 38: No solution found.
Wed May 07 01:08:17 CEST 2014: 39: finished (5ms, 16cycles)
Wed May 07 01:08:17 CEST 2014: 39: Solution found.
Wed May 07 01:08:17 CEST 2014: 40: finished (115ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 40: No solution found.
Wed May 07 01:08:17 CEST 2014: 41: finished (113ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 41: No solution found.
Wed May 07 01:08:17 CEST 2014: 42: finished (128ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 42: No solution found.
Wed May 07 01:08:17 CEST 2014: 43: finished (116ms, 500cycles)
Wed May 07 01:08:17 CEST 2014: 43: No solution found.
Wed May 07 01:08:18 CEST 2014: 44: finished (115ms, 500cycles)
Wed May 07 01:08:18 CEST 2014: 44: No solution found.
Wed May 07 01:08:18 CEST 2014: 45: finished (115ms, 500cycles)
Wed May 07 01:08:18 CEST 2014: 45: No solution found.
Wed May 07 01:08:18 CEST 2014: 46: finished (114ms, 500cycles)
Wed May 07 01:08:18 CEST 2014: 46: No solution found.
Wed May 07 01:08:18 CEST 2014: 47: finished (116ms, 500cycles)
Wed May 07 01:08:18 CEST 2014: 47: No solution found.
