Wed May 14 12:48:12 CEST 2014: Problem Count: 10
Wed May 14 12:48:12 CEST 2014: CandidatesCount: 30
Wed May 14 12:48:12 CEST 2014: Max Cycles: 500
Wed May 14 12:48:13 CEST 2014: 0: finished (38ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 0: No solution found.
Wed May 14 12:48:13 CEST 2014: 1: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 1: No solution found.
Wed May 14 12:48:13 CEST 2014: 2: finished (38ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 2: No solution found.
Wed May 14 12:48:13 CEST 2014: 3: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 3: No solution found.
Wed May 14 12:48:13 CEST 2014: 4: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 4: No solution found.
Wed May 14 12:48:13 CEST 2014: 5: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 5: No solution found.
Wed May 14 12:48:13 CEST 2014: 6: finished (1ms, 10cycles)
Wed May 14 12:48:13 CEST 2014: 6: Solution found.
Wed May 14 12:48:13 CEST 2014: 7: finished (38ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 7: No solution found.
Wed May 14 12:48:13 CEST 2014: 8: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 8: No solution found.
Wed May 14 12:48:13 CEST 2014: 9: finished (35ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 9: No solution found.
Wed May 14 12:48:13 CEST 2014: 10: finished (41ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 10: No solution found.
Wed May 14 12:48:13 CEST 2014: 11: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 11: No solution found.
Wed May 14 12:48:13 CEST 2014: 12: finished (6ms, 49cycles)
Wed May 14 12:48:13 CEST 2014: 12: Solution found.
Wed May 14 12:48:13 CEST 2014: 13: finished (41ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 13: No solution found.
Wed May 14 12:48:13 CEST 2014: 14: finished (0ms, 1cycles)
Wed May 14 12:48:13 CEST 2014: 14: Solution found.
Wed May 14 12:48:13 CEST 2014: 15: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 15: No solution found.
Wed May 14 12:48:13 CEST 2014: 16: finished (40ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 16: No solution found.
Wed May 14 12:48:13 CEST 2014: 17: finished (37ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 17: No solution found.
Wed May 14 12:48:13 CEST 2014: 18: finished (35ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 18: No solution found.
Wed May 14 12:48:13 CEST 2014: 19: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 19: No solution found.
Wed May 14 12:48:13 CEST 2014: 20: finished (36ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 20: No solution found.
Wed May 14 12:48:13 CEST 2014: 21: finished (45ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 21: No solution found.
Wed May 14 12:48:13 CEST 2014: 22: finished (3ms, 32cycles)
Wed May 14 12:48:13 CEST 2014: 22: Solution found.
Wed May 14 12:48:13 CEST 2014: 23: finished (2ms, 13cycles)
Wed May 14 12:48:13 CEST 2014: 23: Solution found.
Wed May 14 12:48:13 CEST 2014: 24: finished (0ms, 3cycles)
Wed May 14 12:48:13 CEST 2014: 24: Solution found.
Wed May 14 12:48:13 CEST 2014: 25: finished (37ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 25: No solution found.
Wed May 14 12:48:13 CEST 2014: 26: finished (2ms, 11cycles)
Wed May 14 12:48:13 CEST 2014: 26: Solution found.
Wed May 14 12:48:13 CEST 2014: 27: finished (37ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 27: No solution found.
Wed May 14 12:48:13 CEST 2014: 28: finished (38ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 28: No solution found.
Wed May 14 12:48:13 CEST 2014: 29: finished (45ms, 500cycles)
Wed May 14 12:48:13 CEST 2014: 29: No solution found.
Wed May 14 12:48:13 CEST 2014: 30: finished (2ms, 19cycles)
