Wed May 14 14:38:26 CEST 2014: Problem Count: 50
Wed May 14 14:38:26 CEST 2014: CandidatesCount: 30
Wed May 14 14:38:26 CEST 2014: Max Cycles: 500
Wed May 14 14:38:27 CEST 2014: 0: finished (190ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 0: No solution found.
Wed May 14 14:38:27 CEST 2014: 1: finished (198ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 1: No solution found.
Wed May 14 14:38:27 CEST 2014: 2: finished (192ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 2: No solution found.
Wed May 14 14:38:27 CEST 2014: 3: finished (198ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 3: No solution found.
Wed May 14 14:38:27 CEST 2014: 4: finished (191ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 4: No solution found.
Wed May 14 14:38:27 CEST 2014: 5: finished (203ms, 500cycles)
Wed May 14 14:38:27 CEST 2014: 5: No solution found.
Wed May 14 14:38:28 CEST 2014: 6: finished (16ms, 37cycles)
Wed May 14 14:38:28 CEST 2014: 6: Solution found.
Wed May 14 14:38:28 CEST 2014: 7: finished (13ms, 30cycles)
Wed May 14 14:38:28 CEST 2014: 7: Solution found.
Wed May 14 14:38:28 CEST 2014: 8: finished (185ms, 500cycles)
Wed May 14 14:38:28 CEST 2014: 8: No solution found.
Wed May 14 14:38:28 CEST 2014: 9: finished (184ms, 500cycles)
Wed May 14 14:38:28 CEST 2014: 9: No solution found.
Wed May 14 14:38:28 CEST 2014: 10: finished (189ms, 500cycles)
Wed May 14 14:38:28 CEST 2014: 10: No solution found.
Wed May 14 14:38:28 CEST 2014: 11: finished (203ms, 500cycles)
Wed May 14 14:38:28 CEST 2014: 11: No solution found.
Wed May 14 14:38:28 CEST 2014: 12: finished (185ms, 500cycles)
Wed May 14 14:38:28 CEST 2014: 12: No solution found.
Wed May 14 14:38:29 CEST 2014: 13: finished (188ms, 500cycles)
Wed May 14 14:38:29 CEST 2014: 13: No solution found.
Wed May 14 14:38:29 CEST 2014: 14: finished (202ms, 500cycles)
Wed May 14 14:38:29 CEST 2014: 14: No solution found.
