Tue May 20 07:55:03 CEST 2014: Problem Count: 250
Tue May 20 07:55:03 CEST 2014: CandidatesCount: 50
Tue May 20 07:55:03 CEST 2014: Max Cycles: 500
Tue May 20 07:55:08 CEST 2014: 0: finished (4865ms, 500cycles)
Tue May 20 07:55:08 CEST 2014: 0: No solution found.
Tue May 20 07:55:13 CEST 2014: 1: finished (5168ms, 500cycles)
Tue May 20 07:55:13 CEST 2014: 1: No solution found.
Tue May 20 07:55:19 CEST 2014: 2: finished (5690ms, 500cycles)
Tue May 20 07:55:19 CEST 2014: 2: No solution found.
Tue May 20 07:55:25 CEST 2014: 3: finished (5445ms, 500cycles)
Tue May 20 07:55:25 CEST 2014: 3: No solution found.
Tue May 20 07:55:33 CEST 2014: 4: finished (8646ms, 500cycles)
Tue May 20 07:55:33 CEST 2014: 4: No solution found.
Tue May 20 07:55:39 CEST 2014: 5: finished (5909ms, 500cycles)
Tue May 20 07:55:39 CEST 2014: 5: No solution found.
Tue May 20 07:55:45 CEST 2014: 6: finished (5689ms, 500cycles)
Tue May 20 07:55:45 CEST 2014: 6: No solution found.
Tue May 20 07:55:50 CEST 2014: 7: finished (4777ms, 500cycles)
Tue May 20 07:55:50 CEST 2014: 7: No solution found.
Tue May 20 07:55:55 CEST 2014: 8: finished (5867ms, 500cycles)
Tue May 20 07:55:55 CEST 2014: 8: No solution found.
Tue May 20 07:56:01 CEST 2014: 9: finished (5281ms, 500cycles)
Tue May 20 07:56:01 CEST 2014: 9: No solution found.
Tue May 20 07:56:06 CEST 2014: 10: finished (5249ms, 500cycles)
Tue May 20 07:56:06 CEST 2014: 10: No solution found.
Tue May 20 07:56:06 CEST 2014: 11: finished (559ms, 46cycles)
Tue May 20 07:56:06 CEST 2014: 11: Solution found.
Tue May 20 07:56:12 CEST 2014: 12: finished (5602ms, 500cycles)
Tue May 20 07:56:12 CEST 2014: 12: No solution found.
Tue May 20 07:56:18 CEST 2014: 13: finished (5977ms, 500cycles)
Tue May 20 07:56:18 CEST 2014: 13: No solution found.
Tue May 20 07:56:24 CEST 2014: 14: finished (5818ms, 500cycles)
Tue May 20 07:56:24 CEST 2014: 14: No solution found.
Tue May 20 07:56:30 CEST 2014: 15: finished (5802ms, 500cycles)
Tue May 20 07:56:30 CEST 2014: 15: No solution found.
Tue May 20 07:56:36 CEST 2014: 16: finished (5969ms, 500cycles)
Tue May 20 07:56:36 CEST 2014: 16: No solution found.
Tue May 20 07:56:44 CEST 2014: 17: finished (8233ms, 500cycles)
Tue May 20 07:56:44 CEST 2014: 17: No solution found.
Tue May 20 07:56:50 CEST 2014: 18: finished (5975ms, 500cycles)
Tue May 20 07:56:50 CEST 2014: 18: No solution found.
Tue May 20 07:56:55 CEST 2014: 19: finished (5431ms, 500cycles)
Tue May 20 07:56:55 CEST 2014: 19: No solution found.
Tue May 20 07:57:01 CEST 2014: 20: finished (6047ms, 500cycles)
Tue May 20 07:57:01 CEST 2014: 20: No solution found.
Tue May 20 07:57:02 CEST 2014: 21: finished (993ms, 83cycles)
Tue May 20 07:57:02 CEST 2014: 21: Solution found.
Tue May 20 07:57:08 CEST 2014: 22: finished (5636ms, 500cycles)
Tue May 20 07:57:08 CEST 2014: 22: No solution found.
Tue May 20 07:57:14 CEST 2014: 23: finished (5979ms, 500cycles)
Tue May 20 07:57:14 CEST 2014: 23: No solution found.
Tue May 20 07:57:19 CEST 2014: 24: finished (5395ms, 500cycles)
Tue May 20 07:57:19 CEST 2014: 24: No solution found.
Tue May 20 07:57:24 CEST 2014: 25: finished (5006ms, 500cycles)
Tue May 20 07:57:24 CEST 2014: 25: No solution found.
Tue May 20 07:57:30 CEST 2014: 26: finished (5884ms, 500cycles)
Tue May 20 07:57:30 CEST 2014: 26: No solution found.
Tue May 20 07:57:36 CEST 2014: 27: finished (5998ms, 500cycles)
Tue May 20 07:57:36 CEST 2014: 27: No solution found.
Tue May 20 07:57:41 CEST 2014: 28: finished (4906ms, 500cycles)
Tue May 20 07:57:41 CEST 2014: 28: No solution found.
Tue May 20 07:57:47 CEST 2014: 29: finished (5975ms, 500cycles)
Tue May 20 07:57:47 CEST 2014: 29: No solution found.
Tue May 20 07:57:54 CEST 2014: 30: finished (6764ms, 500cycles)
Tue May 20 07:57:54 CEST 2014: 30: No solution found.
Tue May 20 07:58:02 CEST 2014: 31: finished (8057ms, 500cycles)
Tue May 20 07:58:02 CEST 2014: 31: No solution found.
Tue May 20 07:58:07 CEST 2014: 32: finished (5450ms, 500cycles)
Tue May 20 07:58:07 CEST 2014: 32: No solution found.
Tue May 20 07:58:13 CEST 2014: 33: finished (5397ms, 500cycles)
Tue May 20 07:58:13 CEST 2014: 33: No solution found.
