Tue May 20 15:56:28 CEST 2014: Problem Count: 150
Tue May 20 15:56:28 CEST 2014: CandidatesCount: 50
Tue May 20 15:56:28 CEST 2014: Max Cycles: 500
Tue May 20 15:56:30 CEST 2014: 0: finished (1765ms, 500cycles)
Tue May 20 15:56:30 CEST 2014: 0: No solution found.
Tue May 20 15:56:32 CEST 2014: 1: finished (1974ms, 500cycles)
Tue May 20 15:56:32 CEST 2014: 1: No solution found.
Tue May 20 15:56:34 CEST 2014: 2: finished (2043ms, 500cycles)
Tue May 20 15:56:34 CEST 2014: 2: No solution found.
Tue May 20 15:56:36 CEST 2014: 3: finished (2145ms, 500cycles)
Tue May 20 15:56:36 CEST 2014: 3: No solution found.
Tue May 20 15:56:38 CEST 2014: 4: finished (1815ms, 500cycles)
Tue May 20 15:56:38 CEST 2014: 4: No solution found.
Tue May 20 15:56:40 CEST 2014: 5: finished (2120ms, 500cycles)
Tue May 20 15:56:40 CEST 2014: 5: No solution found.
Tue May 20 15:56:42 CEST 2014: 6: finished (2136ms, 500cycles)
Tue May 20 15:56:42 CEST 2014: 6: No solution found.
Tue May 20 15:56:44 CEST 2014: 7: finished (1737ms, 500cycles)
Tue May 20 15:56:44 CEST 2014: 7: No solution found.
Tue May 20 15:56:45 CEST 2014: 8: finished (1872ms, 500cycles)
Tue May 20 15:56:45 CEST 2014: 8: No solution found.
Tue May 20 15:56:48 CEST 2014: 9: finished (2049ms, 500cycles)
Tue May 20 15:56:48 CEST 2014: 9: No solution found.
Tue May 20 15:56:50 CEST 2014: 10: finished (2146ms, 500cycles)
Tue May 20 15:56:50 CEST 2014: 10: No solution found.
Tue May 20 15:56:52 CEST 2014: 11: finished (2088ms, 500cycles)
Tue May 20 15:56:52 CEST 2014: 11: No solution found.
Tue May 20 15:56:54 CEST 2014: 12: finished (2197ms, 500cycles)
Tue May 20 15:56:54 CEST 2014: 12: No solution found.
Tue May 20 15:56:56 CEST 2014: 13: finished (1599ms, 500cycles)
Tue May 20 15:56:56 CEST 2014: 13: No solution found.
Tue May 20 15:56:58 CEST 2014: 14: finished (2900ms, 500cycles)
Tue May 20 15:56:58 CEST 2014: 14: No solution found.
Tue May 20 15:57:02 CEST 2014: 15: finished (3929ms, 500cycles)
Tue May 20 15:57:02 CEST 2014: 15: No solution found.
Tue May 20 15:57:05 CEST 2014: 16: finished (2144ms, 500cycles)
Tue May 20 15:57:05 CEST 2014: 16: No solution found.
Tue May 20 15:57:05 CEST 2014: 17: finished (207ms, 46cycles)
Tue May 20 15:57:05 CEST 2014: 17: Solution found.
Tue May 20 15:57:05 CEST 2014: 18: finished (175ms, 36cycles)
Tue May 20 15:57:05 CEST 2014: 18: Solution found.
Tue May 20 15:57:07 CEST 2014: 19: finished (2030ms, 500cycles)
Tue May 20 15:57:07 CEST 2014: 19: No solution found.
Tue May 20 15:57:09 CEST 2014: 20: finished (2117ms, 500cycles)
Tue May 20 15:57:09 CEST 2014: 20: No solution found.
Tue May 20 15:57:11 CEST 2014: 21: finished (1980ms, 500cycles)
Tue May 20 15:57:11 CEST 2014: 21: No solution found.
Tue May 20 15:57:11 CEST 2014: 22: finished (75ms, 17cycles)
Tue May 20 15:57:11 CEST 2014: 22: Solution found.
Tue May 20 15:57:13 CEST 2014: 23: finished (2078ms, 500cycles)
Tue May 20 15:57:13 CEST 2014: 23: No solution found.
Tue May 20 15:57:15 CEST 2014: 24: finished (1919ms, 500cycles)
Tue May 20 15:57:15 CEST 2014: 24: No solution found.
Tue May 20 15:57:17 CEST 2014: 25: finished (1789ms, 500cycles)
Tue May 20 15:57:17 CEST 2014: 25: No solution found.
Tue May 20 15:57:19 CEST 2014: 26: finished (2026ms, 500cycles)
Tue May 20 15:57:19 CEST 2014: 26: No solution found.
Tue May 20 15:57:21 CEST 2014: 27: finished (2009ms, 500cycles)
Tue May 20 15:57:21 CEST 2014: 27: No solution found.
Tue May 20 15:57:23 CEST 2014: 28: finished (2150ms, 500cycles)
Tue May 20 15:57:23 CEST 2014: 28: No solution found.
Tue May 20 15:57:25 CEST 2014: 29: finished (2041ms, 500cycles)
Tue May 20 15:57:25 CEST 2014: 29: No solution found.
Tue May 20 15:57:27 CEST 2014: 30: finished (1872ms, 500cycles)
Tue May 20 15:57:27 CEST 2014: 30: No solution found.
Tue May 20 15:57:29 CEST 2014: 31: finished (2076ms, 500cycles)
Tue May 20 15:57:29 CEST 2014: 31: No solution found.
Tue May 20 15:57:34 CEST 2014: 32: finished (4816ms, 500cycles)
Tue May 20 15:57:34 CEST 2014: 32: No solution found.
Tue May 20 15:57:36 CEST 2014: 33: finished (1918ms, 500cycles)
Tue May 20 15:57:36 CEST 2014: 33: No solution found.
Tue May 20 15:57:37 CEST 2014: 34: finished (918ms, 223cycles)
Tue May 20 15:57:37 CEST 2014: 34: Solution found.
Tue May 20 15:57:39 CEST 2014: 35: finished (1934ms, 500cycles)
Tue May 20 15:57:39 CEST 2014: 35: No solution found.
