Tue May 20 02:16:14 CEST 2014: Problem Count: 10
Tue May 20 02:16:14 CEST 2014: CandidatesCount: 250
Tue May 20 02:16:14 CEST 2014: Max Cycles: 500
Tue May 20 02:16:31 CEST 2014: 0: finished (17324ms, 500cycles)
Tue May 20 02:16:31 CEST 2014: 0: No solution found.
Tue May 20 02:16:53 CEST 2014: 1: finished (22426ms, 500cycles)
Tue May 20 02:16:53 CEST 2014: 1: No solution found.
Tue May 20 02:17:07 CEST 2014: 2: finished (13292ms, 500cycles)
Tue May 20 02:17:07 CEST 2014: 2: No solution found.
Tue May 20 02:17:22 CEST 2014: 3: finished (15516ms, 500cycles)
Tue May 20 02:17:22 CEST 2014: 3: No solution found.
Tue May 20 02:17:39 CEST 2014: 4: finished (16939ms, 500cycles)
Tue May 20 02:17:39 CEST 2014: 4: No solution found.
Tue May 20 02:17:52 CEST 2014: 5: finished (12932ms, 500cycles)
Tue May 20 02:17:52 CEST 2014: 5: No solution found.
Tue May 20 02:18:04 CEST 2014: 6: finished (12313ms, 500cycles)
Tue May 20 02:18:04 CEST 2014: 6: No solution found.
Tue May 20 02:18:18 CEST 2014: 7: finished (13161ms, 500cycles)
Tue May 20 02:18:18 CEST 2014: 7: No solution found.
Tue May 20 02:18:29 CEST 2014: 8: finished (11807ms, 500cycles)
Tue May 20 02:18:30 CEST 2014: 8: No solution found.
Tue May 20 02:18:46 CEST 2014: 9: finished (16191ms, 500cycles)
Tue May 20 02:18:46 CEST 2014: 9: No solution found.
Tue May 20 02:18:58 CEST 2014: 10: finished (12283ms, 500cycles)
Tue May 20 02:18:58 CEST 2014: 10: No solution found.
Tue May 20 02:19:13 CEST 2014: 11: finished (14594ms, 500cycles)
Tue May 20 02:19:13 CEST 2014: 11: No solution found.
Tue May 20 02:19:28 CEST 2014: 12: finished (15552ms, 500cycles)
Tue May 20 02:19:28 CEST 2014: 12: No solution found.
Tue May 20 02:19:47 CEST 2014: 13: finished (18389ms, 500cycles)
Tue May 20 02:19:47 CEST 2014: 13: No solution found.
Tue May 20 02:19:56 CEST 2014: 14: finished (9085ms, 500cycles)
Tue May 20 02:19:56 CEST 2014: 14: No solution found.
Tue May 20 02:20:14 CEST 2014: 15: finished (18148ms, 500cycles)
Tue May 20 02:20:14 CEST 2014: 15: No solution found.
Tue May 20 02:20:14 CEST 2014: 16: finished (100ms, 13cycles)
Tue May 20 02:20:14 CEST 2014: 16: Solution found.
Tue May 20 02:20:31 CEST 2014: 17: finished (16598ms, 500cycles)
Tue May 20 02:20:31 CEST 2014: 17: No solution found.
Tue May 20 02:20:49 CEST 2014: 18: finished (18732ms, 500cycles)
Tue May 20 02:20:49 CEST 2014: 18: No solution found.
Tue May 20 02:21:06 CEST 2014: 19: finished (17104ms, 500cycles)
Tue May 20 02:21:07 CEST 2014: 19: No solution found.
Tue May 20 02:21:16 CEST 2014: 20: finished (9556ms, 500cycles)
Tue May 20 02:21:16 CEST 2014: 20: No solution found.
Tue May 20 02:21:22 CEST 2014: 21: finished (5922ms, 227cycles)
Tue May 20 02:21:22 CEST 2014: 21: Solution found.
Tue May 20 02:21:32 CEST 2014: 22: finished (9776ms, 500cycles)
Tue May 20 02:21:32 CEST 2014: 22: No solution found.
Tue May 20 02:21:43 CEST 2014: 23: finished (11367ms, 500cycles)
Tue May 20 02:21:43 CEST 2014: 23: No solution found.
Tue May 20 02:21:49 CEST 2014: 24: finished (6185ms, 158cycles)
Tue May 20 02:21:50 CEST 2014: 24: Solution found.
Tue May 20 02:22:09 CEST 2014: 25: finished (19809ms, 500cycles)
Tue May 20 02:22:09 CEST 2014: 25: No solution found.
Tue May 20 02:22:25 CEST 2014: 26: finished (15789ms, 500cycles)
Tue May 20 02:22:25 CEST 2014: 26: No solution found.
Tue May 20 02:22:42 CEST 2014: 27: finished (17002ms, 500cycles)
Tue May 20 02:22:42 CEST 2014: 27: No solution found.
Tue May 20 02:22:58 CEST 2014: 28: finished (15856ms, 500cycles)
Tue May 20 02:22:58 CEST 2014: 28: No solution found.
Tue May 20 02:23:07 CEST 2014: 29: finished (9169ms, 500cycles)
Tue May 20 02:23:07 CEST 2014: 29: No solution found.
Tue May 20 02:23:27 CEST 2014: 30: finished (20013ms, 500cycles)
Tue May 20 02:23:27 CEST 2014: 30: No solution found.
Tue May 20 02:23:48 CEST 2014: 31: finished (20784ms, 500cycles)
Tue May 20 02:23:48 CEST 2014: 31: No solution found.
Tue May 20 02:23:57 CEST 2014: 32: finished (8869ms, 500cycles)
Tue May 20 02:23:57 CEST 2014: 32: No solution found.
Tue May 20 02:24:10 CEST 2014: 33: finished (12980ms, 500cycles)
Tue May 20 02:24:10 CEST 2014: 33: No solution found.
Tue May 20 02:24:26 CEST 2014: 34: finished (16351ms, 500cycles)
Tue May 20 02:24:26 CEST 2014: 34: No solution found.
Tue May 20 02:24:41 CEST 2014: 35: finished (14290ms, 500cycles)
Tue May 20 02:24:41 CEST 2014: 35: No solution found.
Tue May 20 02:24:54 CEST 2014: 36: finished (13518ms, 500cycles)
Tue May 20 02:24:54 CEST 2014: 36: No solution found.
Tue May 20 02:25:03 CEST 2014: 37: finished (9144ms, 332cycles)
Tue May 20 02:25:03 CEST 2014: 37: Solution found.
Tue May 20 02:25:13 CEST 2014: 38: finished (9925ms, 500cycles)
Tue May 20 02:25:13 CEST 2014: 38: No solution found.
Tue May 20 02:25:22 CEST 2014: 39: finished (8567ms, 500cycles)
Tue May 20 02:25:22 CEST 2014: 39: No solution found.
Tue May 20 02:25:35 CEST 2014: 40: finished (12893ms, 500cycles)
Tue May 20 02:25:35 CEST 2014: 40: No solution found.
Tue May 20 02:25:50 CEST 2014: 41: finished (15509ms, 500cycles)
Tue May 20 02:25:50 CEST 2014: 41: No solution found.
Tue May 20 02:26:04 CEST 2014: 42: finished (13401ms, 500cycles)
Tue May 20 02:26:04 CEST 2014: 42: No solution found.
Tue May 20 02:26:22 CEST 2014: 43: finished (18156ms, 500cycles)
Tue May 20 02:26:22 CEST 2014: 43: No solution found.
Tue May 20 02:26:32 CEST 2014: 44: finished (10160ms, 500cycles)
Tue May 20 02:26:32 CEST 2014: 44: No solution found.
Tue May 20 02:26:46 CEST 2014: 45: finished (13904ms, 500cycles)
Tue May 20 02:26:46 CEST 2014: 45: No solution found.
Tue May 20 02:27:01 CEST 2014: 46: finished (15029ms, 500cycles)
Tue May 20 02:27:01 CEST 2014: 46: No solution found.
Tue May 20 02:27:17 CEST 2014: 47: finished (15696ms, 500cycles)
Tue May 20 02:27:17 CEST 2014: 47: No solution found.
Tue May 20 02:27:18 CEST 2014: 48: finished (868ms, 33cycles)
Tue May 20 02:27:18 CEST 2014: 48: Solution found.
Tue May 20 02:27:31 CEST 2014: 49: finished (13674ms, 500cycles)
Tue May 20 02:27:31 CEST 2014: 49: No solution found.
Tue May 20 02:27:42 CEST 2014: 50: finished (10158ms, 500cycles)
Tue May 20 02:27:42 CEST 2014: 50: No solution found.
Tue May 20 02:27:51 CEST 2014: 51: finished (9557ms, 500cycles)
Tue May 20 02:27:51 CEST 2014: 51: No solution found.
Tue May 20 02:28:06 CEST 2014: 52: finished (14415ms, 500cycles)
Tue May 20 02:28:06 CEST 2014: 52: No solution found.
Tue May 20 02:28:24 CEST 2014: 53: finished (17922ms, 500cycles)
Tue May 20 02:28:24 CEST 2014: 53: No solution found.
