Tue May 20 00:23:57 CEST 2014: Problem Count: 10
Tue May 20 00:23:57 CEST 2014: CandidatesCount: 150
Tue May 20 00:23:57 CEST 2014: Max Cycles: 500
Tue May 20 00:24:06 CEST 2014: 0: finished (8606ms, 342cycles)
Tue May 20 00:24:06 CEST 2014: 0: Solution found.
Tue May 20 00:24:17 CEST 2014: 1: finished (10605ms, 500cycles)
Tue May 20 00:24:17 CEST 2014: 1: No solution found.
Tue May 20 00:24:25 CEST 2014: 2: finished (8003ms, 500cycles)
Tue May 20 00:24:25 CEST 2014: 2: No solution found.
Tue May 20 00:24:36 CEST 2014: 3: finished (11617ms, 500cycles)
Tue May 20 00:24:36 CEST 2014: 3: No solution found.
Tue May 20 00:24:47 CEST 2014: 4: finished (10734ms, 500cycles)
Tue May 20 00:24:47 CEST 2014: 4: No solution found.
Tue May 20 00:25:01 CEST 2014: 5: finished (13436ms, 500cycles)
Tue May 20 00:25:01 CEST 2014: 5: No solution found.
Tue May 20 00:25:16 CEST 2014: 6: finished (15002ms, 500cycles)
Tue May 20 00:25:16 CEST 2014: 6: No solution found.
Tue May 20 00:25:25 CEST 2014: 7: finished (9475ms, 500cycles)
Tue May 20 00:25:25 CEST 2014: 7: No solution found.
Tue May 20 00:25:39 CEST 2014: 8: finished (13804ms, 500cycles)
Tue May 20 00:25:39 CEST 2014: 8: No solution found.
Tue May 20 00:25:51 CEST 2014: 9: finished (12469ms, 500cycles)
Tue May 20 00:25:51 CEST 2014: 9: No solution found.
Tue May 20 00:26:07 CEST 2014: 10: finished (15770ms, 500cycles)
Tue May 20 00:26:07 CEST 2014: 10: No solution found.
Tue May 20 00:26:16 CEST 2014: 11: finished (9149ms, 418cycles)
Tue May 20 00:26:16 CEST 2014: 11: Solution found.
Tue May 20 00:26:25 CEST 2014: 12: finished (8652ms, 500cycles)
Tue May 20 00:26:25 CEST 2014: 12: No solution found.
Tue May 20 00:26:40 CEST 2014: 13: finished (14797ms, 500cycles)
Tue May 20 00:26:40 CEST 2014: 13: No solution found.
Tue May 20 00:26:47 CEST 2014: 14: finished (6806ms, 500cycles)
Tue May 20 00:26:47 CEST 2014: 14: No solution found.
