Mon May 19 23:41:27 CEST 2014: Problem Count: 10
Mon May 19 23:41:27 CEST 2014: CandidatesCount: 50
Mon May 19 23:41:27 CEST 2014: Max Cycles: 500
Mon May 19 23:41:30 CEST 2014: 0: finished (2828ms, 500cycles)
Mon May 19 23:41:30 CEST 2014: 0: No solution found.
Mon May 19 23:41:32 CEST 2014: 1: finished (2740ms, 500cycles)
Mon May 19 23:41:32 CEST 2014: 1: No solution found.
Mon May 19 23:41:35 CEST 2014: 2: finished (2198ms, 500cycles)
Mon May 19 23:41:35 CEST 2014: 2: No solution found.
Mon May 19 23:41:37 CEST 2014: 3: finished (2072ms, 500cycles)
Mon May 19 23:41:37 CEST 2014: 3: No solution found.
Mon May 19 23:41:38 CEST 2014: 4: finished (1272ms, 500cycles)
Mon May 19 23:41:38 CEST 2014: 4: No solution found.
Mon May 19 23:41:40 CEST 2014: 5: finished (2044ms, 500cycles)
Mon May 19 23:41:40 CEST 2014: 5: No solution found.
Mon May 19 23:41:42 CEST 2014: 6: finished (1532ms, 500cycles)
Mon May 19 23:41:42 CEST 2014: 6: No solution found.
Mon May 19 23:41:43 CEST 2014: 7: finished (1687ms, 500cycles)
Mon May 19 23:41:43 CEST 2014: 7: No solution found.
Mon May 19 23:41:45 CEST 2014: 8: finished (1964ms, 500cycles)
Mon May 19 23:41:45 CEST 2014: 8: No solution found.
Mon May 19 23:41:47 CEST 2014: 9: finished (1375ms, 500cycles)
Mon May 19 23:41:47 CEST 2014: 9: No solution found.
Mon May 19 23:41:49 CEST 2014: 10: finished (1966ms, 500cycles)
Mon May 19 23:41:49 CEST 2014: 10: No solution found.
Mon May 19 23:41:50 CEST 2014: 11: finished (1881ms, 500cycles)
Mon May 19 23:41:50 CEST 2014: 11: No solution found.
Mon May 19 23:41:53 CEST 2014: 12: finished (2677ms, 500cycles)
Mon May 19 23:41:53 CEST 2014: 12: No solution found.
Mon May 19 23:41:54 CEST 2014: 13: finished (1092ms, 500cycles)
Mon May 19 23:41:54 CEST 2014: 13: No solution found.
Mon May 19 23:41:56 CEST 2014: 14: finished (1903ms, 500cycles)
Mon May 19 23:41:56 CEST 2014: 14: No solution found.
Mon May 19 23:41:59 CEST 2014: 15: finished (3088ms, 500cycles)
Mon May 19 23:41:59 CEST 2014: 15: No solution found.
Mon May 19 23:42:03 CEST 2014: 16: finished (3224ms, 500cycles)
Mon May 19 23:42:03 CEST 2014: 16: No solution found.
Mon May 19 23:42:04 CEST 2014: 17: finished (1908ms, 500cycles)
Mon May 19 23:42:04 CEST 2014: 17: No solution found.
Mon May 19 23:42:06 CEST 2014: 18: finished (1701ms, 500cycles)
Mon May 19 23:42:06 CEST 2014: 18: No solution found.
Mon May 19 23:42:08 CEST 2014: 19: finished (1953ms, 500cycles)
Mon May 19 23:42:08 CEST 2014: 19: No solution found.
Mon May 19 23:42:10 CEST 2014: 20: finished (1982ms, 500cycles)
Mon May 19 23:42:10 CEST 2014: 20: No solution found.
Mon May 19 23:42:13 CEST 2014: 21: finished (2572ms, 500cycles)
Mon May 19 23:42:13 CEST 2014: 21: No solution found.
Mon May 19 23:42:15 CEST 2014: 22: finished (2724ms, 500cycles)
Mon May 19 23:42:15 CEST 2014: 22: No solution found.
Mon May 19 23:42:16 CEST 2014: 23: finished (992ms, 500cycles)
Mon May 19 23:42:16 CEST 2014: 23: No solution found.
Mon May 19 23:42:19 CEST 2014: 24: finished (2350ms, 500cycles)
Mon May 19 23:42:19 CEST 2014: 24: No solution found.
Mon May 19 23:42:20 CEST 2014: 25: finished (1260ms, 500cycles)
Mon May 19 23:42:20 CEST 2014: 25: No solution found.
Mon May 19 23:42:22 CEST 2014: 26: finished (1825ms, 500cycles)
Mon May 19 23:42:22 CEST 2014: 26: No solution found.
