Sat Jan 11 19:26:14 CET 2014: Problem Count: 40
Sat Jan 11 19:26:14 CET 2014: CandidatesCount: 10
Sat Jan 11 19:26:14 CET 2014: Max Cycles: 500
Sat Jan 11 19:26:14 CET 2014: 0: finished (71ms, 500cycles)
Sat Jan 11 19:26:14 CET 2014: 0: No solution found.
Sat Jan 11 19:26:14 CET 2014: 1: finished (78ms, 500cycles)
Sat Jan 11 19:26:14 CET 2014: 1: No solution found.
Sat Jan 11 19:26:15 CET 2014: 2: finished (69ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 2: No solution found.
Sat Jan 11 19:26:15 CET 2014: 3: finished (69ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 3: No solution found.
Sat Jan 11 19:26:15 CET 2014: 4: finished (71ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 4: No solution found.
Sat Jan 11 19:26:15 CET 2014: 5: finished (70ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 5: No solution found.
Sat Jan 11 19:26:15 CET 2014: 6: finished (70ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 6: No solution found.
Sat Jan 11 19:26:15 CET 2014: 7: finished (69ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 7: No solution found.
Sat Jan 11 19:26:15 CET 2014: 8: finished (69ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 8: No solution found.
Sat Jan 11 19:26:15 CET 2014: 9: finished (70ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 9: No solution found.
Sat Jan 11 19:26:15 CET 2014: 10: finished (68ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 10: No solution found.
Sat Jan 11 19:26:15 CET 2014: 11: finished (68ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 11: No solution found.
Sat Jan 11 19:26:15 CET 2014: 12: finished (67ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 12: No solution found.
Sat Jan 11 19:26:15 CET 2014: 13: finished (68ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 13: No solution found.
Sat Jan 11 19:26:15 CET 2014: 14: finished (84ms, 500cycles)
Sat Jan 11 19:26:15 CET 2014: 14: No solution found.
Sat Jan 11 19:26:15 CET 2014: 15: finished (3ms, 5cycles)
Sat Jan 11 19:26:15 CET 2014: 15: Solution found.
Sat Jan 11 19:26:15 CET 2014: 16: finished (4ms, 6cycles)
Sat Jan 11 19:26:15 CET 2014: 16: Solution found.
Sat Jan 11 19:26:16 CET 2014: 17: finished (236ms, 500cycles)
Sat Jan 11 19:26:16 CET 2014: 17: No solution found.
Sat Jan 11 19:26:16 CET 2014: 18: finished (198ms, 500cycles)
Sat Jan 11 19:26:16 CET 2014: 18: No solution found.
Sat Jan 11 19:26:16 CET 2014: 19: finished (205ms, 500cycles)
Sat Jan 11 19:26:16 CET 2014: 19: No solution found.
Sat Jan 11 19:26:16 CET 2014: 20: finished (200ms, 500cycles)
Sat Jan 11 19:26:16 CET 2014: 20: No solution found.
Sat Jan 11 19:26:16 CET 2014: 21: finished (211ms, 500cycles)
Sat Jan 11 19:26:16 CET 2014: 21: No solution found.
Sat Jan 11 19:26:17 CET 2014: 22: finished (206ms, 500cycles)
Sat Jan 11 19:26:17 CET 2014: 22: No solution found.
Sat Jan 11 19:26:17 CET 2014: 23: finished (199ms, 500cycles)
Sat Jan 11 19:26:17 CET 2014: 23: No solution found.
Sat Jan 11 19:26:17 CET 2014: 24: finished (213ms, 500cycles)
Sat Jan 11 19:26:17 CET 2014: 24: No solution found.
Sat Jan 11 19:26:17 CET 2014: 25: finished (200ms, 500cycles)
