Sat Jan 11 18:11:12 CET 2014: Problem Count: 20
Sat Jan 11 18:11:12 CET 2014: CandidatesCount: 50
Sat Jan 11 18:11:12 CET 2014: Max Cycles: 500
Sat Jan 11 18:11:12 CET 2014: 0: finished (309ms, 500cycles)
Sat Jan 11 18:11:12 CET 2014: 0: No solution found.
Sat Jan 11 18:11:13 CET 2014: 1: finished (249ms, 500cycles)
Sat Jan 11 18:11:13 CET 2014: 1: No solution found.
Sat Jan 11 18:11:13 CET 2014: 2: finished (353ms, 500cycles)
Sat Jan 11 18:11:13 CET 2014: 2: No solution found.
Sat Jan 11 18:11:13 CET 2014: 3: finished (332ms, 500cycles)
Sat Jan 11 18:11:13 CET 2014: 3: No solution found.
Sat Jan 11 18:11:14 CET 2014: 4: finished (280ms, 500cycles)
Sat Jan 11 18:11:14 CET 2014: 4: No solution found.
Sat Jan 11 18:11:14 CET 2014: 5: finished (479ms, 500cycles)
Sat Jan 11 18:11:14 CET 2014: 5: No solution found.
Sat Jan 11 18:11:15 CET 2014: 6: finished (559ms, 500cycles)
Sat Jan 11 18:11:15 CET 2014: 6: No solution found.
Sat Jan 11 18:11:15 CET 2014: 7: finished (274ms, 500cycles)
Sat Jan 11 18:11:15 CET 2014: 7: No solution found.
Sat Jan 11 18:11:16 CET 2014: 8: finished (718ms, 500cycles)
Sat Jan 11 18:11:16 CET 2014: 8: No solution found.
Sat Jan 11 18:11:16 CET 2014: 9: finished (533ms, 500cycles)
Sat Jan 11 18:11:16 CET 2014: 9: No solution found.
Sat Jan 11 18:11:17 CET 2014: 10: finished (822ms, 500cycles)
Sat Jan 11 18:11:17 CET 2014: 10: No solution found.
Sat Jan 11 18:11:18 CET 2014: 11: finished (1186ms, 500cycles)
Sat Jan 11 18:11:18 CET 2014: 11: No solution found.
Sat Jan 11 18:11:19 CET 2014: 12: finished (651ms, 500cycles)
Sat Jan 11 18:11:19 CET 2014: 12: No solution found.
Sat Jan 11 18:11:20 CET 2014: 13: finished (999ms, 500cycles)
Sat Jan 11 18:11:20 CET 2014: 13: No solution found.
Sat Jan 11 18:11:20 CET 2014: 14: finished (528ms, 500cycles)
Sat Jan 11 18:11:20 CET 2014: 14: No solution found.
Sat Jan 11 18:11:21 CET 2014: 15: finished (772ms, 500cycles)
Sat Jan 11 18:11:21 CET 2014: 15: No solution found.
Sat Jan 11 18:11:22 CET 2014: 16: finished (387ms, 500cycles)
Sat Jan 11 18:11:22 CET 2014: 16: No solution found.
Sat Jan 11 18:11:22 CET 2014: 17: finished (409ms, 500cycles)
Sat Jan 11 18:11:22 CET 2014: 17: No solution found.
Sat Jan 11 18:11:22 CET 2014: 18: finished (331ms, 500cycles)
Sat Jan 11 18:11:22 CET 2014: 18: No solution found.
Sat Jan 11 18:11:23 CET 2014: 19: finished (393ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 19: No solution found.
Sat Jan 11 18:11:23 CET 2014: 20: finished (336ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 20: No solution found.
Sat Jan 11 18:11:23 CET 2014: 21: finished (352ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 21: No solution found.
Sat Jan 11 18:11:24 CET 2014: 22: finished (454ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 22: No solution found.
Sat Jan 11 18:11:24 CET 2014: 23: finished (368ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 23: No solution found.
Sat Jan 11 18:11:24 CET 2014: 24: finished (228ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 24: No solution found.
Sat Jan 11 18:11:25 CET 2014: 25: finished (330ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 25: No solution found.
Sat Jan 11 18:11:25 CET 2014: 26: finished (289ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 26: No solution found.
Sat Jan 11 18:11:25 CET 2014: 27: finished (288ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 27: No solution found.
Sat Jan 11 18:11:26 CET 2014: 28: finished (274ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 28: No solution found.
Sat Jan 11 18:11:26 CET 2014: 29: finished (418ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 29: No solution found.
Sat Jan 11 18:11:26 CET 2014: 30: finished (227ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 30: No solution found.
Sat Jan 11 18:11:27 CET 2014: 31: finished (354ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 31: No solution found.
Sat Jan 11 18:11:27 CET 2014: 32: finished (367ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 32: No solution found.
Sat Jan 11 18:11:27 CET 2014: 33: finished (392ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 33: No solution found.
Sat Jan 11 18:11:28 CET 2014: 34: finished (421ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 34: No solution found.
Sat Jan 11 18:11:28 CET 2014: 35: finished (313ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 35: No solution found.
Sat Jan 11 18:11:29 CET 2014: 36: finished (437ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 36: No solution found.
Sat Jan 11 18:11:29 CET 2014: 37: finished (224ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 37: No solution found.
Sat Jan 11 18:11:29 CET 2014: 38: finished (568ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 38: No solution found.
Sat Jan 11 18:11:30 CET 2014: 39: finished (264ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 39: No solution found.
Sat Jan 11 18:11:30 CET 2014: 40: finished (389ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 40: No solution found.
Sat Jan 11 18:11:30 CET 2014: 41: finished (413ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 41: No solution found.
Sat Jan 11 18:11:31 CET 2014: 42: finished (951ms, 500cycles)
Sat Jan 11 18:11:31 CET 2014: 42: No solution found.
Sat Jan 11 18:11:33 CET 2014: 43: finished (1248ms, 500cycles)
Sat Jan 11 18:11:33 CET 2014: 43: No solution found.
Sat Jan 11 18:11:34 CET 2014: 44: finished (1053ms, 500cycles)
Sat Jan 11 18:11:34 CET 2014: 44: No solution found.
Sat Jan 11 18:11:34 CET 2014: 45: finished (688ms, 500cycles)
Sat Jan 11 18:11:34 CET 2014: 45: No solution found.
Sat Jan 11 18:11:35 CET 2014: 46: finished (653ms, 500cycles)
Sat Jan 11 18:11:35 CET 2014: 46: No solution found.
Sat Jan 11 18:11:36 CET 2014: 47: finished (817ms, 500cycles)
Sat Jan 11 18:11:36 CET 2014: 47: No solution found.
Sat Jan 11 18:11:37 CET 2014: 48: finished (867ms, 500cycles)
Sat Jan 11 18:11:37 CET 2014: 48: No solution found.
Sat Jan 11 18:11:37 CET 2014: 49: finished (279ms, 500cycles)
Sat Jan 11 18:11:37 CET 2014: 49: No solution found.
Sat Jan 11 18:11:37 CET 2014: 50: finished (225ms, 500cycles)
Sat Jan 11 18:11:37 CET 2014: 50: No solution found.
Sat Jan 11 18:11:38 CET 2014: 51: finished (475ms, 500cycles)
Sat Jan 11 18:11:38 CET 2014: 51: No solution found.
Sat Jan 11 18:11:38 CET 2014: 52: finished (399ms, 500cycles)
Sat Jan 11 18:11:38 CET 2014: 52: No solution found.
Sat Jan 11 18:11:38 CET 2014: 53: finished (397ms, 500cycles)
Sat Jan 11 18:11:38 CET 2014: 53: No solution found.
Sat Jan 11 18:11:39 CET 2014: 54: finished (343ms, 500cycles)
Sat Jan 11 18:11:39 CET 2014: 54: No solution found.
Sat Jan 11 18:11:39 CET 2014: 55: finished (275ms, 500cycles)
Sat Jan 11 18:11:39 CET 2014: 55: No solution found.
Sat Jan 11 18:11:39 CET 2014: 56: finished (257ms, 500cycles)
Sat Jan 11 18:11:39 CET 2014: 56: No solution found.
Sat Jan 11 18:11:40 CET 2014: 57: finished (472ms, 500cycles)
Sat Jan 11 18:11:40 CET 2014: 57: No solution found.
Sat Jan 11 18:11:40 CET 2014: 58: finished (344ms, 500cycles)
Sat Jan 11 18:11:40 CET 2014: 58: No solution found.
Sat Jan 11 18:11:40 CET 2014: 59: finished (286ms, 500cycles)
Sat Jan 11 18:11:40 CET 2014: 59: No solution found.
Sat Jan 11 18:11:41 CET 2014: 60: finished (515ms, 500cycles)
Sat Jan 11 18:11:41 CET 2014: 60: No solution found.
Sat Jan 11 18:11:41 CET 2014: 61: finished (406ms, 500cycles)
Sat Jan 11 18:11:41 CET 2014: 61: No solution found.
Sat Jan 11 18:11:42 CET 2014: 62: finished (489ms, 500cycles)
Sat Jan 11 18:11:42 CET 2014: 62: No solution found.
Sat Jan 11 18:11:42 CET 2014: 63: finished (519ms, 500cycles)
Sat Jan 11 18:11:42 CET 2014: 63: No solution found.
Sat Jan 11 18:11:43 CET 2014: 64: finished (285ms, 500cycles)
Sat Jan 11 18:11:43 CET 2014: 64: No solution found.
Sat Jan 11 18:11:43 CET 2014: 65: finished (430ms, 500cycles)
Sat Jan 11 18:11:43 CET 2014: 65: No solution found.
Sat Jan 11 18:11:43 CET 2014: 66: finished (368ms, 500cycles)
Sat Jan 11 18:11:43 CET 2014: 66: No solution found.
Sat Jan 11 18:11:44 CET 2014: 67: finished (460ms, 500cycles)
Sat Jan 11 18:11:44 CET 2014: 67: No solution found.
Sat Jan 11 18:11:44 CET 2014: 68: finished (411ms, 500cycles)
Sat Jan 11 18:11:44 CET 2014: 68: No solution found.
Sat Jan 11 18:11:45 CET 2014: 69: finished (416ms, 500cycles)
Sat Jan 11 18:11:45 CET 2014: 69: No solution found.
Sat Jan 11 18:11:45 CET 2014: 70: finished (246ms, 500cycles)
Sat Jan 11 18:11:45 CET 2014: 70: No solution found.
Sat Jan 11 18:11:45 CET 2014: 71: finished (349ms, 500cycles)
Sat Jan 11 18:11:45 CET 2014: 71: No solution found.
Sat Jan 11 18:11:46 CET 2014: 72: finished (522ms, 500cycles)
Sat Jan 11 18:11:46 CET 2014: 72: No solution found.
Sat Jan 11 18:11:47 CET 2014: 73: finished (964ms, 500cycles)
Sat Jan 11 18:11:47 CET 2014: 73: No solution found.
Sat Jan 11 18:11:47 CET 2014: 74: finished (650ms, 500cycles)
Sat Jan 11 18:11:47 CET 2014: 74: No solution found.
Sat Jan 11 18:11:48 CET 2014: 75: finished (823ms, 500cycles)
Sat Jan 11 18:11:48 CET 2014: 75: No solution found.
Sat Jan 11 18:11:49 CET 2014: 76: finished (1177ms, 500cycles)
Sat Jan 11 18:11:49 CET 2014: 76: No solution found.
Sat Jan 11 18:11:50 CET 2014: 77: finished (695ms, 500cycles)
Sat Jan 11 18:11:50 CET 2014: 77: No solution found.
Sat Jan 11 18:11:51 CET 2014: 78: finished (934ms, 500cycles)
Sat Jan 11 18:11:51 CET 2014: 78: No solution found.
Sat Jan 11 18:11:52 CET 2014: 79: finished (827ms, 500cycles)
Sat Jan 11 18:11:52 CET 2014: 79: No solution found.
Sat Jan 11 18:11:52 CET 2014: 80: finished (419ms, 500cycles)
Sat Jan 11 18:11:52 CET 2014: 80: No solution found.
Sat Jan 11 18:11:53 CET 2014: 81: finished (285ms, 500cycles)
Sat Jan 11 18:11:53 CET 2014: 81: No solution found.
Sat Jan 11 18:11:53 CET 2014: 82: finished (251ms, 500cycles)
Sat Jan 11 18:11:53 CET 2014: 82: No solution found.
Sat Jan 11 18:11:53 CET 2014: 83: finished (308ms, 500cycles)
Sat Jan 11 18:11:53 CET 2014: 83: No solution found.
Sat Jan 11 18:11:53 CET 2014: 84: finished (269ms, 500cycles)
Sat Jan 11 18:11:53 CET 2014: 84: No solution found.
Sat Jan 11 18:11:54 CET 2014: 85: finished (283ms, 500cycles)
Sat Jan 11 18:11:54 CET 2014: 85: No solution found.
Sat Jan 11 18:11:54 CET 2014: 86: finished (263ms, 500cycles)
Sat Jan 11 18:11:54 CET 2014: 86: No solution found.
Sat Jan 11 18:11:54 CET 2014: 87: finished (441ms, 500cycles)
Sat Jan 11 18:11:54 CET 2014: 87: No solution found.
Sat Jan 11 18:11:55 CET 2014: 88: finished (368ms, 500cycles)
Sat Jan 11 18:11:55 CET 2014: 88: No solution found.
Sat Jan 11 18:11:55 CET 2014: 89: finished (565ms, 500cycles)
Sat Jan 11 18:11:55 CET 2014: 89: No solution found.
Sat Jan 11 18:11:56 CET 2014: 90: finished (412ms, 500cycles)
Sat Jan 11 18:11:56 CET 2014: 90: No solution found.
Sat Jan 11 18:11:56 CET 2014: 91: finished (563ms, 500cycles)
Sat Jan 11 18:11:56 CET 2014: 91: No solution found.
Sat Jan 11 18:11:57 CET 2014: 92: finished (224ms, 500cycles)
Sat Jan 11 18:11:57 CET 2014: 92: No solution found.
Sat Jan 11 18:11:57 CET 2014: 93: finished (394ms, 500cycles)
Sat Jan 11 18:11:57 CET 2014: 93: No solution found.
Sat Jan 11 18:11:57 CET 2014: 94: finished (296ms, 500cycles)
Sat Jan 11 18:11:57 CET 2014: 94: No solution found.
Sat Jan 11 18:11:58 CET 2014: 95: finished (457ms, 500cycles)
