Sat Jan 11 19:18:00 CET 2014: Problem Count: 50
Sat Jan 11 19:18:00 CET 2014: CandidatesCount: 30
Sat Jan 11 19:18:00 CET 2014: Max Cycles: 500
Sat Jan 11 19:18:01 CET 2014: 0: finished (207ms, 500cycles)
Sat Jan 11 19:18:01 CET 2014: 0: No solution found.
Sat Jan 11 19:18:01 CET 2014: 1: finished (207ms, 500cycles)
Sat Jan 11 19:18:01 CET 2014: 1: No solution found.
Sat Jan 11 19:18:01 CET 2014: 2: finished (208ms, 500cycles)
Sat Jan 11 19:18:01 CET 2014: 2: No solution found.
Sat Jan 11 19:18:01 CET 2014: 3: finished (208ms, 500cycles)
Sat Jan 11 19:18:01 CET 2014: 3: No solution found.
Sat Jan 11 19:18:01 CET 2014: 4: finished (35ms, 75cycles)
Sat Jan 11 19:18:01 CET 2014: 4: Solution found.
Sat Jan 11 19:18:01 CET 2014: 5: finished (3ms, 5cycles)
Sat Jan 11 19:18:01 CET 2014: 5: Solution found.
Sat Jan 11 19:18:01 CET 2014: 6: finished (213ms, 500cycles)
Sat Jan 11 19:18:01 CET 2014: 6: No solution found.
Sat Jan 11 19:18:02 CET 2014: 7: finished (231ms, 500cycles)
Sat Jan 11 19:18:02 CET 2014: 7: No solution found.
Sat Jan 11 19:18:02 CET 2014: 8: finished (207ms, 500cycles)
Sat Jan 11 19:18:02 CET 2014: 8: No solution found.
Sat Jan 11 19:18:02 CET 2014: 9: finished (217ms, 500cycles)
Sat Jan 11 19:18:02 CET 2014: 9: No solution found.
Sat Jan 11 19:18:02 CET 2014: 10: finished (207ms, 500cycles)
Sat Jan 11 19:18:02 CET 2014: 10: No solution found.
Sat Jan 11 19:18:03 CET 2014: 11: finished (209ms, 500cycles)
Sat Jan 11 19:18:03 CET 2014: 11: No solution found.
Sat Jan 11 19:18:03 CET 2014: 12: finished (3ms, 3cycles)
Sat Jan 11 19:18:03 CET 2014: 12: Solution found.
Sat Jan 11 19:18:03 CET 2014: 13: finished (218ms, 500cycles)
Sat Jan 11 19:18:03 CET 2014: 13: No solution found.
Sat Jan 11 19:18:03 CET 2014: 14: finished (28ms, 58cycles)
Sat Jan 11 19:18:03 CET 2014: 14: Solution found.
Sat Jan 11 19:18:03 CET 2014: 15: finished (200ms, 500cycles)
Sat Jan 11 19:18:03 CET 2014: 15: No solution found.
Sat Jan 11 19:18:03 CET 2014: 16: finished (211ms, 500cycles)
Sat Jan 11 19:18:03 CET 2014: 16: No solution found.
Sat Jan 11 19:18:03 CET 2014: 17: finished (208ms, 500cycles)
Sat Jan 11 19:18:03 CET 2014: 17: No solution found.
Sat Jan 11 19:18:04 CET 2014: 18: finished (206ms, 500cycles)
Sat Jan 11 19:18:04 CET 2014: 18: No solution found.
Sat Jan 11 19:18:04 CET 2014: 19: finished (208ms, 500cycles)
Sat Jan 11 19:18:04 CET 2014: 19: No solution found.
Sat Jan 11 19:18:04 CET 2014: 20: finished (209ms, 500cycles)
Sat Jan 11 19:18:04 CET 2014: 20: No solution found.
Sat Jan 11 19:18:04 CET 2014: 21: finished (208ms, 500cycles)
