Sat Jan 11 18:23:05 CET 2014: Problem Count: 50
Sat Jan 11 18:23:05 CET 2014: CandidatesCount: 40
Sat Jan 11 18:23:05 CET 2014: Max Cycles: 500
Sat Jan 11 18:23:05 CET 2014: 0: finished (418ms, 500cycles)
Sat Jan 11 18:23:05 CET 2014: 0: No solution found.
Sat Jan 11 18:23:05 CET 2014: 1: finished (429ms, 500cycles)
Sat Jan 11 18:23:05 CET 2014: 1: No solution found.
Sat Jan 11 18:23:06 CET 2014: 2: finished (526ms, 500cycles)
Sat Jan 11 18:23:06 CET 2014: 2: No solution found.
Sat Jan 11 18:23:06 CET 2014: 3: finished (472ms, 500cycles)
Sat Jan 11 18:23:06 CET 2014: 3: No solution found.
Sat Jan 11 18:23:07 CET 2014: 4: finished (438ms, 500cycles)
Sat Jan 11 18:23:07 CET 2014: 4: No solution found.
Sat Jan 11 18:23:07 CET 2014: 5: finished (391ms, 500cycles)
Sat Jan 11 18:23:07 CET 2014: 5: No solution found.
Sat Jan 11 18:23:08 CET 2014: 6: finished (568ms, 500cycles)
Sat Jan 11 18:23:08 CET 2014: 6: No solution found.
Sat Jan 11 18:23:08 CET 2014: 7: finished (367ms, 500cycles)
Sat Jan 11 18:23:08 CET 2014: 7: No solution found.
Sat Jan 11 18:23:09 CET 2014: 8: finished (424ms, 500cycles)
Sat Jan 11 18:23:09 CET 2014: 8: No solution found.
Sat Jan 11 18:23:09 CET 2014: 9: finished (415ms, 500cycles)
Sat Jan 11 18:23:09 CET 2014: 9: No solution found.
Sat Jan 11 18:23:10 CET 2014: 10: finished (406ms, 500cycles)
Sat Jan 11 18:23:10 CET 2014: 10: No solution found.
Sat Jan 11 18:23:10 CET 2014: 11: finished (358ms, 500cycles)
Sat Jan 11 18:23:10 CET 2014: 11: No solution found.
Sat Jan 11 18:23:10 CET 2014: 12: finished (437ms, 500cycles)
Sat Jan 11 18:23:10 CET 2014: 12: No solution found.
Sat Jan 11 18:23:11 CET 2014: 13: finished (424ms, 500cycles)
Sat Jan 11 18:23:11 CET 2014: 13: No solution found.
Sat Jan 11 18:23:11 CET 2014: 14: finished (482ms, 500cycles)
Sat Jan 11 18:23:11 CET 2014: 14: No solution found.
Sat Jan 11 18:23:12 CET 2014: 15: finished (359ms, 500cycles)
Sat Jan 11 18:23:12 CET 2014: 15: No solution found.
Sat Jan 11 18:23:12 CET 2014: 16: finished (853ms, 500cycles)
Sat Jan 11 18:23:12 CET 2014: 16: No solution found.
Sat Jan 11 18:23:14 CET 2014: 17: finished (1326ms, 500cycles)
Sat Jan 11 18:23:14 CET 2014: 17: No solution found.
Sat Jan 11 18:23:15 CET 2014: 18: finished (1081ms, 500cycles)
Sat Jan 11 18:23:15 CET 2014: 18: No solution found.
Sat Jan 11 18:23:16 CET 2014: 19: finished (979ms, 500cycles)
Sat Jan 11 18:23:16 CET 2014: 19: No solution found.
Sat Jan 11 18:23:17 CET 2014: 20: finished (1089ms, 500cycles)
Sat Jan 11 18:23:17 CET 2014: 20: No solution found.
Sat Jan 11 18:23:18 CET 2014: 21: finished (930ms, 500cycles)
Sat Jan 11 18:23:18 CET 2014: 21: No solution found.
Sat Jan 11 18:23:18 CET 2014: 22: finished (414ms, 500cycles)
Sat Jan 11 18:23:18 CET 2014: 22: No solution found.
Sat Jan 11 18:23:19 CET 2014: 23: finished (379ms, 500cycles)
Sat Jan 11 18:23:19 CET 2014: 23: No solution found.
Sat Jan 11 18:23:19 CET 2014: 24: finished (392ms, 500cycles)
Sat Jan 11 18:23:19 CET 2014: 24: No solution found.
Sat Jan 11 18:23:19 CET 2014: 25: finished (465ms, 500cycles)
Sat Jan 11 18:23:19 CET 2014: 25: No solution found.
Sat Jan 11 18:23:20 CET 2014: 26: finished (439ms, 500cycles)
Sat Jan 11 18:23:20 CET 2014: 26: No solution found.
Sat Jan 11 18:23:20 CET 2014: 27: finished (435ms, 500cycles)
Sat Jan 11 18:23:20 CET 2014: 27: No solution found.
Sat Jan 11 18:23:21 CET 2014: 28: finished (393ms, 500cycles)
Sat Jan 11 18:23:21 CET 2014: 28: No solution found.
Sat Jan 11 18:23:21 CET 2014: 29: finished (426ms, 500cycles)
Sat Jan 11 18:23:21 CET 2014: 29: No solution found.
Sat Jan 11 18:23:22 CET 2014: 30: finished (478ms, 500cycles)
Sat Jan 11 18:23:22 CET 2014: 30: No solution found.
Sat Jan 11 18:23:22 CET 2014: 31: finished (446ms, 500cycles)
Sat Jan 11 18:23:22 CET 2014: 31: No solution found.
Sat Jan 11 18:23:23 CET 2014: 32: finished (411ms, 500cycles)
Sat Jan 11 18:23:23 CET 2014: 32: No solution found.
Sat Jan 11 18:23:23 CET 2014: 33: finished (365ms, 500cycles)
Sat Jan 11 18:23:23 CET 2014: 33: No solution found.
Sat Jan 11 18:23:23 CET 2014: 34: finished (428ms, 500cycles)
Sat Jan 11 18:23:23 CET 2014: 34: No solution found.
Sat Jan 11 18:23:24 CET 2014: 35: finished (431ms, 500cycles)
Sat Jan 11 18:23:24 CET 2014: 35: No solution found.
Sat Jan 11 18:23:24 CET 2014: 36: finished (397ms, 500cycles)
Sat Jan 11 18:23:24 CET 2014: 36: No solution found.
Sat Jan 11 18:23:25 CET 2014: 37: finished (593ms, 500cycles)
Sat Jan 11 18:23:25 CET 2014: 37: No solution found.
Sat Jan 11 18:23:25 CET 2014: 38: finished (407ms, 500cycles)
Sat Jan 11 18:23:25 CET 2014: 38: No solution found.
Sat Jan 11 18:23:26 CET 2014: 39: finished (381ms, 500cycles)
Sat Jan 11 18:23:26 CET 2014: 39: No solution found.
Sat Jan 11 18:23:26 CET 2014: 40: finished (359ms, 500cycles)
Sat Jan 11 18:23:26 CET 2014: 40: No solution found.
Sat Jan 11 18:23:26 CET 2014: 41: finished (516ms, 500cycles)
Sat Jan 11 18:23:26 CET 2014: 41: No solution found.
Sat Jan 11 18:23:27 CET 2014: 42: finished (424ms, 500cycles)
Sat Jan 11 18:23:27 CET 2014: 42: No solution found.
Sat Jan 11 18:23:27 CET 2014: 43: finished (391ms, 500cycles)
Sat Jan 11 18:23:27 CET 2014: 43: No solution found.
Sat Jan 11 18:23:28 CET 2014: 44: finished (432ms, 500cycles)
Sat Jan 11 18:23:28 CET 2014: 44: No solution found.
Sat Jan 11 18:23:28 CET 2014: 45: finished (366ms, 500cycles)
Sat Jan 11 18:23:28 CET 2014: 45: No solution found.
Sat Jan 11 18:23:28 CET 2014: 46: finished (443ms, 500cycles)
Sat Jan 11 18:23:28 CET 2014: 46: No solution found.
Sat Jan 11 18:23:29 CET 2014: 47: finished (984ms, 500cycles)
Sat Jan 11 18:23:29 CET 2014: 47: No solution found.
Sat Jan 11 18:23:31 CET 2014: 48: finished (1477ms, 500cycles)
Sat Jan 11 18:23:31 CET 2014: 48: No solution found.
Sat Jan 11 18:23:32 CET 2014: 49: finished (1417ms, 500cycles)
Sat Jan 11 18:23:32 CET 2014: 49: No solution found.
Sat Jan 11 18:23:33 CET 2014: 50: finished (1036ms, 500cycles)
Sat Jan 11 18:23:33 CET 2014: 50: No solution found.
Sat Jan 11 18:23:35 CET 2014: 51: finished (1305ms, 500cycles)
Sat Jan 11 18:23:35 CET 2014: 51: No solution found.
Sat Jan 11 18:23:35 CET 2014: 52: finished (365ms, 500cycles)
Sat Jan 11 18:23:35 CET 2014: 52: No solution found.
Sat Jan 11 18:23:35 CET 2014: 53: finished (346ms, 500cycles)
Sat Jan 11 18:23:35 CET 2014: 53: No solution found.
Sat Jan 11 18:23:36 CET 2014: 54: finished (428ms, 500cycles)
Sat Jan 11 18:23:36 CET 2014: 54: No solution found.
Sat Jan 11 18:23:36 CET 2014: 55: finished (412ms, 500cycles)
Sat Jan 11 18:23:36 CET 2014: 55: No solution found.
Sat Jan 11 18:23:37 CET 2014: 56: finished (450ms, 500cycles)
Sat Jan 11 18:23:37 CET 2014: 56: No solution found.
Sat Jan 11 18:23:37 CET 2014: 57: finished (457ms, 500cycles)
Sat Jan 11 18:23:37 CET 2014: 57: No solution found.
Sat Jan 11 18:23:38 CET 2014: 58: finished (539ms, 500cycles)
Sat Jan 11 18:23:38 CET 2014: 58: No solution found.
Sat Jan 11 18:23:38 CET 2014: 59: finished (443ms, 500cycles)
Sat Jan 11 18:23:38 CET 2014: 59: No solution found.
Sat Jan 11 18:23:39 CET 2014: 60: finished (473ms, 500cycles)
Sat Jan 11 18:23:39 CET 2014: 60: No solution found.
Sat Jan 11 18:23:39 CET 2014: 61: finished (439ms, 500cycles)
Sat Jan 11 18:23:39 CET 2014: 61: No solution found.
Sat Jan 11 18:23:40 CET 2014: 62: finished (513ms, 500cycles)
Sat Jan 11 18:23:40 CET 2014: 62: No solution found.
Sat Jan 11 18:23:40 CET 2014: 63: finished (456ms, 500cycles)
Sat Jan 11 18:23:40 CET 2014: 63: No solution found.
Sat Jan 11 18:23:40 CET 2014: 64: finished (431ms, 500cycles)
Sat Jan 11 18:23:40 CET 2014: 64: No solution found.
Sat Jan 11 18:23:41 CET 2014: 65: finished (359ms, 500cycles)
Sat Jan 11 18:23:41 CET 2014: 65: No solution found.
Sat Jan 11 18:23:41 CET 2014: 66: finished (538ms, 500cycles)
Sat Jan 11 18:23:41 CET 2014: 66: No solution found.
Sat Jan 11 18:23:42 CET 2014: 67: finished (446ms, 500cycles)
Sat Jan 11 18:23:42 CET 2014: 67: No solution found.
Sat Jan 11 18:23:42 CET 2014: 68: finished (414ms, 500cycles)
Sat Jan 11 18:23:42 CET 2014: 68: No solution found.
Sat Jan 11 18:23:43 CET 2014: 69: finished (432ms, 500cycles)
Sat Jan 11 18:23:43 CET 2014: 69: No solution found.
Sat Jan 11 18:23:43 CET 2014: 70: finished (388ms, 500cycles)
Sat Jan 11 18:23:43 CET 2014: 70: No solution found.
Sat Jan 11 18:23:43 CET 2014: 71: finished (445ms, 500cycles)
Sat Jan 11 18:23:43 CET 2014: 71: No solution found.
Sat Jan 11 18:23:44 CET 2014: 72: finished (512ms, 500cycles)
Sat Jan 11 18:23:44 CET 2014: 72: No solution found.
Sat Jan 11 18:23:45 CET 2014: 73: finished (823ms, 500cycles)
Sat Jan 11 18:23:45 CET 2014: 73: No solution found.
Sat Jan 11 18:23:46 CET 2014: 74: finished (1106ms, 500cycles)
Sat Jan 11 18:23:46 CET 2014: 74: No solution found.
Sat Jan 11 18:23:47 CET 2014: 75: finished (1147ms, 500cycles)
Sat Jan 11 18:23:47 CET 2014: 75: No solution found.
Sat Jan 11 18:23:48 CET 2014: 76: finished (1267ms, 500cycles)
Sat Jan 11 18:23:48 CET 2014: 76: No solution found.
Sat Jan 11 18:23:49 CET 2014: 77: finished (1048ms, 500cycles)
Sat Jan 11 18:23:49 CET 2014: 77: No solution found.
Sat Jan 11 18:23:50 CET 2014: 78: finished (778ms, 500cycles)
Sat Jan 11 18:23:50 CET 2014: 78: No solution found.
Sat Jan 11 18:23:51 CET 2014: 79: finished (404ms, 500cycles)
Sat Jan 11 18:23:51 CET 2014: 79: No solution found.
Sat Jan 11 18:23:51 CET 2014: 80: finished (437ms, 500cycles)
Sat Jan 11 18:23:51 CET 2014: 80: No solution found.
Sat Jan 11 18:23:51 CET 2014: 81: finished (386ms, 500cycles)
Sat Jan 11 18:23:51 CET 2014: 81: No solution found.
Sat Jan 11 18:23:52 CET 2014: 82: finished (458ms, 500cycles)
Sat Jan 11 18:23:52 CET 2014: 82: No solution found.
Sat Jan 11 18:23:52 CET 2014: 83: finished (343ms, 500cycles)
Sat Jan 11 18:23:52 CET 2014: 83: No solution found.
Sat Jan 11 18:23:53 CET 2014: 84: finished (472ms, 500cycles)
Sat Jan 11 18:23:53 CET 2014: 84: No solution found.
Sat Jan 11 18:23:53 CET 2014: 85: finished (469ms, 500cycles)
Sat Jan 11 18:23:53 CET 2014: 85: No solution found.
Sat Jan 11 18:23:54 CET 2014: 86: finished (423ms, 500cycles)
Sat Jan 11 18:23:54 CET 2014: 86: No solution found.
Sat Jan 11 18:23:54 CET 2014: 87: finished (389ms, 500cycles)
Sat Jan 11 18:23:54 CET 2014: 87: No solution found.
Sat Jan 11 18:23:54 CET 2014: 88: finished (469ms, 500cycles)
Sat Jan 11 18:23:54 CET 2014: 88: No solution found.
Sat Jan 11 18:23:55 CET 2014: 89: finished (384ms, 500cycles)
Sat Jan 11 18:23:55 CET 2014: 89: No solution found.
Sat Jan 11 18:23:55 CET 2014: 90: finished (351ms, 500cycles)
Sat Jan 11 18:23:55 CET 2014: 90: No solution found.
Sat Jan 11 18:23:56 CET 2014: 91: finished (436ms, 500cycles)
Sat Jan 11 18:23:56 CET 2014: 91: No solution found.
Sat Jan 11 18:23:56 CET 2014: 92: finished (546ms, 500cycles)
Sat Jan 11 18:23:56 CET 2014: 92: No solution found.
Sat Jan 11 18:23:57 CET 2014: 93: finished (408ms, 500cycles)
Sat Jan 11 18:23:57 CET 2014: 93: No solution found.
Sat Jan 11 18:23:57 CET 2014: 94: finished (412ms, 500cycles)
Sat Jan 11 18:23:57 CET 2014: 94: No solution found.
Sat Jan 11 18:23:57 CET 2014: 95: finished (522ms, 500cycles)
Sat Jan 11 18:23:57 CET 2014: 95: No solution found.
Sat Jan 11 18:23:58 CET 2014: 96: finished (471ms, 500cycles)
Sat Jan 11 18:23:58 CET 2014: 96: No solution found.
Sat Jan 11 18:23:58 CET 2014: 97: finished (544ms, 500cycles)
Sat Jan 11 18:23:58 CET 2014: 97: No solution found.
Sat Jan 11 18:23:59 CET 2014: 98: finished (458ms, 500cycles)
Sat Jan 11 18:23:59 CET 2014: 98: No solution found.
