Fri Dec 27 18:57:33 CET 2013: Problem Count: 150
Fri Dec 27 18:57:33 CET 2013: CandidatesCount: 50
Fri Dec 27 18:57:33 CET 2013: Max Cycles: 500
Fri Dec 27 18:57:35 CET 2013: 0: finished (1850ms, 500cycles)
Fri Dec 27 18:57:35 CET 2013: 0: No solution found.
Fri Dec 27 18:57:36 CET 2013: 1: finished (224ms, 58cycles)
Fri Dec 27 18:57:36 CET 2013: 1: Solution found.
Fri Dec 27 18:57:37 CET 2013: 2: finished (1853ms, 500cycles)
Fri Dec 27 18:57:37 CET 2013: 2: No solution found.
Fri Dec 27 18:57:39 CET 2013: 3: finished (1628ms, 500cycles)
Fri Dec 27 18:57:39 CET 2013: 3: No solution found.
Fri Dec 27 18:57:41 CET 2013: 4: finished (1858ms, 500cycles)
Fri Dec 27 18:57:41 CET 2013: 4: No solution found.
Fri Dec 27 18:57:43 CET 2013: 5: finished (1839ms, 500cycles)
Fri Dec 27 18:57:43 CET 2013: 5: No solution found.
Fri Dec 27 18:57:45 CET 2013: 6: finished (1854ms, 500cycles)
Fri Dec 27 18:57:45 CET 2013: 6: No solution found.
Fri Dec 27 18:57:46 CET 2013: 7: finished (1830ms, 500cycles)
Fri Dec 27 18:57:46 CET 2013: 7: No solution found.
Fri Dec 27 18:57:48 CET 2013: 8: finished (1851ms, 500cycles)
Fri Dec 27 18:57:48 CET 2013: 8: No solution found.
Fri Dec 27 18:57:50 CET 2013: 9: finished (1858ms, 500cycles)
Fri Dec 27 18:57:50 CET 2013: 9: No solution found.
Fri Dec 27 18:57:52 CET 2013: 10: finished (1740ms, 500cycles)
Fri Dec 27 18:57:52 CET 2013: 10: No solution found.
Fri Dec 27 18:57:54 CET 2013: 11: finished (1892ms, 500cycles)
Fri Dec 27 18:57:54 CET 2013: 11: No solution found.
Fri Dec 27 18:57:56 CET 2013: 12: finished (1763ms, 500cycles)
Fri Dec 27 18:57:56 CET 2013: 12: No solution found.
Fri Dec 27 18:57:57 CET 2013: 13: finished (1819ms, 500cycles)
Fri Dec 27 18:57:57 CET 2013: 13: No solution found.
Fri Dec 27 18:57:59 CET 2013: 14: finished (1840ms, 500cycles)
Fri Dec 27 18:57:59 CET 2013: 14: No solution found.
Fri Dec 27 18:58:01 CET 2013: 15: finished (1824ms, 500cycles)
Fri Dec 27 18:58:01 CET 2013: 15: No solution found.
Fri Dec 27 18:58:03 CET 2013: 16: finished (1589ms, 500cycles)
Fri Dec 27 18:58:03 CET 2013: 16: No solution found.
Fri Dec 27 18:58:04 CET 2013: 17: finished (1820ms, 500cycles)
Fri Dec 27 18:58:04 CET 2013: 17: No solution found.
Fri Dec 27 18:58:06 CET 2013: 18: finished (1739ms, 500cycles)
Fri Dec 27 18:58:06 CET 2013: 18: No solution found.
Fri Dec 27 18:58:08 CET 2013: 19: finished (1852ms, 500cycles)
Fri Dec 27 18:58:08 CET 2013: 19: No solution found.
Fri Dec 27 18:58:10 CET 2013: 20: finished (1710ms, 500cycles)
Fri Dec 27 18:58:10 CET 2013: 20: No solution found.
Fri Dec 27 18:58:11 CET 2013: 21: finished (1755ms, 500cycles)
Fri Dec 27 18:58:11 CET 2013: 21: No solution found.
Fri Dec 27 18:58:13 CET 2013: 22: finished (1802ms, 500cycles)
Fri Dec 27 18:58:13 CET 2013: 22: No solution found.
Fri Dec 27 18:58:15 CET 2013: 23: finished (1862ms, 500cycles)
Fri Dec 27 18:58:15 CET 2013: 23: No solution found.
Fri Dec 27 18:58:15 CET 2013: 24: finished (136ms, 32cycles)
Fri Dec 27 18:58:15 CET 2013: 24: Solution found.
Fri Dec 27 18:58:17 CET 2013: 25: finished (1887ms, 500cycles)
Fri Dec 27 18:58:17 CET 2013: 25: No solution found.
Fri Dec 27 18:58:19 CET 2013: 26: finished (1879ms, 500cycles)
Fri Dec 27 18:58:19 CET 2013: 26: No solution found.
Fri Dec 27 18:58:20 CET 2013: 27: finished (913ms, 215cycles)
Fri Dec 27 18:58:20 CET 2013: 27: Solution found.
Fri Dec 27 18:58:22 CET 2013: 28: finished (2168ms, 500cycles)
Fri Dec 27 18:58:22 CET 2013: 28: No solution found.
Fri Dec 27 18:58:24 CET 2013: 29: finished (1807ms, 500cycles)
