Fri Dec 27 23:30:57 CET 2013: Problem Count: 50
Fri Dec 27 23:30:57 CET 2013: CandidatesCount: 50
Fri Dec 27 23:30:57 CET 2013: Max Cycles: 500
Fri Dec 27 23:30:58 CET 2013: 0: finished (879ms, 500cycles)
Fri Dec 27 23:30:58 CET 2013: 0: No solution found.
Fri Dec 27 23:30:59 CET 2013: 1: finished (397ms, 500cycles)
Fri Dec 27 23:30:59 CET 2013: 1: No solution found.
Fri Dec 27 23:31:00 CET 2013: 2: finished (1032ms, 500cycles)
Fri Dec 27 23:31:00 CET 2013: 2: No solution found.
Fri Dec 27 23:31:00 CET 2013: 3: finished (361ms, 500cycles)
Fri Dec 27 23:31:00 CET 2013: 3: No solution found.
Fri Dec 27 23:31:00 CET 2013: 4: finished (321ms, 500cycles)
Fri Dec 27 23:31:00 CET 2013: 4: No solution found.
Fri Dec 27 23:31:01 CET 2013: 5: finished (374ms, 500cycles)
Fri Dec 27 23:31:01 CET 2013: 5: No solution found.
Fri Dec 27 23:31:03 CET 2013: 6: finished (2091ms, 500cycles)
Fri Dec 27 23:31:03 CET 2013: 6: No solution found.
Fri Dec 27 23:31:04 CET 2013: 7: finished (1198ms, 500cycles)
Fri Dec 27 23:31:04 CET 2013: 7: No solution found.
Fri Dec 27 23:31:04 CET 2013: 8: finished (339ms, 500cycles)
Fri Dec 27 23:31:04 CET 2013: 8: No solution found.
Fri Dec 27 23:31:05 CET 2013: 9: finished (310ms, 500cycles)
Fri Dec 27 23:31:05 CET 2013: 9: No solution found.
Fri Dec 27 23:31:05 CET 2013: 10: finished (422ms, 500cycles)
Fri Dec 27 23:31:05 CET 2013: 10: No solution found.
Fri Dec 27 23:31:05 CET 2013: 11: finished (42ms, 43cycles)
Fri Dec 27 23:31:05 CET 2013: 11: Solution found.
Fri Dec 27 23:31:05 CET 2013: 12: finished (342ms, 500cycles)
Fri Dec 27 23:31:05 CET 2013: 12: No solution found.
Fri Dec 27 23:31:06 CET 2013: 13: finished (335ms, 500cycles)
Fri Dec 27 23:31:06 CET 2013: 13: No solution found.
Fri Dec 27 23:31:06 CET 2013: 14: finished (542ms, 500cycles)
Fri Dec 27 23:31:06 CET 2013: 14: No solution found.
Fri Dec 27 23:31:07 CET 2013: 15: finished (318ms, 500cycles)
Fri Dec 27 23:31:07 CET 2013: 15: No solution found.
Fri Dec 27 23:31:07 CET 2013: 16: finished (606ms, 428cycles)
Fri Dec 27 23:31:07 CET 2013: 16: Solution found.
Fri Dec 27 23:31:08 CET 2013: 17: finished (352ms, 500cycles)
Fri Dec 27 23:31:08 CET 2013: 17: No solution found.
Fri Dec 27 23:31:08 CET 2013: 18: finished (341ms, 500cycles)
Fri Dec 27 23:31:08 CET 2013: 18: No solution found.
Fri Dec 27 23:31:08 CET 2013: 19: finished (373ms, 500cycles)
Fri Dec 27 23:31:08 CET 2013: 19: No solution found.
Fri Dec 27 23:31:09 CET 2013: 20: finished (672ms, 500cycles)
Fri Dec 27 23:31:09 CET 2013: 20: No solution found.
Fri Dec 27 23:31:09 CET 2013: 21: finished (357ms, 500cycles)
Fri Dec 27 23:31:09 CET 2013: 21: No solution found.
Fri Dec 27 23:31:10 CET 2013: 22: finished (642ms, 500cycles)
Fri Dec 27 23:31:10 CET 2013: 22: No solution found.
Fri Dec 27 23:31:10 CET 2013: 23: finished (313ms, 500cycles)
Fri Dec 27 23:31:10 CET 2013: 23: No solution found.
Fri Dec 27 23:31:11 CET 2013: 24: finished (322ms, 500cycles)
Fri Dec 27 23:31:11 CET 2013: 24: No solution found.
Fri Dec 27 23:31:11 CET 2013: 25: finished (558ms, 500cycles)
Fri Dec 27 23:31:11 CET 2013: 25: No solution found.
Fri Dec 27 23:31:12 CET 2013: 26: finished (524ms, 500cycles)
Fri Dec 27 23:31:12 CET 2013: 26: No solution found.
Fri Dec 27 23:31:12 CET 2013: 27: finished (562ms, 500cycles)
Fri Dec 27 23:31:12 CET 2013: 27: No solution found.
Fri Dec 27 23:31:13 CET 2013: 28: finished (716ms, 500cycles)
Fri Dec 27 23:31:13 CET 2013: 28: No solution found.
Fri Dec 27 23:31:13 CET 2013: 29: finished (328ms, 500cycles)
Fri Dec 27 23:31:13 CET 2013: 29: No solution found.
Fri Dec 27 23:31:14 CET 2013: 30: finished (584ms, 500cycles)
Fri Dec 27 23:31:14 CET 2013: 30: No solution found.
Fri Dec 27 23:31:14 CET 2013: 31: finished (663ms, 500cycles)
Fri Dec 27 23:31:14 CET 2013: 31: No solution found.
Fri Dec 27 23:31:15 CET 2013: 32: finished (368ms, 500cycles)
Fri Dec 27 23:31:15 CET 2013: 32: No solution found.
Fri Dec 27 23:31:15 CET 2013: 33: finished (345ms, 500cycles)
Fri Dec 27 23:31:15 CET 2013: 33: No solution found.
Fri Dec 27 23:31:15 CET 2013: 34: finished (304ms, 500cycles)
Fri Dec 27 23:31:15 CET 2013: 34: No solution found.
Fri Dec 27 23:31:16 CET 2013: 35: finished (316ms, 500cycles)
Fri Dec 27 23:31:16 CET 2013: 35: No solution found.
Fri Dec 27 23:31:16 CET 2013: 36: finished (347ms, 500cycles)
Fri Dec 27 23:31:16 CET 2013: 36: No solution found.
Fri Dec 27 23:31:16 CET 2013: 37: finished (355ms, 500cycles)
Fri Dec 27 23:31:16 CET 2013: 37: No solution found.
Fri Dec 27 23:31:17 CET 2013: 38: finished (358ms, 500cycles)
Fri Dec 27 23:31:17 CET 2013: 38: No solution found.
Fri Dec 27 23:31:17 CET 2013: 39: finished (386ms, 500cycles)
Fri Dec 27 23:31:17 CET 2013: 39: No solution found.
