Sat Dec 28 17:44:41 CET 2013: Problem Count: 150
Sat Dec 28 17:44:41 CET 2013: CandidatesCount: 100
Sat Dec 28 17:44:41 CET 2013: Max Cycles: 500
Sat Dec 28 17:44:50 CET 2013: 0: finished (8841ms, 500cycles)
Sat Dec 28 17:44:50 CET 2013: 0: No solution found.
Sat Dec 28 17:44:51 CET 2013: 1: finished (1302ms, 69cycles)
Sat Dec 28 17:44:51 CET 2013: 1: Solution found.
Sat Dec 28 17:45:00 CET 2013: 2: finished (9015ms, 500cycles)
Sat Dec 28 17:45:00 CET 2013: 2: No solution found.
Sat Dec 28 17:45:01 CET 2013: 3: finished (940ms, 55cycles)
Sat Dec 28 17:45:01 CET 2013: 3: Solution found.
Sat Dec 28 17:45:10 CET 2013: 4: finished (8525ms, 500cycles)
Sat Dec 28 17:45:10 CET 2013: 4: No solution found.
Sat Dec 28 17:45:11 CET 2013: 5: finished (1017ms, 60cycles)
Sat Dec 28 17:45:11 CET 2013: 5: Solution found.
Sat Dec 28 17:45:19 CET 2013: 6: finished (8562ms, 500cycles)
Sat Dec 28 17:45:19 CET 2013: 6: No solution found.
Sat Dec 28 17:45:28 CET 2013: 7: finished (8612ms, 500cycles)
Sat Dec 28 17:45:28 CET 2013: 7: No solution found.
Sat Dec 28 17:45:37 CET 2013: 8: finished (8926ms, 500cycles)
Sat Dec 28 17:45:37 CET 2013: 8: No solution found.
Sat Dec 28 17:45:46 CET 2013: 9: finished (8626ms, 500cycles)
Sat Dec 28 17:45:46 CET 2013: 9: No solution found.
Sat Dec 28 17:45:55 CET 2013: 10: finished (9357ms, 500cycles)
Sat Dec 28 17:45:55 CET 2013: 10: No solution found.
Sat Dec 28 17:46:03 CET 2013: 11: finished (8118ms, 500cycles)
Sat Dec 28 17:46:03 CET 2013: 11: No solution found.
Sat Dec 28 17:46:07 CET 2013: 12: finished (3514ms, 211cycles)
Sat Dec 28 17:46:07 CET 2013: 12: Solution found.
Sat Dec 28 17:46:09 CET 2013: 13: finished (2253ms, 123cycles)
Sat Dec 28 17:46:09 CET 2013: 13: Solution found.
Sat Dec 28 17:46:18 CET 2013: 14: finished (9476ms, 500cycles)
Sat Dec 28 17:46:18 CET 2013: 14: No solution found.
Sat Dec 28 17:46:21 CET 2013: 15: finished (2824ms, 148cycles)
Sat Dec 28 17:46:21 CET 2013: 15: Solution found.
Sat Dec 28 17:46:31 CET 2013: 16: finished (9369ms, 500cycles)
Sat Dec 28 17:46:31 CET 2013: 16: No solution found.
Sat Dec 28 17:46:38 CET 2013: 17: finished (7547ms, 500cycles)
Sat Dec 28 17:46:38 CET 2013: 17: No solution found.
Sat Dec 28 17:46:46 CET 2013: 18: finished (8422ms, 500cycles)
Sat Dec 28 17:46:46 CET 2013: 18: No solution found.
Sat Dec 28 17:46:48 CET 2013: 19: finished (1276ms, 80cycles)
Sat Dec 28 17:46:48 CET 2013: 19: Solution found.
Sat Dec 28 17:46:57 CET 2013: 20: finished (8825ms, 500cycles)
Sat Dec 28 17:46:57 CET 2013: 20: No solution found.
Sat Dec 28 17:46:57 CET 2013: 21: finished (778ms, 46cycles)
Sat Dec 28 17:46:57 CET 2013: 21: Solution found.
Sat Dec 28 17:47:05 CET 2013: 22: finished (7484ms, 500cycles)
Sat Dec 28 17:47:05 CET 2013: 22: No solution found.
Sat Dec 28 17:47:12 CET 2013: 23: finished (7542ms, 500cycles)
Sat Dec 28 17:47:12 CET 2013: 23: No solution found.
Sat Dec 28 17:47:20 CET 2013: 24: finished (7319ms, 500cycles)
Sat Dec 28 17:47:20 CET 2013: 24: No solution found.
Sat Dec 28 17:47:27 CET 2013: 25: finished (7667ms, 500cycles)
Sat Dec 28 17:47:27 CET 2013: 25: No solution found.
Sat Dec 28 17:47:36 CET 2013: 26: finished (8176ms, 500cycles)
Sat Dec 28 17:47:36 CET 2013: 26: No solution found.
Sat Dec 28 17:47:43 CET 2013: 27: finished (7766ms, 500cycles)
Sat Dec 28 17:47:43 CET 2013: 27: No solution found.
Sat Dec 28 17:47:51 CET 2013: 28: finished (7726ms, 500cycles)
Sat Dec 28 17:47:51 CET 2013: 28: No solution found.
Sat Dec 28 17:47:58 CET 2013: 29: finished (7303ms, 500cycles)
Sat Dec 28 17:47:58 CET 2013: 29: No solution found.
Sat Dec 28 17:48:06 CET 2013: 30: finished (8086ms, 500cycles)
Sat Dec 28 17:48:06 CET 2013: 30: No solution found.
Sat Dec 28 17:48:15 CET 2013: 31: finished (8688ms, 500cycles)
Sat Dec 28 17:48:15 CET 2013: 31: No solution found.
Sat Dec 28 17:48:23 CET 2013: 32: finished (7553ms, 500cycles)
Sat Dec 28 17:48:23 CET 2013: 32: No solution found.
Sat Dec 28 17:48:24 CET 2013: 33: finished (1272ms, 79cycles)
Sat Dec 28 17:48:24 CET 2013: 33: Solution found.
Sat Dec 28 17:48:32 CET 2013: 34: finished (8208ms, 500cycles)
Sat Dec 28 17:48:32 CET 2013: 34: No solution found.
Sat Dec 28 17:48:39 CET 2013: 35: finished (7332ms, 500cycles)
Sat Dec 28 17:48:39 CET 2013: 35: No solution found.
Sat Dec 28 17:48:48 CET 2013: 36: finished (8612ms, 500cycles)
Sat Dec 28 17:48:48 CET 2013: 36: No solution found.
Sat Dec 28 17:48:56 CET 2013: 37: finished (7543ms, 500cycles)
Sat Dec 28 17:48:56 CET 2013: 37: No solution found.
Sat Dec 28 17:49:04 CET 2013: 38: finished (7947ms, 500cycles)
Sat Dec 28 17:49:04 CET 2013: 38: No solution found.
Sat Dec 28 17:49:11 CET 2013: 39: finished (7647ms, 500cycles)
Sat Dec 28 17:49:11 CET 2013: 39: No solution found.
Sat Dec 28 17:49:19 CET 2013: 40: finished (7748ms, 500cycles)
Sat Dec 28 17:49:19 CET 2013: 40: No solution found.
Sat Dec 28 17:49:28 CET 2013: 41: finished (9057ms, 500cycles)
Sat Dec 28 17:49:28 CET 2013: 41: No solution found.
Sat Dec 28 17:49:35 CET 2013: 42: finished (6730ms, 500cycles)
Sat Dec 28 17:49:35 CET 2013: 42: No solution found.
Sat Dec 28 17:49:44 CET 2013: 43: finished (9073ms, 500cycles)
Sat Dec 28 17:49:44 CET 2013: 43: No solution found.
Sat Dec 28 17:49:52 CET 2013: 44: finished (7930ms, 500cycles)
Sat Dec 28 17:49:52 CET 2013: 44: No solution found.
Sat Dec 28 17:50:00 CET 2013: 45: finished (8104ms, 500cycles)
Sat Dec 28 17:50:00 CET 2013: 45: No solution found.
Sat Dec 28 17:50:08 CET 2013: 46: finished (8084ms, 500cycles)
Sat Dec 28 17:50:08 CET 2013: 46: No solution found.
Sat Dec 28 17:50:16 CET 2013: 47: finished (7800ms, 500cycles)
Sat Dec 28 17:50:16 CET 2013: 47: No solution found.
Sat Dec 28 17:50:17 CET 2013: 48: finished (1160ms, 73cycles)
Sat Dec 28 17:50:17 CET 2013: 48: Solution found.
Sat Dec 28 17:50:25 CET 2013: 49: finished (8108ms, 500cycles)
Sat Dec 28 17:50:25 CET 2013: 49: No solution found.
Sat Dec 28 17:50:33 CET 2013: 50: finished (8015ms, 500cycles)
Sat Dec 28 17:50:33 CET 2013: 50: No solution found.
Sat Dec 28 17:50:42 CET 2013: 51: finished (8919ms, 500cycles)
Sat Dec 28 17:50:42 CET 2013: 51: No solution found.
Sat Dec 28 17:50:50 CET 2013: 52: finished (8069ms, 500cycles)
Sat Dec 28 17:50:50 CET 2013: 52: No solution found.
Sat Dec 28 17:50:59 CET 2013: 53: finished (9124ms, 500cycles)
Sat Dec 28 17:50:59 CET 2013: 53: No solution found.
Sat Dec 28 17:51:07 CET 2013: 54: finished (8117ms, 500cycles)
Sat Dec 28 17:51:07 CET 2013: 54: No solution found.
Sat Dec 28 17:51:15 CET 2013: 55: finished (8188ms, 500cycles)
Sat Dec 28 17:51:15 CET 2013: 55: No solution found.
Sat Dec 28 17:51:24 CET 2013: 56: finished (8878ms, 500cycles)
Sat Dec 28 17:51:24 CET 2013: 56: No solution found.
Sat Dec 28 17:51:32 CET 2013: 57: finished (7401ms, 500cycles)
Sat Dec 28 17:51:32 CET 2013: 57: No solution found.
Sat Dec 28 17:51:40 CET 2013: 58: finished (7830ms, 500cycles)
Sat Dec 28 17:51:40 CET 2013: 58: No solution found.
Sat Dec 28 17:51:47 CET 2013: 59: finished (7748ms, 500cycles)
Sat Dec 28 17:51:47 CET 2013: 59: No solution found.
Sat Dec 28 17:51:48 CET 2013: 60: finished (553ms, 34cycles)
Sat Dec 28 17:51:48 CET 2013: 60: Solution found.
Sat Dec 28 17:51:56 CET 2013: 61: finished (7744ms, 500cycles)
Sat Dec 28 17:51:56 CET 2013: 61: No solution found.
Sat Dec 28 17:51:57 CET 2013: 62: finished (1749ms, 106cycles)
Sat Dec 28 17:51:57 CET 2013: 62: Solution found.
Sat Dec 28 17:52:05 CET 2013: 63: finished (7793ms, 500cycles)
Sat Dec 28 17:52:05 CET 2013: 63: No solution found.
Sat Dec 28 17:52:05 CET 2013: 64: finished (231ms, 14cycles)
Sat Dec 28 17:52:05 CET 2013: 64: Solution found.
Sat Dec 28 17:52:13 CET 2013: 65: finished (7246ms, 500cycles)
Sat Dec 28 17:52:13 CET 2013: 65: No solution found.
Sat Dec 28 17:52:21 CET 2013: 66: finished (7864ms, 500cycles)
Sat Dec 28 17:52:21 CET 2013: 66: No solution found.
Sat Dec 28 17:52:30 CET 2013: 67: finished (9409ms, 500cycles)
Sat Dec 28 17:52:30 CET 2013: 67: No solution found.
Sat Dec 28 17:52:40 CET 2013: 68: finished (9967ms, 500cycles)
Sat Dec 28 17:52:40 CET 2013: 68: No solution found.
Sat Dec 28 17:52:47 CET 2013: 69: finished (7582ms, 500cycles)
Sat Dec 28 17:52:47 CET 2013: 69: No solution found.
Sat Dec 28 17:52:56 CET 2013: 70: finished (8081ms, 500cycles)
Sat Dec 28 17:52:56 CET 2013: 70: No solution found.
Sat Dec 28 17:53:03 CET 2013: 71: finished (7464ms, 500cycles)
Sat Dec 28 17:53:03 CET 2013: 71: No solution found.
Sat Dec 28 17:53:11 CET 2013: 72: finished (8112ms, 500cycles)
Sat Dec 28 17:53:11 CET 2013: 72: No solution found.
Sat Dec 28 17:53:13 CET 2013: 73: finished (1951ms, 105cycles)
Sat Dec 28 17:53:13 CET 2013: 73: Solution found.
Sat Dec 28 17:53:21 CET 2013: 74: finished (7947ms, 500cycles)
Sat Dec 28 17:53:21 CET 2013: 74: No solution found.
Sat Dec 28 17:53:29 CET 2013: 75: finished (7716ms, 500cycles)
Sat Dec 28 17:53:29 CET 2013: 75: No solution found.
Sat Dec 28 17:53:36 CET 2013: 76: finished (7745ms, 500cycles)
Sat Dec 28 17:53:36 CET 2013: 76: No solution found.
Sat Dec 28 17:53:45 CET 2013: 77: finished (8441ms, 500cycles)
Sat Dec 28 17:53:45 CET 2013: 77: No solution found.
Sat Dec 28 17:53:53 CET 2013: 78: finished (8025ms, 500cycles)
Sat Dec 28 17:53:53 CET 2013: 78: No solution found.
Sat Dec 28 17:54:00 CET 2013: 79: finished (7182ms, 500cycles)
Sat Dec 28 17:54:00 CET 2013: 79: No solution found.
Sat Dec 28 17:54:05 CET 2013: 80: finished (4466ms, 231cycles)
Sat Dec 28 17:54:05 CET 2013: 80: Solution found.
Sat Dec 28 17:54:12 CET 2013: 81: finished (7835ms, 500cycles)
Sat Dec 28 17:54:12 CET 2013: 81: No solution found.
Sat Dec 28 17:54:20 CET 2013: 82: finished (7845ms, 500cycles)
Sat Dec 28 17:54:20 CET 2013: 82: No solution found.
Sat Dec 28 17:54:30 CET 2013: 83: finished (9307ms, 500cycles)
Sat Dec 28 17:54:30 CET 2013: 83: No solution found.
Sat Dec 28 17:54:38 CET 2013: 84: finished (8000ms, 500cycles)
Sat Dec 28 17:54:38 CET 2013: 84: No solution found.
Sat Dec 28 17:54:45 CET 2013: 85: finished (7672ms, 500cycles)
Sat Dec 28 17:54:45 CET 2013: 85: No solution found.
Sat Dec 28 17:54:53 CET 2013: 86: finished (7789ms, 500cycles)
Sat Dec 28 17:54:53 CET 2013: 86: No solution found.
Sat Dec 28 17:54:54 CET 2013: 87: finished (1023ms, 61cycles)
Sat Dec 28 17:54:54 CET 2013: 87: Solution found.
Sat Dec 28 17:55:03 CET 2013: 88: finished (8678ms, 500cycles)
Sat Dec 28 17:55:03 CET 2013: 88: No solution found.
Sat Dec 28 17:55:11 CET 2013: 89: finished (7865ms, 500cycles)
Sat Dec 28 17:55:11 CET 2013: 89: No solution found.
Sat Dec 28 17:55:18 CET 2013: 90: finished (7746ms, 500cycles)
Sat Dec 28 17:55:18 CET 2013: 90: No solution found.
Sat Dec 28 17:55:27 CET 2013: 91: finished (8144ms, 500cycles)
Sat Dec 28 17:55:27 CET 2013: 91: No solution found.
Sat Dec 28 17:55:33 CET 2013: 92: finished (6218ms, 391cycles)
Sat Dec 28 17:55:33 CET 2013: 92: Solution found.
Sat Dec 28 17:55:34 CET 2013: 93: finished (1043ms, 62cycles)
Sat Dec 28 17:55:34 CET 2013: 93: Solution found.
Sat Dec 28 17:55:42 CET 2013: 94: finished (8519ms, 500cycles)
Sat Dec 28 17:55:42 CET 2013: 94: No solution found.
Sat Dec 28 17:55:50 CET 2013: 95: finished (7674ms, 500cycles)
Sat Dec 28 17:55:50 CET 2013: 95: No solution found.
Sat Dec 28 17:55:58 CET 2013: 96: finished (7834ms, 500cycles)
Sat Dec 28 17:55:58 CET 2013: 96: No solution found.
Sat Dec 28 17:56:06 CET 2013: 97: finished (7985ms, 500cycles)
Sat Dec 28 17:56:06 CET 2013: 97: No solution found.
Sat Dec 28 17:56:07 CET 2013: 98: finished (779ms, 49cycles)
Sat Dec 28 17:56:07 CET 2013: 98: Solution found.
Sat Dec 28 17:56:15 CET 2013: 99: finished (8432ms, 500cycles)
Sat Dec 28 17:56:15 CET 2013: 99: No solution found.
Sat Dec 28 17:56:15 CET 2013: Solution Found: 19
Sat Dec 28 17:56:15 CET 2013: Avg cycles: 105
Sat Dec 28 17:56:15 CET 2013: Max cycles: 391
Sat Dec 28 17:56:15 CET 2013: Min cycles: 14
Sat Dec 28 17:56:15 CET 2013: No solution found: 81
Sat Dec 28 17:56:15 CET 2013: logging finished. (runtime: 693760ms)
