Sat Jan 11 19:42:06 CET 2014: Problem Count: 40
Sat Jan 11 19:42:06 CET 2014: CandidatesCount: 20
Sat Jan 11 19:42:06 CET 2014: Max Cycles: 500
Sat Jan 11 19:42:06 CET 2014: 0: finished (116ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 0: No solution found.
Sat Jan 11 19:42:06 CET 2014: 1: finished (118ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 1: No solution found.
Sat Jan 11 19:42:06 CET 2014: 2: finished (118ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 2: No solution found.
Sat Jan 11 19:42:06 CET 2014: 3: finished (115ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 3: No solution found.
Sat Jan 11 19:42:06 CET 2014: 4: finished (113ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 4: No solution found.
Sat Jan 11 19:42:06 CET 2014: 5: finished (113ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 5: No solution found.
Sat Jan 11 19:42:06 CET 2014: 6: finished (118ms, 500cycles)
Sat Jan 11 19:42:06 CET 2014: 6: No solution found.
Sat Jan 11 19:42:07 CET 2014: 7: finished (119ms, 500cycles)
Sat Jan 11 19:42:07 CET 2014: 7: No solution found.
Sat Jan 11 19:42:07 CET 2014: 8: finished (126ms, 500cycles)
Sat Jan 11 19:42:07 CET 2014: 8: No solution found.
Sat Jan 11 19:42:07 CET 2014: 9: finished (212ms, 500cycles)
Sat Jan 11 19:42:07 CET 2014: 9: No solution found.
Sat Jan 11 19:42:07 CET 2014: 10: finished (277ms, 500cycles)
Sat Jan 11 19:42:07 CET 2014: 10: No solution found.
Sat Jan 11 19:42:07 CET 2014: 11: finished (299ms, 500cycles)
Sat Jan 11 19:42:07 CET 2014: 11: No solution found.
Sat Jan 11 19:42:07 CET 2014: 12: finished (13ms, 20cycles)
Sat Jan 11 19:42:07 CET 2014: 12: Solution found.
Sat Jan 11 19:42:08 CET 2014: 13: finished (279ms, 500cycles)
Sat Jan 11 19:42:08 CET 2014: 13: No solution found.
Sat Jan 11 19:42:08 CET 2014: 14: finished (279ms, 500cycles)
Sat Jan 11 19:42:08 CET 2014: 14: No solution found.
Sat Jan 11 19:42:08 CET 2014: 15: finished (296ms, 500cycles)
Sat Jan 11 19:42:08 CET 2014: 15: No solution found.
Sat Jan 11 19:42:09 CET 2014: 16: finished (330ms, 500cycles)
Sat Jan 11 19:42:09 CET 2014: 16: No solution found.
Sat Jan 11 19:42:09 CET 2014: 17: finished (277ms, 500cycles)
Sat Jan 11 19:42:09 CET 2014: 17: No solution found.
Sat Jan 11 19:42:09 CET 2014: 18: finished (299ms, 500cycles)
Sat Jan 11 19:42:09 CET 2014: 18: No solution found.
Sat Jan 11 19:42:10 CET 2014: 19: finished (374ms, 500cycles)
Sat Jan 11 19:42:10 CET 2014: 19: No solution found.
Sat Jan 11 19:42:10 CET 2014: 20: finished (290ms, 500cycles)
Sat Jan 11 19:42:10 CET 2014: 20: No solution found.
Sat Jan 11 19:42:10 CET 2014: 21: finished (279ms, 500cycles)
Sat Jan 11 19:42:10 CET 2014: 21: No solution found.
Sat Jan 11 19:42:10 CET 2014: 22: finished (280ms, 500cycles)
Sat Jan 11 19:42:10 CET 2014: 22: No solution found.
Sat Jan 11 19:42:10 CET 2014: 23: finished (10ms, 15cycles)
Sat Jan 11 19:42:10 CET 2014: 23: Solution found.
Sat Jan 11 19:42:11 CET 2014: 24: finished (286ms, 500cycles)
Sat Jan 11 19:42:11 CET 2014: 24: No solution found.
Sat Jan 11 19:42:11 CET 2014: 25: finished (282ms, 500cycles)
Sat Jan 11 19:42:11 CET 2014: 25: No solution found.
Sat Jan 11 19:42:11 CET 2014: 26: finished (292ms, 500cycles)
Sat Jan 11 19:42:11 CET 2014: 26: No solution found.
Sat Jan 11 19:42:12 CET 2014: 27: finished (281ms, 500cycles)
Sat Jan 11 19:42:12 CET 2014: 27: No solution found.
