Fri Dec 27 00:51:44 CET 2013: Problem Count: 200
Fri Dec 27 00:51:44 CET 2013: CandidatesCount: 50
Fri Dec 27 00:51:44 CET 2013: Max Cycles: 500
Fri Dec 27 00:51:47 CET 2013: 0: finished (3462ms, 500cycles)
Fri Dec 27 00:51:47 CET 2013: 0: No solution found.
Fri Dec 27 00:51:51 CET 2013: 1: finished (3873ms, 500cycles)
Fri Dec 27 00:51:51 CET 2013: 1: No solution found.
Fri Dec 27 00:51:55 CET 2013: 2: finished (3791ms, 500cycles)
Fri Dec 27 00:51:55 CET 2013: 2: No solution found.
Fri Dec 27 00:52:02 CET 2013: 3: finished (7135ms, 500cycles)
Fri Dec 27 00:52:02 CET 2013: 3: No solution found.
Fri Dec 27 00:52:06 CET 2013: 4: finished (3624ms, 500cycles)
Fri Dec 27 00:52:06 CET 2013: 4: No solution found.
Fri Dec 27 00:52:09 CET 2013: 5: finished (3460ms, 500cycles)
Fri Dec 27 00:52:09 CET 2013: 5: No solution found.
Fri Dec 27 00:52:12 CET 2013: 6: finished (3092ms, 500cycles)
Fri Dec 27 00:52:12 CET 2013: 6: No solution found.
Fri Dec 27 00:52:15 CET 2013: 7: finished (3157ms, 500cycles)
Fri Dec 27 00:52:15 CET 2013: 7: No solution found.
Fri Dec 27 00:52:19 CET 2013: 8: finished (3773ms, 500cycles)
Fri Dec 27 00:52:19 CET 2013: 8: No solution found.
Fri Dec 27 00:52:23 CET 2013: 9: finished (3590ms, 500cycles)
Fri Dec 27 00:52:23 CET 2013: 9: No solution found.
Fri Dec 27 00:52:23 CET 2013: 10: finished (328ms, 44cycles)
Fri Dec 27 00:52:23 CET 2013: 10: Solution found.
Fri Dec 27 00:52:27 CET 2013: 11: finished (3697ms, 500cycles)
Fri Dec 27 00:52:27 CET 2013: 11: No solution found.
Fri Dec 27 00:52:33 CET 2013: 12: finished (6527ms, 500cycles)
Fri Dec 27 00:52:33 CET 2013: 12: No solution found.
Fri Dec 27 00:52:36 CET 2013: 13: finished (3041ms, 500cycles)
Fri Dec 27 00:52:36 CET 2013: 13: No solution found.
