Fri Dec 27 09:41:13 CET 2013: Problem Count: 150
Fri Dec 27 09:41:13 CET 2013: CandidatesCount: 50
Fri Dec 27 09:41:13 CET 2013: Max Cycles: 500
Fri Dec 27 09:41:16 CET 2013: 0: finished (2205ms, 500cycles)
Fri Dec 27 09:41:16 CET 2013: 0: No solution found.
Fri Dec 27 09:41:18 CET 2013: 1: finished (1939ms, 500cycles)
Fri Dec 27 09:41:18 CET 2013: 1: No solution found.
Fri Dec 27 09:41:19 CET 2013: 2: finished (1725ms, 500cycles)
Fri Dec 27 09:41:19 CET 2013: 2: No solution found.
Fri Dec 27 09:41:21 CET 2013: 3: finished (2075ms, 500cycles)
Fri Dec 27 09:41:21 CET 2013: 3: No solution found.
Fri Dec 27 09:41:24 CET 2013: 4: finished (2160ms, 500cycles)
Fri Dec 27 09:41:24 CET 2013: 4: No solution found.
Fri Dec 27 09:41:25 CET 2013: 5: finished (1724ms, 500cycles)
Fri Dec 27 09:41:25 CET 2013: 5: No solution found.
Fri Dec 27 09:41:27 CET 2013: 6: finished (1810ms, 500cycles)
Fri Dec 27 09:41:27 CET 2013: 6: No solution found.
Fri Dec 27 09:41:29 CET 2013: 7: finished (2128ms, 500cycles)
Fri Dec 27 09:41:29 CET 2013: 7: No solution found.
Fri Dec 27 09:41:31 CET 2013: 8: finished (2182ms, 500cycles)
Fri Dec 27 09:41:31 CET 2013: 8: No solution found.
Fri Dec 27 09:41:33 CET 2013: 9: finished (2054ms, 500cycles)
Fri Dec 27 09:41:33 CET 2013: 9: No solution found.
Fri Dec 27 09:41:35 CET 2013: 10: finished (2020ms, 500cycles)
Fri Dec 27 09:41:35 CET 2013: 10: No solution found.
Fri Dec 27 09:41:37 CET 2013: 11: finished (1923ms, 500cycles)
Fri Dec 27 09:41:37 CET 2013: 11: No solution found.
Fri Dec 27 09:41:39 CET 2013: 12: finished (1795ms, 500cycles)
Fri Dec 27 09:41:39 CET 2013: 12: No solution found.
Fri Dec 27 09:41:41 CET 2013: 13: finished (2091ms, 500cycles)
Fri Dec 27 09:41:41 CET 2013: 13: No solution found.
Fri Dec 27 09:41:43 CET 2013: 14: finished (2167ms, 500cycles)
Fri Dec 27 09:41:43 CET 2013: 14: No solution found.
Fri Dec 27 09:41:45 CET 2013: 15: finished (1840ms, 500cycles)
Fri Dec 27 09:41:45 CET 2013: 15: No solution found.
Fri Dec 27 09:41:46 CET 2013: 16: finished (1147ms, 266cycles)
Fri Dec 27 09:41:46 CET 2013: 16: Solution found.
Fri Dec 27 09:41:49 CET 2013: 17: finished (2190ms, 500cycles)
Fri Dec 27 09:41:49 CET 2013: 17: No solution found.
Fri Dec 27 09:41:51 CET 2013: 18: finished (2023ms, 500cycles)
Fri Dec 27 09:41:51 CET 2013: 18: No solution found.
Fri Dec 27 09:41:53 CET 2013: 19: finished (2093ms, 500cycles)
Fri Dec 27 09:41:53 CET 2013: 19: No solution found.
Fri Dec 27 09:41:55 CET 2013: 20: finished (2170ms, 500cycles)
Fri Dec 27 09:41:55 CET 2013: 20: No solution found.
Fri Dec 27 09:41:57 CET 2013: 21: finished (2106ms, 500cycles)
Fri Dec 27 09:41:57 CET 2013: 21: No solution found.
Fri Dec 27 09:41:59 CET 2013: 22: finished (2241ms, 500cycles)
Fri Dec 27 09:41:59 CET 2013: 22: No solution found.
Fri Dec 27 09:42:01 CET 2013: 23: finished (2032ms, 500cycles)
Fri Dec 27 09:42:01 CET 2013: 23: No solution found.
Fri Dec 27 09:42:03 CET 2013: 24: finished (1864ms, 500cycles)
Fri Dec 27 09:42:03 CET 2013: 24: No solution found.
Fri Dec 27 09:42:05 CET 2013: 25: finished (2016ms, 500cycles)
Fri Dec 27 09:42:05 CET 2013: 25: No solution found.
Fri Dec 27 09:42:05 CET 2013: 26: finished (311ms, 73cycles)
Fri Dec 27 09:42:05 CET 2013: 26: Solution found.
Fri Dec 27 09:42:07 CET 2013: 27: finished (1994ms, 500cycles)
Fri Dec 27 09:42:07 CET 2013: 27: No solution found.
Fri Dec 27 09:42:10 CET 2013: 28: finished (2093ms, 500cycles)
Fri Dec 27 09:42:10 CET 2013: 28: No solution found.
Fri Dec 27 09:42:12 CET 2013: 29: finished (2059ms, 500cycles)
Fri Dec 27 09:42:12 CET 2013: 29: No solution found.
Fri Dec 27 09:42:14 CET 2013: 30: finished (2034ms, 500cycles)
Fri Dec 27 09:42:14 CET 2013: 30: No solution found.
Fri Dec 27 09:42:16 CET 2013: 31: finished (2210ms, 500cycles)
Fri Dec 27 09:42:16 CET 2013: 31: No solution found.
Fri Dec 27 09:42:16 CET 2013: 32: finished (294ms, 64cycles)
Fri Dec 27 09:42:16 CET 2013: 32: Solution found.
Fri Dec 27 09:42:18 CET 2013: 33: finished (1878ms, 500cycles)
Fri Dec 27 09:42:18 CET 2013: 33: No solution found.
Fri Dec 27 09:42:20 CET 2013: 34: finished (1837ms, 500cycles)
Fri Dec 27 09:42:20 CET 2013: 34: No solution found.
Fri Dec 27 09:42:22 CET 2013: 35: finished (2012ms, 500cycles)
Fri Dec 27 09:42:22 CET 2013: 35: No solution found.
Fri Dec 27 09:42:24 CET 2013: 36: finished (2176ms, 500cycles)
Fri Dec 27 09:42:24 CET 2013: 36: No solution found.
Fri Dec 27 09:42:26 CET 2013: 37: finished (2155ms, 500cycles)
Fri Dec 27 09:42:26 CET 2013: 37: No solution found.
Fri Dec 27 09:42:27 CET 2013: 38: finished (362ms, 85cycles)
Fri Dec 27 09:42:27 CET 2013: 38: Solution found.
Fri Dec 27 09:42:29 CET 2013: 39: finished (2087ms, 500cycles)
Fri Dec 27 09:42:29 CET 2013: 39: No solution found.
Fri Dec 27 09:42:30 CET 2013: 40: finished (1743ms, 500cycles)
Fri Dec 27 09:42:30 CET 2013: 40: No solution found.
Fri Dec 27 09:42:33 CET 2013: 41: finished (2177ms, 500cycles)
Fri Dec 27 09:42:33 CET 2013: 41: No solution found.
Fri Dec 27 09:42:35 CET 2013: 42: finished (2067ms, 500cycles)
Fri Dec 27 09:42:35 CET 2013: 42: No solution found.
Fri Dec 27 09:42:36 CET 2013: 43: finished (1844ms, 500cycles)
Fri Dec 27 09:42:36 CET 2013: 43: No solution found.
Fri Dec 27 09:42:39 CET 2013: 44: finished (2109ms, 500cycles)
Fri Dec 27 09:42:39 CET 2013: 44: No solution found.
Fri Dec 27 09:42:41 CET 2013: 45: finished (2074ms, 500cycles)
Fri Dec 27 09:42:41 CET 2013: 45: No solution found.
Fri Dec 27 09:42:42 CET 2013: 46: finished (1771ms, 500cycles)
Fri Dec 27 09:42:42 CET 2013: 46: No solution found.
Fri Dec 27 09:42:45 CET 2013: 47: finished (2064ms, 500cycles)
