Fri Dec 27 19:11:51 CET 2013: Problem Count: 50
Fri Dec 27 19:11:51 CET 2013: CandidatesCount: 100
Fri Dec 27 19:11:51 CET 2013: Max Cycles: 500
Fri Dec 27 19:11:53 CET 2013: 0: finished (1720ms, 500cycles)
Fri Dec 27 19:11:53 CET 2013: 0: No solution found.
Fri Dec 27 19:11:53 CET 2013: 1: finished (655ms, 500cycles)
Fri Dec 27 19:11:53 CET 2013: 1: No solution found.
Fri Dec 27 19:11:54 CET 2013: 2: finished (173ms, 65cycles)
Fri Dec 27 19:11:54 CET 2013: 2: Solution found.
Fri Dec 27 19:11:54 CET 2013: 3: finished (778ms, 500cycles)
Fri Dec 27 19:11:54 CET 2013: 3: No solution found.
Fri Dec 27 19:11:56 CET 2013: 4: finished (1305ms, 500cycles)
Fri Dec 27 19:11:56 CET 2013: 4: No solution found.
Fri Dec 27 19:11:57 CET 2013: 5: finished (1286ms, 500cycles)
Fri Dec 27 19:11:57 CET 2013: 5: No solution found.
Fri Dec 27 19:11:58 CET 2013: 6: finished (1433ms, 500cycles)
Fri Dec 27 19:11:58 CET 2013: 6: No solution found.
Fri Dec 27 19:12:00 CET 2013: 7: finished (1081ms, 500cycles)
Fri Dec 27 19:12:00 CET 2013: 7: No solution found.
Fri Dec 27 19:12:00 CET 2013: 8: finished (31ms, 21cycles)
Fri Dec 27 19:12:00 CET 2013: 8: Solution found.
Fri Dec 27 19:12:01 CET 2013: 9: finished (1227ms, 500cycles)
Fri Dec 27 19:12:01 CET 2013: 9: No solution found.
Fri Dec 27 19:12:01 CET 2013: 10: finished (40ms, 24cycles)
Fri Dec 27 19:12:01 CET 2013: 10: Solution found.
Fri Dec 27 19:12:02 CET 2013: 11: finished (1384ms, 500cycles)
Fri Dec 27 19:12:02 CET 2013: 11: No solution found.
Fri Dec 27 19:12:03 CET 2013: 12: finished (911ms, 500cycles)
Fri Dec 27 19:12:03 CET 2013: 12: No solution found.
Fri Dec 27 19:12:04 CET 2013: 13: finished (1333ms, 500cycles)
Fri Dec 27 19:12:04 CET 2013: 13: No solution found.
Fri Dec 27 19:12:05 CET 2013: 14: finished (67ms, 46cycles)
Fri Dec 27 19:12:05 CET 2013: 14: Solution found.
Fri Dec 27 19:12:05 CET 2013: 15: finished (687ms, 500cycles)
Fri Dec 27 19:12:05 CET 2013: 15: No solution found.
Fri Dec 27 19:12:07 CET 2013: 16: finished (1390ms, 500cycles)
Fri Dec 27 19:12:07 CET 2013: 16: No solution found.
Fri Dec 27 19:12:07 CET 2013: 17: finished (645ms, 500cycles)
Fri Dec 27 19:12:07 CET 2013: 17: No solution found.
Fri Dec 27 19:12:09 CET 2013: 18: finished (1451ms, 500cycles)
Fri Dec 27 19:12:09 CET 2013: 18: No solution found.
Fri Dec 27 19:12:09 CET 2013: 19: finished (697ms, 500cycles)
Fri Dec 27 19:12:09 CET 2013: 19: No solution found.
Fri Dec 27 19:12:10 CET 2013: 20: finished (723ms, 500cycles)
Fri Dec 27 19:12:10 CET 2013: 20: No solution found.
Fri Dec 27 19:12:11 CET 2013: 21: finished (622ms, 500cycles)
Fri Dec 27 19:12:11 CET 2013: 21: No solution found.
Fri Dec 27 19:12:11 CET 2013: 22: finished (681ms, 500cycles)
Fri Dec 27 19:12:11 CET 2013: 22: No solution found.
Fri Dec 27 19:12:13 CET 2013: 23: finished (1284ms, 500cycles)
Fri Dec 27 19:12:13 CET 2013: 23: No solution found.
Fri Dec 27 19:12:13 CET 2013: 24: finished (311ms, 133cycles)
Fri Dec 27 19:12:13 CET 2013: 24: Solution found.
Fri Dec 27 19:12:14 CET 2013: 25: finished (1230ms, 500cycles)
Fri Dec 27 19:12:14 CET 2013: 25: No solution found.
Fri Dec 27 19:12:16 CET 2013: 26: finished (1441ms, 500cycles)
Fri Dec 27 19:12:16 CET 2013: 26: No solution found.
Fri Dec 27 19:12:16 CET 2013: 27: finished (679ms, 500cycles)
Fri Dec 27 19:12:16 CET 2013: 27: No solution found.
Fri Dec 27 19:12:17 CET 2013: 28: finished (542ms, 198cycles)
Fri Dec 27 19:12:17 CET 2013: 28: Solution found.
Fri Dec 27 19:12:18 CET 2013: 29: finished (627ms, 500cycles)
Fri Dec 27 19:12:18 CET 2013: 29: No solution found.
Fri Dec 27 19:12:19 CET 2013: 30: finished (1323ms, 500cycles)
Fri Dec 27 19:12:19 CET 2013: 30: No solution found.
Fri Dec 27 19:12:20 CET 2013: 31: finished (1227ms, 500cycles)
Fri Dec 27 19:12:20 CET 2013: 31: No solution found.
Fri Dec 27 19:12:21 CET 2013: 32: finished (1016ms, 500cycles)
Fri Dec 27 19:12:21 CET 2013: 32: No solution found.
Fri Dec 27 19:12:23 CET 2013: 33: finished (1486ms, 500cycles)
Fri Dec 27 19:12:23 CET 2013: 33: No solution found.
Fri Dec 27 19:12:24 CET 2013: 34: finished (1192ms, 500cycles)
Fri Dec 27 19:12:24 CET 2013: 34: No solution found.
Fri Dec 27 19:12:25 CET 2013: 35: finished (1101ms, 500cycles)
Fri Dec 27 19:12:25 CET 2013: 35: No solution found.
Fri Dec 27 19:12:26 CET 2013: 36: finished (730ms, 500cycles)
Fri Dec 27 19:12:26 CET 2013: 36: No solution found.
Fri Dec 27 19:12:27 CET 2013: 37: finished (1537ms, 500cycles)
Fri Dec 27 19:12:27 CET 2013: 37: No solution found.
Fri Dec 27 19:12:28 CET 2013: 38: finished (625ms, 500cycles)
Fri Dec 27 19:12:28 CET 2013: 38: No solution found.
Fri Dec 27 19:12:28 CET 2013: 39: finished (644ms, 500cycles)
Fri Dec 27 19:12:28 CET 2013: 39: No solution found.
Fri Dec 27 19:12:30 CET 2013: 40: finished (1621ms, 500cycles)
Fri Dec 27 19:12:30 CET 2013: 40: No solution found.
Fri Dec 27 19:12:31 CET 2013: 41: finished (634ms, 500cycles)
Fri Dec 27 19:12:31 CET 2013: 41: No solution found.
Fri Dec 27 19:12:32 CET 2013: 42: finished (1017ms, 500cycles)
Fri Dec 27 19:12:32 CET 2013: 42: No solution found.
Fri Dec 27 19:12:33 CET 2013: 43: finished (1558ms, 500cycles)
Fri Dec 27 19:12:33 CET 2013: 43: No solution found.
Fri Dec 27 19:12:35 CET 2013: 44: finished (1292ms, 500cycles)
Fri Dec 27 19:12:35 CET 2013: 44: No solution found.
Fri Dec 27 19:12:35 CET 2013: 45: finished (646ms, 500cycles)
Fri Dec 27 19:12:35 CET 2013: 45: No solution found.
Fri Dec 27 19:12:37 CET 2013: 46: finished (1565ms, 500cycles)
Fri Dec 27 19:12:37 CET 2013: 46: No solution found.
Fri Dec 27 19:12:38 CET 2013: 47: finished (887ms, 500cycles)
Fri Dec 27 19:12:38 CET 2013: 47: No solution found.
Fri Dec 27 19:12:38 CET 2013: 48: finished (642ms, 500cycles)
Fri Dec 27 19:12:38 CET 2013: 48: No solution found.
Fri Dec 27 19:12:39 CET 2013: 49: finished (619ms, 500cycles)
Fri Dec 27 19:12:39 CET 2013: 49: No solution found.
Fri Dec 27 19:12:40 CET 2013: 50: finished (1402ms, 500cycles)
Fri Dec 27 19:12:40 CET 2013: 50: No solution found.
Fri Dec 27 19:12:41 CET 2013: 51: finished (1170ms, 500cycles)
Fri Dec 27 19:12:41 CET 2013: 51: No solution found.
Fri Dec 27 19:12:43 CET 2013: 52: finished (1439ms, 500cycles)
