Fri Dec 27 23:49:22 CET 2013: Problem Count: 100
Fri Dec 27 23:49:22 CET 2013: CandidatesCount: 100
Fri Dec 27 23:49:22 CET 2013: Max Cycles: 500
Fri Dec 27 23:49:24 CET 2013: 0: finished (1868ms, 500cycles)
Fri Dec 27 23:49:24 CET 2013: 0: No solution found.
Fri Dec 27 23:49:26 CET 2013: 1: finished (1864ms, 500cycles)
Fri Dec 27 23:49:26 CET 2013: 1: No solution found.
Fri Dec 27 23:49:28 CET 2013: 2: finished (2631ms, 500cycles)
Fri Dec 27 23:49:28 CET 2013: 2: No solution found.
Fri Dec 27 23:49:30 CET 2013: 3: finished (1820ms, 500cycles)
Fri Dec 27 23:49:30 CET 2013: 3: No solution found.
Fri Dec 27 23:49:32 CET 2013: 4: finished (1938ms, 500cycles)
Fri Dec 27 23:49:32 CET 2013: 4: No solution found.
Fri Dec 27 23:49:34 CET 2013: 5: finished (1805ms, 500cycles)
Fri Dec 27 23:49:34 CET 2013: 5: No solution found.
Fri Dec 27 23:49:36 CET 2013: 6: finished (1943ms, 500cycles)
Fri Dec 27 23:49:36 CET 2013: 6: No solution found.
Fri Dec 27 23:49:38 CET 2013: 7: finished (1914ms, 500cycles)
Fri Dec 27 23:49:38 CET 2013: 7: No solution found.
Fri Dec 27 23:49:40 CET 2013: 8: finished (1855ms, 500cycles)
Fri Dec 27 23:49:40 CET 2013: 8: No solution found.
Fri Dec 27 23:49:41 CET 2013: 9: finished (1803ms, 500cycles)
Fri Dec 27 23:49:41 CET 2013: 9: No solution found.
Fri Dec 27 23:49:43 CET 2013: 10: finished (1924ms, 500cycles)
Fri Dec 27 23:49:43 CET 2013: 10: No solution found.
Fri Dec 27 23:49:45 CET 2013: 11: finished (1976ms, 500cycles)
Fri Dec 27 23:49:45 CET 2013: 11: No solution found.
Fri Dec 27 23:49:46 CET 2013: 12: finished (551ms, 126cycles)
Fri Dec 27 23:49:46 CET 2013: 12: Solution found.
Fri Dec 27 23:49:48 CET 2013: 13: finished (1810ms, 500cycles)
Fri Dec 27 23:49:48 CET 2013: 13: No solution found.
Fri Dec 27 23:49:50 CET 2013: 14: finished (1843ms, 500cycles)
Fri Dec 27 23:49:50 CET 2013: 14: No solution found.
Fri Dec 27 23:49:50 CET 2013: 15: finished (291ms, 75cycles)
Fri Dec 27 23:49:50 CET 2013: 15: Solution found.
Fri Dec 27 23:49:52 CET 2013: 16: finished (1959ms, 500cycles)
Fri Dec 27 23:49:52 CET 2013: 16: No solution found.
Fri Dec 27 23:49:54 CET 2013: 17: finished (1759ms, 500cycles)
Fri Dec 27 23:49:54 CET 2013: 17: No solution found.
Fri Dec 27 23:49:55 CET 2013: 18: finished (1927ms, 500cycles)
Fri Dec 27 23:49:55 CET 2013: 18: No solution found.
Fri Dec 27 23:49:58 CET 2013: 19: finished (2250ms, 500cycles)
Fri Dec 27 23:49:58 CET 2013: 19: No solution found.
Fri Dec 27 23:49:58 CET 2013: 20: finished (402ms, 108cycles)
Fri Dec 27 23:49:58 CET 2013: 20: Solution found.
Fri Dec 27 23:50:00 CET 2013: 21: finished (1879ms, 500cycles)
Fri Dec 27 23:50:00 CET 2013: 21: No solution found.
Fri Dec 27 23:50:02 CET 2013: 22: finished (1933ms, 500cycles)
Fri Dec 27 23:50:02 CET 2013: 22: No solution found.
Fri Dec 27 23:50:04 CET 2013: 23: finished (1651ms, 500cycles)
Fri Dec 27 23:50:04 CET 2013: 23: No solution found.
Fri Dec 27 23:50:06 CET 2013: 24: finished (2491ms, 500cycles)
Fri Dec 27 23:50:06 CET 2013: 24: No solution found.
Fri Dec 27 23:50:06 CET 2013: 25: finished (379ms, 94cycles)
Fri Dec 27 23:50:06 CET 2013: 25: Solution found.
Fri Dec 27 23:50:08 CET 2013: 26: finished (1849ms, 500cycles)
Fri Dec 27 23:50:08 CET 2013: 26: No solution found.
Fri Dec 27 23:50:10 CET 2013: 27: finished (1849ms, 500cycles)
Fri Dec 27 23:50:10 CET 2013: 27: No solution found.
Fri Dec 27 23:50:12 CET 2013: 28: finished (1867ms, 500cycles)
Fri Dec 27 23:50:12 CET 2013: 28: No solution found.
Fri Dec 27 23:50:14 CET 2013: 29: finished (1778ms, 500cycles)
Fri Dec 27 23:50:14 CET 2013: 29: No solution found.
Fri Dec 27 23:50:15 CET 2013: 30: finished (1022ms, 256cycles)
Fri Dec 27 23:50:15 CET 2013: 30: Solution found.
Fri Dec 27 23:50:19 CET 2013: 31: finished (4546ms, 500cycles)
Fri Dec 27 23:50:19 CET 2013: 31: No solution found.
Fri Dec 27 23:50:22 CET 2013: 32: finished (2752ms, 500cycles)
Fri Dec 27 23:50:22 CET 2013: 32: No solution found.
Fri Dec 27 23:50:24 CET 2013: 33: finished (1913ms, 500cycles)
Fri Dec 27 23:50:24 CET 2013: 33: No solution found.
Fri Dec 27 23:50:26 CET 2013: 34: finished (1838ms, 500cycles)
Fri Dec 27 23:50:26 CET 2013: 34: No solution found.
Fri Dec 27 23:50:28 CET 2013: 35: finished (1919ms, 500cycles)
Fri Dec 27 23:50:28 CET 2013: 35: No solution found.
Fri Dec 27 23:50:30 CET 2013: 36: finished (2453ms, 500cycles)
Fri Dec 27 23:50:30 CET 2013: 36: No solution found.
Fri Dec 27 23:50:32 CET 2013: 37: finished (1830ms, 500cycles)
Fri Dec 27 23:50:32 CET 2013: 37: No solution found.
