Sat Dec 28 04:02:22 CET 2013: Problem Count: 150
Sat Dec 28 04:02:22 CET 2013: CandidatesCount: 200
Sat Dec 28 04:02:22 CET 2013: Max Cycles: 250
Sat Dec 28 04:02:43 CET 2013: 0: finished (21638ms, 250cycles)
Sat Dec 28 04:02:43 CET 2013: 0: No solution found.
Sat Dec 28 04:03:06 CET 2013: 1: finished (22294ms, 250cycles)
Sat Dec 28 04:03:06 CET 2013: 1: No solution found.
Sat Dec 28 04:03:12 CET 2013: 2: finished (6895ms, 76cycles)
Sat Dec 28 04:03:12 CET 2013: 2: Solution found.
Sat Dec 28 04:03:34 CET 2013: 3: finished (21335ms, 250cycles)
Sat Dec 28 04:03:34 CET 2013: 3: No solution found.
Sat Dec 28 04:03:56 CET 2013: 4: finished (22143ms, 250cycles)
Sat Dec 28 04:03:56 CET 2013: 4: No solution found.
Sat Dec 28 04:04:17 CET 2013: 5: finished (21052ms, 250cycles)
Sat Dec 28 04:04:17 CET 2013: 5: No solution found.
Sat Dec 28 04:04:39 CET 2013: 6: finished (21844ms, 250cycles)
Sat Dec 28 04:04:39 CET 2013: 6: No solution found.
Sat Dec 28 04:05:01 CET 2013: 7: finished (22004ms, 250cycles)
Sat Dec 28 04:05:01 CET 2013: 7: No solution found.
Sat Dec 28 04:05:23 CET 2013: 8: finished (22047ms, 250cycles)
Sat Dec 28 04:05:23 CET 2013: 8: No solution found.
Sat Dec 28 04:05:45 CET 2013: 9: finished (21830ms, 250cycles)
Sat Dec 28 04:05:45 CET 2013: 9: No solution found.
Sat Dec 28 04:06:06 CET 2013: 10: finished (21446ms, 250cycles)
Sat Dec 28 04:06:06 CET 2013: 10: No solution found.
Sat Dec 28 04:06:27 CET 2013: 11: finished (21115ms, 250cycles)
Sat Dec 28 04:06:27 CET 2013: 11: No solution found.
Sat Dec 28 04:06:48 CET 2013: 12: finished (21082ms, 250cycles)
Sat Dec 28 04:06:48 CET 2013: 12: No solution found.
Sat Dec 28 04:07:10 CET 2013: 13: finished (21931ms, 250cycles)
Sat Dec 28 04:07:10 CET 2013: 13: No solution found.
Sat Dec 28 04:07:32 CET 2013: 14: finished (21536ms, 250cycles)
Sat Dec 28 04:07:32 CET 2013: 14: No solution found.
Sat Dec 28 04:07:54 CET 2013: 15: finished (21717ms, 250cycles)
