Sun Jan 12 01:14:35 CET 2014: Problem Count: 40
Sun Jan 12 01:14:35 CET 2014: CandidatesCount: 50
Sun Jan 12 01:14:35 CET 2014: Max Cycles: 500
Sun Jan 12 01:14:35 CET 2014: 0: finished (418ms, 500cycles)
Sun Jan 12 01:14:35 CET 2014: 0: No solution found.
Sun Jan 12 01:14:35 CET 2014: 1: finished (358ms, 500cycles)
Sun Jan 12 01:14:35 CET 2014: 1: No solution found.
Sun Jan 12 01:14:36 CET 2014: 2: finished (581ms, 500cycles)
Sun Jan 12 01:14:36 CET 2014: 2: No solution found.
Sun Jan 12 01:14:36 CET 2014: 3: finished (323ms, 500cycles)
Sun Jan 12 01:14:36 CET 2014: 3: No solution found.
Sun Jan 12 01:14:37 CET 2014: 4: finished (335ms, 500cycles)
Sun Jan 12 01:14:37 CET 2014: 4: No solution found.
Sun Jan 12 01:14:37 CET 2014: 5: finished (423ms, 500cycles)
Sun Jan 12 01:14:37 CET 2014: 5: No solution found.
Sun Jan 12 01:14:38 CET 2014: 6: finished (529ms, 500cycles)
Sun Jan 12 01:14:38 CET 2014: 6: No solution found.
Sun Jan 12 01:14:38 CET 2014: 7: finished (402ms, 500cycles)
Sun Jan 12 01:14:38 CET 2014: 7: No solution found.
Sun Jan 12 01:14:38 CET 2014: 8: finished (360ms, 500cycles)
Sun Jan 12 01:14:38 CET 2014: 8: No solution found.
Sun Jan 12 01:14:39 CET 2014: 9: finished (440ms, 500cycles)
Sun Jan 12 01:14:39 CET 2014: 9: No solution found.
Sun Jan 12 01:14:39 CET 2014: 10: finished (335ms, 500cycles)
Sun Jan 12 01:14:39 CET 2014: 10: No solution found.
Sun Jan 12 01:14:40 CET 2014: 11: finished (414ms, 500cycles)
Sun Jan 12 01:14:40 CET 2014: 11: No solution found.
Sun Jan 12 01:14:40 CET 2014: 12: finished (455ms, 500cycles)
Sun Jan 12 01:14:40 CET 2014: 12: No solution found.
Sun Jan 12 01:14:40 CET 2014: 13: finished (405ms, 500cycles)
Sun Jan 12 01:14:40 CET 2014: 13: No solution found.
Sun Jan 12 01:14:41 CET 2014: 14: finished (438ms, 500cycles)
Sun Jan 12 01:14:41 CET 2014: 14: No solution found.
Sun Jan 12 01:14:41 CET 2014: 15: finished (316ms, 500cycles)
Sun Jan 12 01:14:41 CET 2014: 15: No solution found.
Sun Jan 12 01:14:41 CET 2014: 16: finished (337ms, 500cycles)
Sun Jan 12 01:14:41 CET 2014: 16: No solution found.
Sun Jan 12 01:14:42 CET 2014: 17: finished (398ms, 500cycles)
Sun Jan 12 01:14:42 CET 2014: 17: No solution found.
Sun Jan 12 01:14:42 CET 2014: 18: finished (324ms, 500cycles)
Sun Jan 12 01:14:42 CET 2014: 18: No solution found.
Sun Jan 12 01:14:43 CET 2014: 19: finished (411ms, 500cycles)
Sun Jan 12 01:14:43 CET 2014: 19: No solution found.
Sun Jan 12 01:14:43 CET 2014: 20: finished (376ms, 500cycles)
Sun Jan 12 01:14:43 CET 2014: 20: No solution found.
Sun Jan 12 01:14:43 CET 2014: 21: finished (440ms, 500cycles)
Sun Jan 12 01:14:43 CET 2014: 21: No solution found.
Sun Jan 12 01:14:44 CET 2014: 22: finished (488ms, 500cycles)
Sun Jan 12 01:14:44 CET 2014: 22: No solution found.
Sun Jan 12 01:14:44 CET 2014: 23: finished (392ms, 500cycles)
Sun Jan 12 01:14:44 CET 2014: 23: No solution found.
Sun Jan 12 01:14:45 CET 2014: 24: finished (321ms, 500cycles)
Sun Jan 12 01:14:45 CET 2014: 24: No solution found.
Sun Jan 12 01:14:45 CET 2014: 25: finished (447ms, 500cycles)
Sun Jan 12 01:14:45 CET 2014: 25: No solution found.
Sun Jan 12 01:14:46 CET 2014: 26: finished (519ms, 500cycles)
Sun Jan 12 01:14:46 CET 2014: 26: No solution found.
Sun Jan 12 01:14:46 CET 2014: 27: finished (395ms, 500cycles)
Sun Jan 12 01:14:46 CET 2014: 27: No solution found.
Sun Jan 12 01:14:46 CET 2014: 28: finished (330ms, 500cycles)
Sun Jan 12 01:14:46 CET 2014: 28: No solution found.
Sun Jan 12 01:14:47 CET 2014: 29: finished (386ms, 500cycles)
Sun Jan 12 01:14:47 CET 2014: 29: No solution found.
Sun Jan 12 01:14:47 CET 2014: 30: finished (396ms, 500cycles)
Sun Jan 12 01:14:47 CET 2014: 30: No solution found.
Sun Jan 12 01:14:48 CET 2014: 31: finished (440ms, 500cycles)
Sun Jan 12 01:14:48 CET 2014: 31: No solution found.
Sun Jan 12 01:14:48 CET 2014: 32: finished (366ms, 500cycles)
Sun Jan 12 01:14:48 CET 2014: 32: No solution found.
Sun Jan 12 01:14:48 CET 2014: 33: finished (314ms, 500cycles)
Sun Jan 12 01:14:48 CET 2014: 33: No solution found.
Sun Jan 12 01:14:49 CET 2014: 34: finished (361ms, 500cycles)
Sun Jan 12 01:14:49 CET 2014: 34: No solution found.
Sun Jan 12 01:14:49 CET 2014: 35: finished (372ms, 500cycles)
Sun Jan 12 01:14:49 CET 2014: 35: No solution found.
Sun Jan 12 01:14:49 CET 2014: 36: finished (407ms, 500cycles)
Sun Jan 12 01:14:49 CET 2014: 36: No solution found.
Sun Jan 12 01:14:50 CET 2014: 37: finished (488ms, 500cycles)
Sun Jan 12 01:14:50 CET 2014: 37: No solution found.
Sun Jan 12 01:14:50 CET 2014: 38: finished (399ms, 500cycles)
Sun Jan 12 01:14:50 CET 2014: 38: No solution found.
Sun Jan 12 01:14:51 CET 2014: 39: finished (402ms, 500cycles)
Sun Jan 12 01:14:51 CET 2014: 39: No solution found.
Sun Jan 12 01:14:51 CET 2014: 40: finished (401ms, 500cycles)
Sun Jan 12 01:14:51 CET 2014: 40: No solution found.
Sun Jan 12 01:14:51 CET 2014: 41: finished (405ms, 500cycles)
