Sat Jan 11 20:22:15 CET 2014: Problem Count: 30
Sat Jan 11 20:22:15 CET 2014: CandidatesCount: 20
Sat Jan 11 20:22:15 CET 2014: Max Cycles: 500
Sat Jan 11 20:22:15 CET 2014: 0: finished (81ms, 500cycles)
Sat Jan 11 20:22:15 CET 2014: 0: No solution found.
Sat Jan 11 20:22:15 CET 2014: 1: finished (11ms, 48cycles)
Sat Jan 11 20:22:15 CET 2014: 1: Solution found.
Sat Jan 11 20:22:15 CET 2014: 2: finished (80ms, 500cycles)
Sat Jan 11 20:22:15 CET 2014: 2: No solution found.
Sat Jan 11 20:22:15 CET 2014: 3: finished (82ms, 500cycles)
Sat Jan 11 20:22:15 CET 2014: 3: No solution found.
Sat Jan 11 20:22:16 CET 2014: 4: finished (79ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 4: No solution found.
Sat Jan 11 20:22:16 CET 2014: 5: finished (82ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 5: No solution found.
Sat Jan 11 20:22:16 CET 2014: 6: finished (81ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 6: No solution found.
Sat Jan 11 20:22:16 CET 2014: 7: finished (80ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 7: No solution found.
Sat Jan 11 20:22:16 CET 2014: 8: finished (79ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 8: No solution found.
Sat Jan 11 20:22:16 CET 2014: 9: finished (80ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 9: No solution found.
Sat Jan 11 20:22:16 CET 2014: 10: finished (3ms, 13cycles)
Sat Jan 11 20:22:16 CET 2014: 10: Solution found.
Sat Jan 11 20:22:16 CET 2014: 11: finished (80ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 11: No solution found.
Sat Jan 11 20:22:16 CET 2014: 12: finished (92ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 12: No solution found.
Sat Jan 11 20:22:16 CET 2014: 13: finished (84ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 13: No solution found.
Sat Jan 11 20:22:16 CET 2014: 14: finished (1ms, 6cycles)
Sat Jan 11 20:22:16 CET 2014: 14: Solution found.
Sat Jan 11 20:22:16 CET 2014: 15: finished (85ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 15: No solution found.
Sat Jan 11 20:22:16 CET 2014: 16: finished (82ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 16: No solution found.
Sat Jan 11 20:22:16 CET 2014: 17: finished (84ms, 500cycles)
Sat Jan 11 20:22:16 CET 2014: 17: No solution found.
Sat Jan 11 20:22:17 CET 2014: 18: finished (78ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 18: No solution found.
Sat Jan 11 20:22:17 CET 2014: 19: finished (79ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 19: No solution found.
Sat Jan 11 20:22:17 CET 2014: 20: finished (80ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 20: No solution found.
Sat Jan 11 20:22:17 CET 2014: 21: finished (6ms, 30cycles)
Sat Jan 11 20:22:17 CET 2014: 21: Solution found.
Sat Jan 11 20:22:17 CET 2014: 22: finished (79ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 22: No solution found.
Sat Jan 11 20:22:17 CET 2014: 23: finished (81ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 23: No solution found.
Sat Jan 11 20:22:17 CET 2014: 24: finished (80ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 24: No solution found.
Sat Jan 11 20:22:17 CET 2014: 25: finished (80ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 25: No solution found.
Sat Jan 11 20:22:17 CET 2014: 26: finished (79ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 26: No solution found.
Sat Jan 11 20:22:17 CET 2014: 27: finished (80ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 27: No solution found.
Sat Jan 11 20:22:17 CET 2014: 28: finished (82ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 28: No solution found.
Sat Jan 11 20:22:17 CET 2014: 29: finished (2ms, 8cycles)
Sat Jan 11 20:22:17 CET 2014: 29: Solution found.
Sat Jan 11 20:22:17 CET 2014: 30: finished (80ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 30: No solution found.
Sat Jan 11 20:22:17 CET 2014: 31: finished (77ms, 500cycles)
Sat Jan 11 20:22:17 CET 2014: 31: No solution found.
Sat Jan 11 20:22:17 CET 2014: 32: finished (2ms, 15cycles)
Sat Jan 11 20:22:17 CET 2014: 32: Solution found.
Sat Jan 11 20:22:18 CET 2014: 33: finished (84ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 33: No solution found.
Sat Jan 11 20:22:18 CET 2014: 34: finished (79ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 34: No solution found.
Sat Jan 11 20:22:18 CET 2014: 35: finished (1ms, 2cycles)
Sat Jan 11 20:22:18 CET 2014: 35: Solution found.
Sat Jan 11 20:22:18 CET 2014: 36: finished (1ms, 5cycles)
Sat Jan 11 20:22:18 CET 2014: 36: Solution found.
Sat Jan 11 20:22:18 CET 2014: 37: finished (81ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 37: No solution found.
Sat Jan 11 20:22:18 CET 2014: 38: finished (81ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 38: No solution found.
Sat Jan 11 20:22:18 CET 2014: 39: finished (79ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 39: No solution found.
Sat Jan 11 20:22:18 CET 2014: 40: finished (79ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 40: No solution found.
Sat Jan 11 20:22:18 CET 2014: 41: finished (80ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 41: No solution found.
Sat Jan 11 20:22:18 CET 2014: 42: finished (2ms, 7cycles)
Sat Jan 11 20:22:18 CET 2014: 42: Solution found.
Sat Jan 11 20:22:18 CET 2014: 43: finished (80ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 43: No solution found.
Sat Jan 11 20:22:18 CET 2014: 44: finished (81ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 44: No solution found.
Sat Jan 11 20:22:18 CET 2014: 45: finished (79ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 45: No solution found.
Sat Jan 11 20:22:18 CET 2014: 46: finished (81ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 46: No solution found.
Sat Jan 11 20:22:18 CET 2014: 47: finished (81ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 47: No solution found.
Sat Jan 11 20:22:18 CET 2014: 48: finished (80ms, 500cycles)
Sat Jan 11 20:22:18 CET 2014: 48: No solution found.
Sat Jan 11 20:22:19 CET 2014: 49: finished (79ms, 500cycles)
Sat Jan 11 20:22:19 CET 2014: 49: No solution found.
Sat Jan 11 20:22:19 CET 2014: 50: finished (82ms, 500cycles)
Sat Jan 11 20:22:19 CET 2014: 50: No solution found.
Sat Jan 11 20:22:19 CET 2014: 51: finished (218ms, 500cycles)
Sat Jan 11 20:22:19 CET 2014: 51: No solution found.
Sat Jan 11 20:22:19 CET 2014: 52: finished (229ms, 500cycles)
Sat Jan 11 20:22:19 CET 2014: 52: No solution found.
Sat Jan 11 20:22:19 CET 2014: 53: finished (229ms, 500cycles)
Sat Jan 11 20:22:19 CET 2014: 53: No solution found.
Sat Jan 11 20:22:20 CET 2014: 54: finished (258ms, 500cycles)
Sat Jan 11 20:22:20 CET 2014: 54: No solution found.
Sat Jan 11 20:22:20 CET 2014: 55: finished (234ms, 500cycles)
Sat Jan 11 20:22:20 CET 2014: 55: No solution found.
Sat Jan 11 20:22:20 CET 2014: 56: finished (233ms, 500cycles)
Sat Jan 11 20:22:20 CET 2014: 56: No solution found.
Sat Jan 11 20:22:20 CET 2014: 57: finished (237ms, 500cycles)
Sat Jan 11 20:22:20 CET 2014: 57: No solution found.
Sat Jan 11 20:22:21 CET 2014: 58: finished (235ms, 500cycles)
Sat Jan 11 20:22:21 CET 2014: 58: No solution found.
Sat Jan 11 20:22:21 CET 2014: 59: finished (2ms, 2cycles)
Sat Jan 11 20:22:21 CET 2014: 59: Solution found.
Sat Jan 11 20:22:21 CET 2014: 60: finished (235ms, 500cycles)
Sat Jan 11 20:22:21 CET 2014: 60: No solution found.
Sat Jan 11 20:22:21 CET 2014: 61: finished (237ms, 500cycles)
Sat Jan 11 20:22:21 CET 2014: 61: No solution found.
Sat Jan 11 20:22:21 CET 2014: 62: finished (233ms, 500cycles)
Sat Jan 11 20:22:21 CET 2014: 62: No solution found.
Sat Jan 11 20:22:21 CET 2014: 63: finished (235ms, 500cycles)
Sat Jan 11 20:22:21 CET 2014: 63: No solution found.
Sat Jan 11 20:22:22 CET 2014: 64: finished (233ms, 500cycles)
Sat Jan 11 20:22:22 CET 2014: 64: No solution found.
Sat Jan 11 20:22:22 CET 2014: 65: finished (247ms, 500cycles)
Sat Jan 11 20:22:22 CET 2014: 65: No solution found.
Sat Jan 11 20:22:22 CET 2014: 66: finished (260ms, 500cycles)
Sat Jan 11 20:22:22 CET 2014: 66: No solution found.
Sat Jan 11 20:22:22 CET 2014: 67: finished (234ms, 500cycles)
Sat Jan 11 20:22:22 CET 2014: 67: No solution found.
Sat Jan 11 20:22:23 CET 2014: 68: finished (233ms, 500cycles)
Sat Jan 11 20:22:23 CET 2014: 68: No solution found.
Sat Jan 11 20:22:23 CET 2014: 69: finished (235ms, 500cycles)
Sat Jan 11 20:22:23 CET 2014: 69: No solution found.
Sat Jan 11 20:22:23 CET 2014: 70: finished (232ms, 500cycles)
Sat Jan 11 20:22:23 CET 2014: 70: No solution found.
Sat Jan 11 20:22:23 CET 2014: 71: finished (233ms, 500cycles)
Sat Jan 11 20:22:23 CET 2014: 71: No solution found.
Sat Jan 11 20:22:24 CET 2014: 72: finished (234ms, 500cycles)
Sat Jan 11 20:22:24 CET 2014: 72: No solution found.
Sat Jan 11 20:22:24 CET 2014: 73: finished (240ms, 500cycles)
Sat Jan 11 20:22:24 CET 2014: 73: No solution found.
Sat Jan 11 20:22:24 CET 2014: 74: finished (237ms, 500cycles)
Sat Jan 11 20:22:24 CET 2014: 74: No solution found.
Sat Jan 11 20:22:24 CET 2014: 75: finished (234ms, 500cycles)
Sat Jan 11 20:22:24 CET 2014: 75: No solution found.
Sat Jan 11 20:22:25 CET 2014: 76: finished (234ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 76: No solution found.
Sat Jan 11 20:22:25 CET 2014: 77: finished (233ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 77: No solution found.
Sat Jan 11 20:22:25 CET 2014: 78: finished (82ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 78: No solution found.
Sat Jan 11 20:22:25 CET 2014: 79: finished (86ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 79: No solution found.
Sat Jan 11 20:22:25 CET 2014: 80: finished (96ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 80: No solution found.
Sat Jan 11 20:22:25 CET 2014: 81: finished (82ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 81: No solution found.
Sat Jan 11 20:22:25 CET 2014: 82: finished (78ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 82: No solution found.
Sat Jan 11 20:22:25 CET 2014: 83: finished (6ms, 26cycles)
Sat Jan 11 20:22:25 CET 2014: 83: Solution found.
Sat Jan 11 20:22:25 CET 2014: 84: finished (9ms, 55cycles)
Sat Jan 11 20:22:25 CET 2014: 84: Solution found.
Sat Jan 11 20:22:25 CET 2014: 85: finished (80ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 85: No solution found.
Sat Jan 11 20:22:25 CET 2014: 86: finished (7ms, 39cycles)
Sat Jan 11 20:22:25 CET 2014: 86: Solution found.
Sat Jan 11 20:22:25 CET 2014: 87: finished (85ms, 500cycles)
Sat Jan 11 20:22:25 CET 2014: 87: No solution found.
Sat Jan 11 20:22:26 CET 2014: 88: finished (82ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 88: No solution found.
Sat Jan 11 20:22:26 CET 2014: 89: finished (79ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 89: No solution found.
Sat Jan 11 20:22:26 CET 2014: 90: finished (83ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 90: No solution found.
Sat Jan 11 20:22:26 CET 2014: 91: finished (80ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 91: No solution found.
Sat Jan 11 20:22:26 CET 2014: 92: finished (86ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 92: No solution found.
Sat Jan 11 20:22:26 CET 2014: 93: finished (94ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 93: No solution found.
Sat Jan 11 20:22:26 CET 2014: 94: finished (90ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 94: No solution found.
Sat Jan 11 20:22:26 CET 2014: 95: finished (81ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 95: No solution found.
Sat Jan 11 20:22:26 CET 2014: 96: finished (83ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 96: No solution found.
Sat Jan 11 20:22:26 CET 2014: 97: finished (4ms, 13cycles)
Sat Jan 11 20:22:26 CET 2014: 97: Solution found.
Sat Jan 11 20:22:26 CET 2014: 98: finished (87ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 98: No solution found.
Sat Jan 11 20:22:26 CET 2014: 99: finished (80ms, 500cycles)
Sat Jan 11 20:22:26 CET 2014: 99: No solution found.
Sat Jan 11 20:22:26 CET 2014: Solution Found: 14
Sat Jan 11 20:22:26 CET 2014: Avg cycles: 19
Sat Jan 11 20:22:26 CET 2014: Max cycles: 55
Sat Jan 11 20:22:26 CET 2014: Min cycles: 2
Sat Jan 11 20:22:26 CET 2014: No solution found: 86
Sat Jan 11 20:22:26 CET 2014: logging finished. (runtime: 11132ms)
