Fri Dec 27 10:01:33 CET 2013: Problem Count: 150
Fri Dec 27 10:01:33 CET 2013: CandidatesCount: 100
Fri Dec 27 10:01:33 CET 2013: Max Cycles: 500
Fri Dec 27 10:01:36 CET 2013: 0: finished (3799ms, 500cycles)
Fri Dec 27 10:01:36 CET 2013: 0: No solution found.
Fri Dec 27 10:01:40 CET 2013: 1: finished (3813ms, 500cycles)
Fri Dec 27 10:01:40 CET 2013: 1: No solution found.
Fri Dec 27 10:01:44 CET 2013: 2: finished (4089ms, 500cycles)
Fri Dec 27 10:01:44 CET 2013: 2: No solution found.
Fri Dec 27 10:01:45 CET 2013: 3: finished (422ms, 52cycles)
Fri Dec 27 10:01:45 CET 2013: 3: Solution found.
Fri Dec 27 10:01:49 CET 2013: 4: finished (3793ms, 500cycles)
Fri Dec 27 10:01:49 CET 2013: 4: No solution found.
Fri Dec 27 10:01:52 CET 2013: 5: finished (3893ms, 500cycles)
Fri Dec 27 10:01:52 CET 2013: 5: No solution found.
Fri Dec 27 10:01:57 CET 2013: 6: finished (4088ms, 500cycles)
Fri Dec 27 10:01:57 CET 2013: 6: No solution found.
Fri Dec 27 10:01:57 CET 2013: 7: finished (333ms, 40cycles)
Fri Dec 27 10:01:57 CET 2013: 7: Solution found.
Fri Dec 27 10:02:01 CET 2013: 8: finished (4001ms, 500cycles)
Fri Dec 27 10:02:01 CET 2013: 8: No solution found.
Fri Dec 27 10:02:05 CET 2013: 9: finished (4113ms, 500cycles)
Fri Dec 27 10:02:05 CET 2013: 9: No solution found.
Fri Dec 27 10:02:09 CET 2013: 10: finished (4052ms, 500cycles)
Fri Dec 27 10:02:09 CET 2013: 10: No solution found.
Fri Dec 27 10:02:09 CET 2013: 11: finished (441ms, 54cycles)
Fri Dec 27 10:02:09 CET 2013: 11: Solution found.
Fri Dec 27 10:02:10 CET 2013: 12: finished (176ms, 19cycles)
Fri Dec 27 10:02:10 CET 2013: 12: Solution found.
Fri Dec 27 10:02:14 CET 2013: 13: finished (3974ms, 500cycles)
Fri Dec 27 10:02:14 CET 2013: 13: No solution found.
Fri Dec 27 10:02:14 CET 2013: 14: finished (496ms, 61cycles)
Fri Dec 27 10:02:14 CET 2013: 14: Solution found.
Fri Dec 27 10:02:18 CET 2013: 15: finished (3751ms, 500cycles)
Fri Dec 27 10:02:18 CET 2013: 15: No solution found.
Fri Dec 27 10:02:22 CET 2013: 16: finished (4149ms, 500cycles)
Fri Dec 27 10:02:22 CET 2013: 16: No solution found.
Fri Dec 27 10:02:26 CET 2013: 17: finished (4204ms, 500cycles)
Fri Dec 27 10:02:26 CET 2013: 17: No solution found.
Fri Dec 27 10:02:30 CET 2013: 18: finished (3750ms, 500cycles)
Fri Dec 27 10:02:30 CET 2013: 18: No solution found.
Fri Dec 27 10:02:34 CET 2013: 19: finished (3808ms, 500cycles)
Fri Dec 27 10:02:34 CET 2013: 19: No solution found.
Fri Dec 27 10:02:38 CET 2013: 20: finished (3837ms, 500cycles)
Fri Dec 27 10:02:38 CET 2013: 20: No solution found.
Fri Dec 27 10:02:42 CET 2013: 21: finished (4159ms, 500cycles)
Fri Dec 27 10:02:42 CET 2013: 21: No solution found.
Fri Dec 27 10:02:45 CET 2013: 22: finished (3702ms, 500cycles)
Fri Dec 27 10:02:45 CET 2013: 22: No solution found.
Fri Dec 27 10:02:49 CET 2013: 23: finished (4006ms, 500cycles)
Fri Dec 27 10:02:49 CET 2013: 23: No solution found.
Fri Dec 27 10:02:50 CET 2013: 24: finished (212ms, 25cycles)
Fri Dec 27 10:02:50 CET 2013: 24: Solution found.
Fri Dec 27 10:02:53 CET 2013: 25: finished (3624ms, 500cycles)
Fri Dec 27 10:02:53 CET 2013: 25: No solution found.
Fri Dec 27 10:02:54 CET 2013: 26: finished (1055ms, 136cycles)
