Sat Dec 28 18:33:43 CET 2013: Problem Count: 100
Sat Dec 28 18:33:43 CET 2013: CandidatesCount: 100
Sat Dec 28 18:33:43 CET 2013: Max Cycles: 1000
Sat Dec 28 18:33:56 CET 2013: 0: finished (13765ms, 1000cycles)
Sat Dec 28 18:33:56 CET 2013: 0: No solution found.
Sat Dec 28 18:34:10 CET 2013: 1: finished (13589ms, 1000cycles)
Sat Dec 28 18:34:10 CET 2013: 1: No solution found.
Sat Dec 28 18:34:24 CET 2013: 2: finished (14374ms, 1000cycles)
Sat Dec 28 18:34:24 CET 2013: 2: No solution found.
Sat Dec 28 18:34:36 CET 2013: 3: finished (11595ms, 1000cycles)
Sat Dec 28 18:34:36 CET 2013: 3: No solution found.
Sat Dec 28 18:34:47 CET 2013: 4: finished (11401ms, 1000cycles)
Sat Dec 28 18:34:47 CET 2013: 4: No solution found.
Sat Dec 28 18:35:01 CET 2013: 5: finished (13383ms, 1000cycles)
Sat Dec 28 18:35:01 CET 2013: 5: No solution found.
Sat Dec 28 18:35:02 CET 2013: 6: finished (1513ms, 127cycles)
Sat Dec 28 18:35:02 CET 2013: 6: Solution found.
Sat Dec 28 18:35:13 CET 2013: 7: finished (11212ms, 1000cycles)
Sat Dec 28 18:35:13 CET 2013: 7: No solution found.
Sat Dec 28 18:35:25 CET 2013: 8: finished (11357ms, 1000cycles)
Sat Dec 28 18:35:25 CET 2013: 8: No solution found.
Sat Dec 28 18:35:36 CET 2013: 9: finished (11488ms, 1000cycles)
Sat Dec 28 18:35:36 CET 2013: 9: No solution found.
Sat Dec 28 18:35:47 CET 2013: 10: finished (11104ms, 1000cycles)
Sat Dec 28 18:35:47 CET 2013: 10: No solution found.
Sat Dec 28 18:36:01 CET 2013: 11: finished (13727ms, 1000cycles)
Sat Dec 28 18:36:01 CET 2013: 11: No solution found.
Sat Dec 28 18:36:13 CET 2013: 12: finished (11445ms, 1000cycles)
Sat Dec 28 18:36:13 CET 2013: 12: No solution found.
Sat Dec 28 18:36:26 CET 2013: 13: finished (13621ms, 1000cycles)
Sat Dec 28 18:36:26 CET 2013: 13: No solution found.
Sat Dec 28 18:36:42 CET 2013: 14: finished (15309ms, 1000cycles)
Sat Dec 28 18:36:42 CET 2013: 14: No solution found.
Sat Dec 28 18:36:53 CET 2013: 15: finished (11148ms, 1000cycles)
Sat Dec 28 18:36:53 CET 2013: 15: No solution found.
Sat Dec 28 18:37:04 CET 2013: 16: finished (11211ms, 1000cycles)
Sat Dec 28 18:37:04 CET 2013: 16: No solution found.
Sat Dec 28 18:37:19 CET 2013: 17: finished (14708ms, 1000cycles)
Sat Dec 28 18:37:19 CET 2013: 17: No solution found.
Sat Dec 28 18:37:33 CET 2013: 18: finished (14209ms, 1000cycles)
Sat Dec 28 18:37:33 CET 2013: 18: No solution found.
Sat Dec 28 18:37:44 CET 2013: 19: finished (11368ms, 1000cycles)
Sat Dec 28 18:37:44 CET 2013: 19: No solution found.
Sat Dec 28 18:37:58 CET 2013: 20: finished (13939ms, 1000cycles)
Sat Dec 28 18:37:58 CET 2013: 20: No solution found.
Sat Dec 28 18:38:12 CET 2013: 21: finished (13994ms, 1000cycles)
Sat Dec 28 18:38:12 CET 2013: 21: No solution found.
Sat Dec 28 18:38:26 CET 2013: 22: finished (14170ms, 1000cycles)
Sat Dec 28 18:38:26 CET 2013: 22: No solution found.
Sat Dec 28 18:38:37 CET 2013: 23: finished (10989ms, 1000cycles)
Sat Dec 28 18:38:37 CET 2013: 23: No solution found.
Sat Dec 28 18:38:48 CET 2013: 24: finished (10922ms, 1000cycles)
Sat Dec 28 18:38:48 CET 2013: 24: No solution found.
Sat Dec 28 18:38:59 CET 2013: 25: finished (11164ms, 1000cycles)
Sat Dec 28 18:38:59 CET 2013: 25: No solution found.
Sat Dec 28 18:39:11 CET 2013: 26: finished (11516ms, 1000cycles)
Sat Dec 28 18:39:11 CET 2013: 26: No solution found.
Sat Dec 28 18:39:12 CET 2013: 27: finished (1066ms, 87cycles)
Sat Dec 28 18:39:12 CET 2013: 27: Solution found.
Sat Dec 28 18:39:27 CET 2013: 28: finished (15042ms, 1000cycles)
Sat Dec 28 18:39:27 CET 2013: 28: No solution found.
Sat Dec 28 18:39:40 CET 2013: 29: finished (13302ms, 1000cycles)
Sat Dec 28 18:39:40 CET 2013: 29: No solution found.
Sat Dec 28 18:39:52 CET 2013: 30: finished (11423ms, 1000cycles)
Sat Dec 28 18:39:52 CET 2013: 30: No solution found.
Sat Dec 28 18:40:05 CET 2013: 31: finished (13721ms, 1000cycles)
Sat Dec 28 18:40:05 CET 2013: 31: No solution found.
Sat Dec 28 18:40:17 CET 2013: 32: finished (11472ms, 1000cycles)
Sat Dec 28 18:40:17 CET 2013: 32: No solution found.
Sat Dec 28 18:40:28 CET 2013: 33: finished (11138ms, 1000cycles)
Sat Dec 28 18:40:28 CET 2013: 33: No solution found.
Sat Dec 28 18:40:39 CET 2013: 34: finished (11111ms, 1000cycles)
Sat Dec 28 18:40:39 CET 2013: 34: No solution found.
Sat Dec 28 18:40:54 CET 2013: 35: finished (14485ms, 1000cycles)
Sat Dec 28 18:40:54 CET 2013: 35: No solution found.
Sat Dec 28 18:41:05 CET 2013: 36: finished (11166ms, 1000cycles)
Sat Dec 28 18:41:05 CET 2013: 36: No solution found.
Sat Dec 28 18:41:06 CET 2013: 37: finished (1019ms, 85cycles)
Sat Dec 28 18:41:06 CET 2013: 37: Solution found.
Sat Dec 28 18:41:07 CET 2013: 38: finished (834ms, 70cycles)
Sat Dec 28 18:41:07 CET 2013: 38: Solution found.
