Sat Jan 11 19:57:37 CET 2014: Problem Count: 40
Sat Jan 11 19:57:37 CET 2014: CandidatesCount: 40
Sat Jan 11 19:57:37 CET 2014: Max Cycles: 500
Sat Jan 11 19:57:37 CET 2014: 0: finished (324ms, 500cycles)
Sat Jan 11 19:57:37 CET 2014: 0: No solution found.
Sat Jan 11 19:57:38 CET 2014: 1: finished (298ms, 500cycles)
Sat Jan 11 19:57:38 CET 2014: 1: No solution found.
Sat Jan 11 19:57:38 CET 2014: 2: finished (283ms, 500cycles)
Sat Jan 11 19:57:38 CET 2014: 2: No solution found.
Sat Jan 11 19:57:38 CET 2014: 3: finished (339ms, 500cycles)
Sat Jan 11 19:57:38 CET 2014: 3: No solution found.
Sat Jan 11 19:57:39 CET 2014: 4: finished (281ms, 500cycles)
Sat Jan 11 19:57:39 CET 2014: 4: No solution found.
Sat Jan 11 19:57:39 CET 2014: 5: finished (405ms, 500cycles)
Sat Jan 11 19:57:39 CET 2014: 5: No solution found.
Sat Jan 11 19:57:39 CET 2014: 6: finished (385ms, 500cycles)
Sat Jan 11 19:57:39 CET 2014: 6: No solution found.
Sat Jan 11 19:57:40 CET 2014: 7: finished (307ms, 500cycles)
Sat Jan 11 19:57:40 CET 2014: 7: No solution found.
Sat Jan 11 19:57:40 CET 2014: 8: finished (344ms, 500cycles)
Sat Jan 11 19:57:40 CET 2014: 8: No solution found.
Sat Jan 11 19:57:40 CET 2014: 9: finished (331ms, 500cycles)
Sat Jan 11 19:57:40 CET 2014: 9: No solution found.
Sat Jan 11 19:57:41 CET 2014: 10: finished (383ms, 500cycles)
Sat Jan 11 19:57:41 CET 2014: 10: No solution found.
Sat Jan 11 19:57:41 CET 2014: 11: finished (339ms, 500cycles)
Sat Jan 11 19:57:41 CET 2014: 11: No solution found.
Sat Jan 11 19:57:42 CET 2014: 12: finished (814ms, 500cycles)
Sat Jan 11 19:57:42 CET 2014: 12: No solution found.
Sat Jan 11 19:57:43 CET 2014: 13: finished (944ms, 500cycles)
Sat Jan 11 19:57:43 CET 2014: 13: No solution found.
Sat Jan 11 19:57:43 CET 2014: 14: finished (727ms, 500cycles)
Sat Jan 11 19:57:43 CET 2014: 14: No solution found.
Sat Jan 11 19:57:44 CET 2014: 15: finished (812ms, 500cycles)
Sat Jan 11 19:57:44 CET 2014: 15: No solution found.
Sat Jan 11 19:57:45 CET 2014: 16: finished (824ms, 500cycles)
Sat Jan 11 19:57:45 CET 2014: 16: No solution found.
Sat Jan 11 19:57:46 CET 2014: 17: finished (797ms, 500cycles)
Sat Jan 11 19:57:46 CET 2014: 17: No solution found.
Sat Jan 11 19:57:47 CET 2014: 18: finished (813ms, 500cycles)
Sat Jan 11 19:57:47 CET 2014: 18: No solution found.
Sat Jan 11 19:57:47 CET 2014: 19: finished (609ms, 500cycles)
Sat Jan 11 19:57:47 CET 2014: 19: No solution found.
Sat Jan 11 19:57:48 CET 2014: 20: finished (380ms, 500cycles)
Sat Jan 11 19:57:48 CET 2014: 20: No solution found.
Sat Jan 11 19:57:48 CET 2014: 21: finished (292ms, 500cycles)
Sat Jan 11 19:57:48 CET 2014: 21: No solution found.
Sat Jan 11 19:57:48 CET 2014: 22: finished (461ms, 500cycles)
Sat Jan 11 19:57:48 CET 2014: 22: No solution found.
Sat Jan 11 19:57:49 CET 2014: 23: finished (543ms, 500cycles)
Sat Jan 11 19:57:49 CET 2014: 23: No solution found.
Sat Jan 11 19:57:49 CET 2014: 24: finished (348ms, 500cycles)
