Fri Dec 27 00:46:40 CET 2013: Problem Count: 50
Fri Dec 27 00:46:40 CET 2013: CandidatesCount: 50
Fri Dec 27 00:46:40 CET 2013: Max Cycles: 500
Fri Dec 27 00:46:41 CET 2013: 0: finished (970ms, 500cycles)
Fri Dec 27 00:46:41 CET 2013: 0: No solution found.
Fri Dec 27 00:46:41 CET 2013: 1: finished (73ms, 44cycles)
Fri Dec 27 00:46:41 CET 2013: 1: Solution found.
Fri Dec 27 00:46:42 CET 2013: 2: finished (1072ms, 500cycles)
Fri Dec 27 00:46:42 CET 2013: 2: No solution found.
Fri Dec 27 00:46:43 CET 2013: 3: finished (428ms, 500cycles)
Fri Dec 27 00:46:43 CET 2013: 3: No solution found.
Fri Dec 27 00:46:43 CET 2013: 4: finished (327ms, 500cycles)
Fri Dec 27 00:46:43 CET 2013: 4: No solution found.
Fri Dec 27 00:46:43 CET 2013: 5: finished (324ms, 500cycles)
Fri Dec 27 00:46:43 CET 2013: 5: No solution found.
Fri Dec 27 00:46:44 CET 2013: 6: finished (322ms, 500cycles)
Fri Dec 27 00:46:44 CET 2013: 6: No solution found.
Fri Dec 27 00:46:44 CET 2013: 7: finished (409ms, 500cycles)
Fri Dec 27 00:46:44 CET 2013: 7: No solution found.
Fri Dec 27 00:46:44 CET 2013: 8: finished (320ms, 500cycles)
Fri Dec 27 00:46:44 CET 2013: 8: No solution found.
Fri Dec 27 00:46:45 CET 2013: 9: finished (438ms, 500cycles)
Fri Dec 27 00:46:45 CET 2013: 9: No solution found.
Fri Dec 27 00:46:45 CET 2013: 10: finished (319ms, 500cycles)
Fri Dec 27 00:46:45 CET 2013: 10: No solution found.
Fri Dec 27 00:46:45 CET 2013: 11: finished (313ms, 500cycles)
Fri Dec 27 00:46:45 CET 2013: 11: No solution found.
Fri Dec 27 00:46:46 CET 2013: 12: finished (398ms, 500cycles)
Fri Dec 27 00:46:46 CET 2013: 12: No solution found.
Fri Dec 27 00:46:46 CET 2013: 13: finished (339ms, 500cycles)
Fri Dec 27 00:46:46 CET 2013: 13: No solution found.
Fri Dec 27 00:46:46 CET 2013: 14: finished (73ms, 99cycles)
Fri Dec 27 00:46:46 CET 2013: 14: Solution found.
Fri Dec 27 00:46:47 CET 2013: 15: finished (318ms, 500cycles)
Fri Dec 27 00:46:47 CET 2013: 15: No solution found.
Fri Dec 27 00:46:47 CET 2013: 16: finished (347ms, 500cycles)
Fri Dec 27 00:46:47 CET 2013: 16: No solution found.
Fri Dec 27 00:46:47 CET 2013: 17: finished (351ms, 500cycles)
Fri Dec 27 00:46:47 CET 2013: 17: No solution found.
Fri Dec 27 00:46:48 CET 2013: 18: finished (323ms, 500cycles)
Fri Dec 27 00:46:48 CET 2013: 18: No solution found.
Fri Dec 27 00:46:48 CET 2013: 19: finished (366ms, 500cycles)
Fri Dec 27 00:46:48 CET 2013: 19: No solution found.
Fri Dec 27 00:46:48 CET 2013: 20: finished (331ms, 500cycles)
Fri Dec 27 00:46:48 CET 2013: 20: No solution found.
Fri Dec 27 00:46:49 CET 2013: 21: finished (310ms, 500cycles)
Fri Dec 27 00:46:49 CET 2013: 21: No solution found.
Fri Dec 27 00:46:49 CET 2013: 22: finished (328ms, 500cycles)
Fri Dec 27 00:46:49 CET 2013: 22: No solution found.
Fri Dec 27 00:46:49 CET 2013: 23: finished (328ms, 500cycles)
Fri Dec 27 00:46:49 CET 2013: 23: No solution found.
Fri Dec 27 00:46:50 CET 2013: 24: finished (338ms, 500cycles)
Fri Dec 27 00:46:50 CET 2013: 24: No solution found.
Fri Dec 27 00:46:50 CET 2013: 25: finished (315ms, 500cycles)
Fri Dec 27 00:46:50 CET 2013: 25: No solution found.
Fri Dec 27 00:46:50 CET 2013: 26: finished (391ms, 500cycles)
Fri Dec 27 00:46:50 CET 2013: 26: No solution found.
Fri Dec 27 00:46:51 CET 2013: 27: finished (372ms, 500cycles)
Fri Dec 27 00:46:51 CET 2013: 27: No solution found.
Fri Dec 27 00:46:51 CET 2013: 28: finished (328ms, 500cycles)
Fri Dec 27 00:46:51 CET 2013: 28: No solution found.
Fri Dec 27 00:46:51 CET 2013: 29: finished (68ms, 83cycles)
Fri Dec 27 00:46:51 CET 2013: 29: Solution found.
Fri Dec 27 00:46:51 CET 2013: 30: finished (42ms, 49cycles)
