Sat Dec 28 17:08:59 CET 2013: Problem Count: 150
Sat Dec 28 17:08:59 CET 2013: CandidatesCount: 50
Sat Dec 28 17:08:59 CET 2013: Max Cycles: 1000
Sat Dec 28 17:09:12 CET 2013: 0: finished (13197ms, 1000cycles)
Sat Dec 28 17:09:12 CET 2013: 0: No solution found.
Sat Dec 28 17:09:25 CET 2013: 1: finished (12388ms, 1000cycles)
Sat Dec 28 17:09:25 CET 2013: 1: No solution found.
Sat Dec 28 17:09:36 CET 2013: 2: finished (10864ms, 1000cycles)
Sat Dec 28 17:09:36 CET 2013: 2: No solution found.
Sat Dec 28 17:09:46 CET 2013: 3: finished (9921ms, 1000cycles)
Sat Dec 28 17:09:46 CET 2013: 3: No solution found.
Sat Dec 28 17:09:59 CET 2013: 4: finished (13081ms, 1000cycles)
Sat Dec 28 17:09:59 CET 2013: 4: No solution found.
Sat Dec 28 17:10:12 CET 2013: 5: finished (12968ms, 1000cycles)
Sat Dec 28 17:10:12 CET 2013: 5: No solution found.
Sat Dec 28 17:10:22 CET 2013: 6: finished (10225ms, 1000cycles)
Sat Dec 28 17:10:22 CET 2013: 6: No solution found.
Sat Dec 28 17:10:32 CET 2013: 7: finished (10326ms, 1000cycles)
Sat Dec 28 17:10:32 CET 2013: 7: No solution found.
Sat Dec 28 17:10:38 CET 2013: 8: finished (6161ms, 569cycles)
Sat Dec 28 17:10:38 CET 2013: 8: Solution found.
Sat Dec 28 17:10:49 CET 2013: 9: finished (10301ms, 1000cycles)
Sat Dec 28 17:10:49 CET 2013: 9: No solution found.
Sat Dec 28 17:10:59 CET 2013: 10: finished (10092ms, 1000cycles)
Sat Dec 28 17:10:59 CET 2013: 10: No solution found.
Sat Dec 28 17:11:09 CET 2013: 11: finished (10153ms, 1000cycles)
Sat Dec 28 17:11:09 CET 2013: 11: No solution found.
Sat Dec 28 17:11:22 CET 2013: 12: finished (12861ms, 1000cycles)
Sat Dec 28 17:11:22 CET 2013: 12: No solution found.
Sat Dec 28 17:11:32 CET 2013: 13: finished (10153ms, 1000cycles)
Sat Dec 28 17:11:32 CET 2013: 13: No solution found.
Sat Dec 28 17:11:45 CET 2013: 14: finished (12998ms, 1000cycles)
Sat Dec 28 17:11:45 CET 2013: 14: No solution found.
Sat Dec 28 17:11:55 CET 2013: 15: finished (10087ms, 1000cycles)
Sat Dec 28 17:11:55 CET 2013: 15: No solution found.
Sat Dec 28 17:12:05 CET 2013: 16: finished (10005ms, 1000cycles)
Sat Dec 28 17:12:05 CET 2013: 16: No solution found.
Sat Dec 28 17:12:18 CET 2013: 17: finished (12848ms, 1000cycles)
Sat Dec 28 17:12:18 CET 2013: 17: No solution found.
Sat Dec 28 17:12:29 CET 2013: 18: finished (11156ms, 1000cycles)
Sat Dec 28 17:12:29 CET 2013: 18: No solution found.
Sat Dec 28 17:12:39 CET 2013: 19: finished (10374ms, 1000cycles)
Sat Dec 28 17:12:39 CET 2013: 19: No solution found.
Sat Dec 28 17:12:50 CET 2013: 20: finished (10228ms, 1000cycles)
Sat Dec 28 17:12:50 CET 2013: 20: No solution found.
Sat Dec 28 17:13:03 CET 2013: 21: finished (13575ms, 1000cycles)
Sat Dec 28 17:13:03 CET 2013: 21: No solution found.
Sat Dec 28 17:13:13 CET 2013: 22: finished (9967ms, 1000cycles)
Sat Dec 28 17:13:13 CET 2013: 22: No solution found.
Sat Dec 28 17:13:23 CET 2013: 23: finished (10257ms, 1000cycles)
Sat Dec 28 17:13:23 CET 2013: 23: No solution found.
Sat Dec 28 17:13:37 CET 2013: 24: finished (13283ms, 1000cycles)
Sat Dec 28 17:13:37 CET 2013: 24: No solution found.
Sat Dec 28 17:13:47 CET 2013: 25: finished (10177ms, 1000cycles)
Sat Dec 28 17:13:47 CET 2013: 25: No solution found.
