Sat Jan 11 23:41:56 CET 2014: Problem Count: 40
Sat Jan 11 23:41:56 CET 2014: CandidatesCount: 50
Sat Jan 11 23:41:56 CET 2014: Max Cycles: 500
Sat Jan 11 23:41:57 CET 2014: 0: finished (571ms, 500cycles)
Sat Jan 11 23:41:57 CET 2014: 0: No solution found.
Sat Jan 11 23:41:57 CET 2014: 1: finished (436ms, 500cycles)
Sat Jan 11 23:41:57 CET 2014: 1: No solution found.
Sat Jan 11 23:41:58 CET 2014: 2: finished (415ms, 500cycles)
Sat Jan 11 23:41:58 CET 2014: 2: No solution found.
Sat Jan 11 23:41:58 CET 2014: 3: finished (364ms, 500cycles)
Sat Jan 11 23:41:58 CET 2014: 3: No solution found.
Sat Jan 11 23:41:59 CET 2014: 4: finished (423ms, 500cycles)
Sat Jan 11 23:41:59 CET 2014: 4: No solution found.
Sat Jan 11 23:41:59 CET 2014: 5: finished (467ms, 500cycles)
Sat Jan 11 23:41:59 CET 2014: 5: No solution found.
Sat Jan 11 23:41:59 CET 2014: 6: finished (369ms, 500cycles)
Sat Jan 11 23:41:59 CET 2014: 6: No solution found.
Sat Jan 11 23:42:00 CET 2014: 7: finished (480ms, 500cycles)
Sat Jan 11 23:42:00 CET 2014: 7: No solution found.
Sat Jan 11 23:42:00 CET 2014: 8: finished (356ms, 500cycles)
Sat Jan 11 23:42:00 CET 2014: 8: No solution found.
Sat Jan 11 23:42:01 CET 2014: 9: finished (573ms, 500cycles)
Sat Jan 11 23:42:01 CET 2014: 9: No solution found.
Sat Jan 11 23:42:01 CET 2014: 10: finished (326ms, 500cycles)
Sat Jan 11 23:42:01 CET 2014: 10: No solution found.
Sat Jan 11 23:42:02 CET 2014: 11: finished (495ms, 500cycles)
Sat Jan 11 23:42:02 CET 2014: 11: No solution found.
Sat Jan 11 23:42:02 CET 2014: 12: finished (471ms, 500cycles)
Sat Jan 11 23:42:02 CET 2014: 12: No solution found.
Sat Jan 11 23:42:02 CET 2014: 13: finished (346ms, 500cycles)
Sat Jan 11 23:42:02 CET 2014: 13: No solution found.
Sat Jan 11 23:42:03 CET 2014: 14: finished (401ms, 500cycles)
Sat Jan 11 23:42:03 CET 2014: 14: No solution found.
Sat Jan 11 23:42:03 CET 2014: 15: finished (326ms, 500cycles)
Sat Jan 11 23:42:03 CET 2014: 15: No solution found.
Sat Jan 11 23:42:04 CET 2014: 16: finished (465ms, 500cycles)
Sat Jan 11 23:42:04 CET 2014: 16: No solution found.
Sat Jan 11 23:42:04 CET 2014: 17: finished (365ms, 500cycles)
Sat Jan 11 23:42:04 CET 2014: 17: No solution found.
Sat Jan 11 23:42:05 CET 2014: 18: finished (546ms, 500cycles)
Sat Jan 11 23:42:05 CET 2014: 18: No solution found.
Sat Jan 11 23:42:05 CET 2014: 19: finished (412ms, 500cycles)
Sat Jan 11 23:42:05 CET 2014: 19: No solution found.
Sat Jan 11 23:42:05 CET 2014: 20: finished (387ms, 500cycles)
Sat Jan 11 23:42:05 CET 2014: 20: No solution found.
Sat Jan 11 23:42:06 CET 2014: 21: finished (376ms, 500cycles)
Sat Jan 11 23:42:06 CET 2014: 21: No solution found.
Sat Jan 11 23:42:06 CET 2014: 22: finished (345ms, 500cycles)
Sat Jan 11 23:42:06 CET 2014: 22: No solution found.
Sat Jan 11 23:42:07 CET 2014: 23: finished (468ms, 500cycles)
