Sat Jan 11 17:14:41 CET 2014: Problem Count: 50
Sat Jan 11 17:14:41 CET 2014: CandidatesCount: 20
Sat Jan 11 17:14:41 CET 2014: Max Cycles: 500
Sat Jan 11 17:14:41 CET 2014: 0: finished (150ms, 500cycles)
Sat Jan 11 17:14:41 CET 2014: 0: No solution found.
Sat Jan 11 17:14:41 CET 2014: 1: finished (326ms, 500cycles)
Sat Jan 11 17:14:41 CET 2014: 1: No solution found.
Sat Jan 11 17:14:42 CET 2014: 2: finished (463ms, 500cycles)
Sat Jan 11 17:14:42 CET 2014: 2: No solution found.
Sat Jan 11 17:14:42 CET 2014: 3: finished (467ms, 500cycles)
Sat Jan 11 17:14:42 CET 2014: 3: No solution found.
Sat Jan 11 17:14:43 CET 2014: 4: finished (480ms, 500cycles)
Sat Jan 11 17:14:43 CET 2014: 4: No solution found.
Sat Jan 11 17:14:43 CET 2014: 5: finished (11ms, 6cycles)
Sat Jan 11 17:14:43 CET 2014: 5: Solution found.
Sat Jan 11 17:14:43 CET 2014: 6: finished (490ms, 500cycles)
Sat Jan 11 17:14:43 CET 2014: 6: No solution found.
Sat Jan 11 17:14:44 CET 2014: 7: finished (445ms, 500cycles)
Sat Jan 11 17:14:44 CET 2014: 7: No solution found.
Sat Jan 11 17:14:44 CET 2014: 8: finished (16ms, 15cycles)
Sat Jan 11 17:14:44 CET 2014: 8: Solution found.
Sat Jan 11 17:14:44 CET 2014: 9: finished (435ms, 500cycles)
Sat Jan 11 17:14:44 CET 2014: 9: No solution found.
Sat Jan 11 17:14:44 CET 2014: 10: finished (432ms, 500cycles)
Sat Jan 11 17:14:44 CET 2014: 10: No solution found.
Sat Jan 11 17:14:45 CET 2014: 11: finished (436ms, 500cycles)
Sat Jan 11 17:14:45 CET 2014: 11: No solution found.
Sat Jan 11 17:14:45 CET 2014: 12: finished (436ms, 500cycles)
Sat Jan 11 17:14:45 CET 2014: 12: No solution found.
Sat Jan 11 17:14:46 CET 2014: 13: finished (431ms, 500cycles)
Sat Jan 11 17:14:46 CET 2014: 13: No solution found.
Sat Jan 11 17:14:46 CET 2014: 14: finished (52ms, 51cycles)
Sat Jan 11 17:14:46 CET 2014: 14: Solution found.
Sat Jan 11 17:14:46 CET 2014: 15: finished (32ms, 32cycles)
Sat Jan 11 17:14:46 CET 2014: 15: Solution found.
Sat Jan 11 17:14:46 CET 2014: 16: finished (13ms, 12cycles)
Sat Jan 11 17:14:46 CET 2014: 16: Solution found.
Sat Jan 11 17:14:46 CET 2014: 17: finished (433ms, 500cycles)
Sat Jan 11 17:14:46 CET 2014: 17: No solution found.
Sat Jan 11 17:14:46 CET 2014: 18: finished (27ms, 27cycles)
Sat Jan 11 17:14:46 CET 2014: 18: Solution found.
Sat Jan 11 17:14:47 CET 2014: 19: finished (438ms, 500cycles)
Sat Jan 11 17:14:47 CET 2014: 19: No solution found.
Sat Jan 11 17:14:47 CET 2014: 20: finished (377ms, 500cycles)
Sat Jan 11 17:14:47 CET 2014: 20: No solution found.
Sat Jan 11 17:14:47 CET 2014: 21: finished (148ms, 500cycles)
Sat Jan 11 17:14:47 CET 2014: 21: No solution found.
Sat Jan 11 17:14:47 CET 2014: 22: finished (149ms, 500cycles)
Sat Jan 11 17:14:47 CET 2014: 22: No solution found.
Sat Jan 11 17:14:48 CET 2014: 23: finished (163ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 23: No solution found.
Sat Jan 11 17:14:48 CET 2014: 24: finished (151ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 24: No solution found.
Sat Jan 11 17:14:48 CET 2014: 25: finished (148ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 25: No solution found.
Sat Jan 11 17:14:48 CET 2014: 26: finished (153ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 26: No solution found.
Sat Jan 11 17:14:48 CET 2014: 27: finished (151ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 27: No solution found.
Sat Jan 11 17:14:48 CET 2014: 28: finished (159ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 28: No solution found.
Sat Jan 11 17:14:48 CET 2014: 29: finished (147ms, 500cycles)
Sat Jan 11 17:14:48 CET 2014: 29: No solution found.
Sat Jan 11 17:14:49 CET 2014: 30: finished (149ms, 500cycles)
Sat Jan 11 17:14:49 CET 2014: 30: No solution found.
Sat Jan 11 17:14:49 CET 2014: 31: finished (149ms, 500cycles)
Sat Jan 11 17:14:49 CET 2014: 31: No solution found.
Sat Jan 11 17:14:49 CET 2014: 32: finished (149ms, 500cycles)
Sat Jan 11 17:14:49 CET 2014: 32: No solution found.
