Sat Dec 28 20:55:49 CET 2013: Problem Count: 200
Sat Dec 28 20:55:49 CET 2013: CandidatesCount: 150
Sat Dec 28 20:55:49 CET 2013: Max Cycles: 250
Sat Dec 28 20:56:05 CET 2013: 0: finished (15704ms, 250cycles)
Sat Dec 28 20:56:05 CET 2013: 0: No solution found.
Sat Dec 28 20:56:19 CET 2013: 1: finished (14274ms, 250cycles)
Sat Dec 28 20:56:19 CET 2013: 1: No solution found.
Sat Dec 28 20:56:35 CET 2013: 2: finished (16018ms, 250cycles)
Sat Dec 28 20:56:35 CET 2013: 2: No solution found.
Sat Dec 28 20:56:48 CET 2013: 3: finished (13551ms, 250cycles)
Sat Dec 28 20:56:48 CET 2013: 3: No solution found.
Sat Dec 28 20:57:04 CET 2013: 4: finished (15498ms, 250cycles)
Sat Dec 28 20:57:04 CET 2013: 4: No solution found.
Sat Dec 28 20:57:17 CET 2013: 5: finished (13297ms, 250cycles)
Sat Dec 28 20:57:17 CET 2013: 5: No solution found.
Sat Dec 28 20:57:30 CET 2013: 6: finished (12630ms, 179cycles)
Sat Dec 28 20:57:30 CET 2013: 6: Solution found.
Sat Dec 28 20:57:43 CET 2013: 7: finished (13069ms, 250cycles)
Sat Dec 28 20:57:43 CET 2013: 7: No solution found.
Sat Dec 28 20:58:00 CET 2013: 8: finished (16965ms, 250cycles)
Sat Dec 28 20:58:00 CET 2013: 8: No solution found.
Sat Dec 28 20:58:13 CET 2013: 9: finished (13034ms, 250cycles)
Sat Dec 28 20:58:13 CET 2013: 9: No solution found.
Sat Dec 28 20:58:26 CET 2013: 10: finished (12984ms, 250cycles)
Sat Dec 28 20:58:26 CET 2013: 10: No solution found.
Sat Dec 28 20:58:40 CET 2013: 11: finished (14002ms, 250cycles)
Sat Dec 28 20:58:40 CET 2013: 11: No solution found.
Sat Dec 28 20:58:56 CET 2013: 12: finished (15664ms, 250cycles)
Sat Dec 28 20:58:56 CET 2013: 12: No solution found.
Sat Dec 28 20:59:13 CET 2013: 13: finished (17345ms, 250cycles)
Sat Dec 28 20:59:13 CET 2013: 13: No solution found.
Sat Dec 28 20:59:27 CET 2013: 14: finished (14290ms, 250cycles)
Sat Dec 28 20:59:27 CET 2013: 14: No solution found.
Sat Dec 28 20:59:43 CET 2013: 15: finished (16014ms, 250cycles)
Sat Dec 28 20:59:43 CET 2013: 15: No solution found.
Sat Dec 28 20:59:57 CET 2013: 16: finished (13319ms, 250cycles)
Sat Dec 28 20:59:57 CET 2013: 16: No solution found.
Sat Dec 28 21:00:00 CET 2013: 17: finished (3416ms, 62cycles)
Sat Dec 28 21:00:00 CET 2013: 17: Solution found.
Sat Dec 28 21:00:16 CET 2013: 18: finished (15954ms, 250cycles)
Sat Dec 28 21:00:16 CET 2013: 18: No solution found.
Sat Dec 28 21:00:29 CET 2013: 19: finished (13044ms, 250cycles)
Sat Dec 28 21:00:29 CET 2013: 19: No solution found.
Sat Dec 28 21:00:45 CET 2013: 20: finished (15516ms, 250cycles)
Sat Dec 28 21:00:45 CET 2013: 20: No solution found.
Sat Dec 28 21:00:58 CET 2013: 21: finished (13361ms, 250cycles)
Sat Dec 28 21:00:58 CET 2013: 21: No solution found.
Sat Dec 28 21:01:11 CET 2013: 22: finished (12811ms, 250cycles)
Sat Dec 28 21:01:11 CET 2013: 22: No solution found.
Sat Dec 28 21:01:27 CET 2013: 23: finished (16073ms, 250cycles)
Sat Dec 28 21:01:27 CET 2013: 23: No solution found.
Sat Dec 28 21:01:43 CET 2013: 24: finished (16243ms, 250cycles)
Sat Dec 28 21:01:43 CET 2013: 24: No solution found.
Sat Dec 28 21:01:56 CET 2013: 25: finished (13211ms, 250cycles)
Sat Dec 28 21:01:56 CET 2013: 25: No solution found.
Sat Dec 28 21:02:12 CET 2013: 26: finished (16098ms, 250cycles)
Sat Dec 28 21:02:12 CET 2013: 26: No solution found.
Sat Dec 28 21:02:28 CET 2013: 27: finished (15620ms, 250cycles)
Sat Dec 28 21:02:28 CET 2013: 27: No solution found.
Sat Dec 28 21:02:41 CET 2013: 28: finished (13407ms, 250cycles)
Sat Dec 28 21:02:41 CET 2013: 28: No solution found.
Sat Dec 28 21:02:43 CET 2013: 29: finished (2004ms, 36cycles)
Sat Dec 28 21:02:43 CET 2013: 29: Solution found.
Sat Dec 28 21:02:59 CET 2013: 30: finished (15949ms, 250cycles)
Sat Dec 28 21:02:59 CET 2013: 30: No solution found.
Sat Dec 28 21:03:13 CET 2013: 31: finished (13376ms, 250cycles)
Sat Dec 28 21:03:13 CET 2013: 31: No solution found.
Sat Dec 28 21:03:30 CET 2013: 32: finished (16945ms, 250cycles)
Sat Dec 28 21:03:30 CET 2013: 32: No solution found.
Sat Dec 28 21:03:43 CET 2013: 33: finished (13590ms, 250cycles)
Sat Dec 28 21:03:43 CET 2013: 33: No solution found.
Sat Dec 28 21:04:00 CET 2013: 34: finished (16483ms, 250cycles)
Sat Dec 28 21:04:00 CET 2013: 34: No solution found.
Sat Dec 28 21:04:06 CET 2013: 35: finished (6186ms, 114cycles)
Sat Dec 28 21:04:06 CET 2013: 35: Solution found.
Sat Dec 28 21:04:22 CET 2013: 36: finished (15768ms, 250cycles)
Sat Dec 28 21:04:22 CET 2013: 36: No solution found.
Sat Dec 28 21:04:38 CET 2013: 37: finished (16359ms, 250cycles)
Sat Dec 28 21:04:38 CET 2013: 37: No solution found.
Sat Dec 28 21:04:51 CET 2013: 38: finished (13112ms, 250cycles)
Sat Dec 28 21:04:51 CET 2013: 38: No solution found.
Sat Dec 28 21:05:04 CET 2013: 39: finished (13063ms, 250cycles)
Sat Dec 28 21:05:04 CET 2013: 39: No solution found.
Sat Dec 28 21:05:18 CET 2013: 40: finished (13714ms, 250cycles)
Sat Dec 28 21:05:18 CET 2013: 40: No solution found.
Sat Dec 28 21:05:33 CET 2013: 41: finished (14659ms, 250cycles)
Sat Dec 28 21:05:33 CET 2013: 41: No solution found.
Sat Dec 28 21:05:48 CET 2013: 42: finished (15823ms, 250cycles)
Sat Dec 28 21:05:48 CET 2013: 42: No solution found.
Sat Dec 28 21:06:02 CET 2013: 43: finished (13520ms, 250cycles)
Sat Dec 28 21:06:02 CET 2013: 43: No solution found.
Sat Dec 28 21:06:18 CET 2013: 44: finished (15967ms, 250cycles)
Sat Dec 28 21:06:18 CET 2013: 44: No solution found.
Sat Dec 28 21:06:20 CET 2013: 45: finished (1724ms, 30cycles)
Sat Dec 28 21:06:20 CET 2013: 45: Solution found.
Sat Dec 28 21:06:33 CET 2013: 46: finished (13338ms, 250cycles)
Sat Dec 28 21:06:33 CET 2013: 46: No solution found.
Sat Dec 28 21:06:38 CET 2013: 47: finished (5336ms, 98cycles)
Sat Dec 28 21:06:38 CET 2013: 47: Solution found.
Sat Dec 28 21:06:52 CET 2013: 48: finished (13245ms, 250cycles)
Sat Dec 28 21:06:52 CET 2013: 48: No solution found.
Sat Dec 28 21:07:05 CET 2013: 49: finished (13412ms, 250cycles)
Sat Dec 28 21:07:05 CET 2013: 49: No solution found.
Sat Dec 28 21:07:22 CET 2013: 50: finished (16915ms, 250cycles)
Sat Dec 28 21:07:22 CET 2013: 50: No solution found.
Sat Dec 28 21:07:35 CET 2013: 51: finished (13145ms, 250cycles)
Sat Dec 28 21:07:35 CET 2013: 51: No solution found.
Sat Dec 28 21:07:51 CET 2013: 52: finished (15975ms, 250cycles)
Sat Dec 28 21:07:51 CET 2013: 52: No solution found.
Sat Dec 28 21:08:04 CET 2013: 53: finished (12996ms, 250cycles)
Sat Dec 28 21:08:04 CET 2013: 53: No solution found.
Sat Dec 28 21:08:20 CET 2013: 54: finished (15578ms, 250cycles)
Sat Dec 28 21:08:20 CET 2013: 54: No solution found.
Sat Dec 28 21:08:36 CET 2013: 55: finished (16146ms, 250cycles)
Sat Dec 28 21:08:36 CET 2013: 55: No solution found.
Sat Dec 28 21:08:48 CET 2013: 56: finished (12712ms, 250cycles)
Sat Dec 28 21:08:48 CET 2013: 56: No solution found.
Sat Dec 28 21:09:02 CET 2013: 57: finished (13263ms, 250cycles)
Sat Dec 28 21:09:02 CET 2013: 57: No solution found.
Sat Dec 28 21:09:18 CET 2013: 58: finished (16492ms, 250cycles)
Sat Dec 28 21:09:18 CET 2013: 58: No solution found.
Sat Dec 28 21:09:31 CET 2013: 59: finished (12966ms, 250cycles)
Sat Dec 28 21:09:31 CET 2013: 59: No solution found.
Sat Dec 28 21:09:44 CET 2013: 60: finished (12846ms, 250cycles)
