Sat Jan 11 18:43:41 CET 2014: Problem Count: 30
Sat Jan 11 18:43:41 CET 2014: CandidatesCount: 20
Sat Jan 11 18:43:41 CET 2014: Max Cycles: 500
Sat Jan 11 18:43:41 CET 2014: 0: finished (115ms, 500cycles)
Sat Jan 11 18:43:41 CET 2014: 0: No solution found.
Sat Jan 11 18:43:41 CET 2014: 1: finished (170ms, 500cycles)
Sat Jan 11 18:43:41 CET 2014: 1: No solution found.
Sat Jan 11 18:43:41 CET 2014: 2: finished (126ms, 500cycles)
Sat Jan 11 18:43:41 CET 2014: 2: No solution found.
Sat Jan 11 18:43:42 CET 2014: 3: finished (171ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 3: No solution found.
Sat Jan 11 18:43:42 CET 2014: 4: finished (205ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 4: No solution found.
Sat Jan 11 18:43:42 CET 2014: 5: finished (134ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 5: No solution found.
Sat Jan 11 18:43:42 CET 2014: 6: finished (110ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 6: No solution found.
Sat Jan 11 18:43:42 CET 2014: 7: finished (152ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 7: No solution found.
Sat Jan 11 18:43:42 CET 2014: 8: finished (153ms, 500cycles)
Sat Jan 11 18:43:42 CET 2014: 8: No solution found.
Sat Jan 11 18:43:43 CET 2014: 9: finished (151ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 9: No solution found.
Sat Jan 11 18:43:43 CET 2014: 10: finished (107ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 10: No solution found.
Sat Jan 11 18:43:43 CET 2014: 11: finished (213ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 11: No solution found.
Sat Jan 11 18:43:43 CET 2014: 12: finished (135ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 12: No solution found.
Sat Jan 11 18:43:43 CET 2014: 13: finished (243ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 13: No solution found.
Sat Jan 11 18:43:43 CET 2014: 14: finished (145ms, 500cycles)
Sat Jan 11 18:43:43 CET 2014: 14: No solution found.
Sat Jan 11 18:43:44 CET 2014: 15: finished (151ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 15: No solution found.
Sat Jan 11 18:43:44 CET 2014: 16: finished (190ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 16: No solution found.
Sat Jan 11 18:43:44 CET 2014: 17: finished (137ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 17: No solution found.
Sat Jan 11 18:43:44 CET 2014: 18: finished (147ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 18: No solution found.
Sat Jan 11 18:43:44 CET 2014: 19: finished (190ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 19: No solution found.
Sat Jan 11 18:43:44 CET 2014: 20: finished (113ms, 500cycles)
Sat Jan 11 18:43:44 CET 2014: 20: No solution found.
Sat Jan 11 18:43:45 CET 2014: 21: finished (232ms, 500cycles)
Sat Jan 11 18:43:45 CET 2014: 21: No solution found.
Sat Jan 11 18:43:45 CET 2014: 22: finished (169ms, 500cycles)
Sat Jan 11 18:43:45 CET 2014: 22: No solution found.
