Sun Jan 12 00:25:07 CET 2014: Problem Count: 30
Sun Jan 12 00:25:07 CET 2014: CandidatesCount: 40
Sun Jan 12 00:25:07 CET 2014: Max Cycles: 500
Sun Jan 12 00:25:08 CET 2014: 0: finished (315ms, 500cycles)
Sun Jan 12 00:25:08 CET 2014: 0: No solution found.
Sun Jan 12 00:25:08 CET 2014: 1: finished (359ms, 500cycles)
Sun Jan 12 00:25:08 CET 2014: 1: No solution found.
Sun Jan 12 00:25:08 CET 2014: 2: finished (235ms, 500cycles)
Sun Jan 12 00:25:08 CET 2014: 2: No solution found.
Sun Jan 12 00:25:08 CET 2014: 3: finished (286ms, 500cycles)
Sun Jan 12 00:25:08 CET 2014: 3: No solution found.
Sun Jan 12 00:25:09 CET 2014: 4: finished (254ms, 500cycles)
Sun Jan 12 00:25:09 CET 2014: 4: No solution found.
Sun Jan 12 00:25:09 CET 2014: 5: finished (367ms, 500cycles)
Sun Jan 12 00:25:09 CET 2014: 5: No solution found.
Sun Jan 12 00:25:09 CET 2014: 6: finished (276ms, 500cycles)
Sun Jan 12 00:25:09 CET 2014: 6: No solution found.
Sun Jan 12 00:25:10 CET 2014: 7: finished (207ms, 500cycles)
Sun Jan 12 00:25:10 CET 2014: 7: No solution found.
Sun Jan 12 00:25:10 CET 2014: 8: finished (197ms, 500cycles)
Sun Jan 12 00:25:10 CET 2014: 8: No solution found.
Sun Jan 12 00:25:10 CET 2014: 9: finished (306ms, 500cycles)
Sun Jan 12 00:25:10 CET 2014: 9: No solution found.
Sun Jan 12 00:25:10 CET 2014: 10: finished (242ms, 500cycles)
Sun Jan 12 00:25:10 CET 2014: 10: No solution found.
Sun Jan 12 00:25:11 CET 2014: 11: finished (264ms, 500cycles)
Sun Jan 12 00:25:11 CET 2014: 11: No solution found.
Sun Jan 12 00:25:11 CET 2014: 12: finished (276ms, 500cycles)
Sun Jan 12 00:25:11 CET 2014: 12: No solution found.
Sun Jan 12 00:25:11 CET 2014: 13: finished (246ms, 500cycles)
Sun Jan 12 00:25:11 CET 2014: 13: No solution found.
Sun Jan 12 00:25:11 CET 2014: 14: finished (317ms, 500cycles)
Sun Jan 12 00:25:11 CET 2014: 14: No solution found.
Sun Jan 12 00:25:12 CET 2014: 15: finished (209ms, 500cycles)
Sun Jan 12 00:25:12 CET 2014: 15: No solution found.
Sun Jan 12 00:25:12 CET 2014: 16: finished (258ms, 500cycles)
Sun Jan 12 00:25:12 CET 2014: 16: No solution found.
Sun Jan 12 00:25:12 CET 2014: 17: finished (225ms, 500cycles)
Sun Jan 12 00:25:12 CET 2014: 17: No solution found.
Sun Jan 12 00:25:12 CET 2014: 18: finished (343ms, 500cycles)
Sun Jan 12 00:25:12 CET 2014: 18: No solution found.
Sun Jan 12 00:25:13 CET 2014: 19: finished (319ms, 500cycles)
Sun Jan 12 00:25:13 CET 2014: 19: No solution found.
Sun Jan 12 00:25:13 CET 2014: 20: finished (196ms, 500cycles)
Sun Jan 12 00:25:13 CET 2014: 20: No solution found.
Sun Jan 12 00:25:13 CET 2014: 21: finished (288ms, 500cycles)
Sun Jan 12 00:25:13 CET 2014: 21: No solution found.
Sun Jan 12 00:25:13 CET 2014: 22: finished (200ms, 500cycles)
Sun Jan 12 00:25:13 CET 2014: 22: No solution found.
Sun Jan 12 00:25:14 CET 2014: 23: finished (276ms, 500cycles)
Sun Jan 12 00:25:14 CET 2014: 23: No solution found.
Sun Jan 12 00:25:14 CET 2014: 24: finished (207ms, 500cycles)
Sun Jan 12 00:25:14 CET 2014: 24: No solution found.
Sun Jan 12 00:25:14 CET 2014: 25: finished (370ms, 500cycles)
Sun Jan 12 00:25:14 CET 2014: 25: No solution found.
Sun Jan 12 00:25:15 CET 2014: 26: finished (389ms, 500cycles)
Sun Jan 12 00:25:15 CET 2014: 26: No solution found.
Sun Jan 12 00:25:15 CET 2014: 27: finished (195ms, 500cycles)
