Fri Dec 27 20:20:38 CET 2013: Problem Count: 50
Fri Dec 27 20:20:38 CET 2013: CandidatesCount: 100
Fri Dec 27 20:20:38 CET 2013: Max Cycles: 2000
Fri Dec 27 20:26:40 CET 2013: 22: No solution found.
Fri Dec 27 20:26:41 CET 2013: 23: finished (1188ms, 120cycles)
Fri Dec 27 20:26:41 CET 2013: 23: Solution found.
Fri Dec 27 20:26:57 CET 2013: 24: finished (16381ms, 2000cycles)
Fri Dec 27 20:26:57 CET 2013: 24: No solution found.
Fri Dec 27 20:27:16 CET 2013: 25: finished (19229ms, 2000cycles)
Fri Dec 27 20:27:16 CET 2013: 25: No solution found.
Fri Dec 27 20:27:33 CET 2013: 26: finished (16816ms, 2000cycles)
Fri Dec 27 20:27:33 CET 2013: 26: No solution found.
Fri Dec 27 20:27:50 CET 2013: 27: finished (16535ms, 2000cycles)
Fri Dec 27 20:27:50 CET 2013: 27: No solution found.
Fri Dec 27 20:28:06 CET 2013: 28: finished (16260ms, 2000cycles)
Fri Dec 27 20:28:06 CET 2013: 28: No solution found.
Fri Dec 27 20:28:22 CET 2013: 29: finished (16056ms, 2000cycles)
Fri Dec 27 20:28:22 CET 2013: 29: No solution found.
Fri Dec 27 20:28:38 CET 2013: 30: finished (16281ms, 2000cycles)
Fri Dec 27 20:28:38 CET 2013: 30: No solution found.
Fri Dec 27 20:28:40 CET 2013: 31: finished (1934ms, 195cycles)
Fri Dec 27 20:28:40 CET 2013: 31: Solution found.
Fri Dec 27 20:28:56 CET 2013: 32: finished (15827ms, 2000cycles)
Fri Dec 27 20:28:56 CET 2013: 32: No solution found.
Fri Dec 27 20:29:12 CET 2013: 33: finished (16329ms, 2000cycles)
Fri Dec 27 20:29:12 CET 2013: 33: No solution found.
Fri Dec 27 20:29:29 CET 2013: 34: finished (16306ms, 2000cycles)
Fri Dec 27 20:29:29 CET 2013: 34: No solution found.
Fri Dec 27 20:29:45 CET 2013: 35: finished (16205ms, 2000cycles)
Fri Dec 27 20:29:45 CET 2013: 35: No solution found.
Fri Dec 27 20:29:46 CET 2013: 36: finished (1032ms, 105cycles)
Fri Dec 27 20:29:46 CET 2013: 36: Solution found.
Fri Dec 27 20:30:03 CET 2013: 37: finished (16555ms, 2000cycles)
Fri Dec 27 20:30:03 CET 2013: 37: No solution found.
Fri Dec 27 20:30:20 CET 2013: 38: finished (17301ms, 2000cycles)
Fri Dec 27 20:30:20 CET 2013: 38: No solution found.
Fri Dec 27 20:30:39 CET 2013: 39: finished (18950ms, 2000cycles)
Fri Dec 27 20:30:39 CET 2013: 39: No solution found.
Fri Dec 27 20:30:55 CET 2013: 40: finished (16395ms, 2000cycles)
Fri Dec 27 20:30:55 CET 2013: 40: No solution found.
Fri Dec 27 20:31:12 CET 2013: 41: finished (16828ms, 2000cycles)
Fri Dec 27 20:31:12 CET 2013: 41: No solution found.
Fri Dec 27 20:31:29 CET 2013: 42: finished (16485ms, 2000cycles)
Fri Dec 27 20:31:29 CET 2013: 42: No solution found.
Fri Dec 27 20:31:45 CET 2013: 43: finished (16935ms, 2000cycles)
Fri Dec 27 20:31:45 CET 2013: 43: No solution found.
Fri Dec 27 20:32:03 CET 2013: 44: finished (17193ms, 2000cycles)
Fri Dec 27 20:32:03 CET 2013: 44: No solution found.
Fri Dec 27 20:32:19 CET 2013: 45: finished (16606ms, 2000cycles)
Fri Dec 27 20:32:19 CET 2013: 45: No solution found.
Fri Dec 27 20:32:37 CET 2013: 46: finished (17408ms, 2000cycles)
Fri Dec 27 20:32:37 CET 2013: 46: No solution found.
Fri Dec 27 20:32:57 CET 2013: 47: finished (20119ms, 2000cycles)
Fri Dec 27 20:32:57 CET 2013: 47: No solution found.
Fri Dec 27 20:33:13 CET 2013: 48: finished (16554ms, 2000cycles)
Fri Dec 27 20:33:13 CET 2013: 48: No solution found.
Fri Dec 27 20:33:31 CET 2013: 49: finished (17281ms, 2000cycles)
Fri Dec 27 20:33:31 CET 2013: 49: No solution found.
Fri Dec 27 20:33:47 CET 2013: 50: finished (16805ms, 2000cycles)
Fri Dec 27 20:33:47 CET 2013: 50: No solution found.
Fri Dec 27 20:34:04 CET 2013: 51: finished (16800ms, 2000cycles)
Fri Dec 27 20:34:04 CET 2013: 51: No solution found.
Fri Dec 27 20:34:21 CET 2013: 52: finished (16446ms, 2000cycles)
Fri Dec 27 20:34:21 CET 2013: 52: No solution found.
Fri Dec 27 20:34:38 CET 2013: 53: finished (17555ms, 2000cycles)
Fri Dec 27 20:34:38 CET 2013: 53: No solution found.
Fri Dec 27 20:34:55 CET 2013: 54: finished (16396ms, 2000cycles)
Fri Dec 27 20:34:55 CET 2013: 54: No solution found.
Fri Dec 27 20:35:11 CET 2013: 55: finished (16729ms, 2000cycles)
Fri Dec 27 20:35:11 CET 2013: 55: No solution found.
Fri Dec 27 20:35:28 CET 2013: 56: finished (16821ms, 2000cycles)
Fri Dec 27 20:35:28 CET 2013: 56: No solution found.
Fri Dec 27 20:35:44 CET 2013: 57: finished (16068ms, 2000cycles)
Fri Dec 27 20:35:44 CET 2013: 57: No solution found.
Fri Dec 27 20:36:01 CET 2013: 58: finished (16295ms, 2000cycles)
Fri Dec 27 20:36:01 CET 2013: 58: No solution found.
Fri Dec 27 20:36:01 CET 2013: 59: finished (465ms, 50cycles)
Fri Dec 27 20:36:01 CET 2013: 59: Solution found.
Fri Dec 27 20:36:17 CET 2013: 60: finished (15954ms, 2000cycles)
Fri Dec 27 20:36:17 CET 2013: 60: No solution found.
Fri Dec 27 20:36:33 CET 2013: 61: finished (16145ms, 2000cycles)
Fri Dec 27 20:36:33 CET 2013: 61: No solution found.
Fri Dec 27 20:36:49 CET 2013: 62: finished (16192ms, 2000cycles)
Fri Dec 27 20:36:49 CET 2013: 62: No solution found.
Fri Dec 27 20:37:07 CET 2013: 63: finished (18189ms, 2000cycles)
Fri Dec 27 20:37:07 CET 2013: 63: No solution found.
Fri Dec 27 20:37:24 CET 2013: 64: finished (16534ms, 2000cycles)
Fri Dec 27 20:37:24 CET 2013: 64: No solution found.
Fri Dec 27 20:37:40 CET 2013: 65: finished (15831ms, 2000cycles)
Fri Dec 27 20:37:40 CET 2013: 65: No solution found.
Fri Dec 27 20:37:58 CET 2013: 66: finished (18478ms, 2000cycles)
Fri Dec 27 20:37:58 CET 2013: 66: No solution found.
Fri Dec 27 20:38:17 CET 2013: 67: finished (18636ms, 2000cycles)
Fri Dec 27 20:38:17 CET 2013: 67: No solution found.
Fri Dec 27 20:38:33 CET 2013: 68: finished (16419ms, 2000cycles)
Fri Dec 27 20:38:33 CET 2013: 68: No solution found.
Fri Dec 27 20:38:50 CET 2013: 69: finished (16371ms, 2000cycles)
Fri Dec 27 20:38:50 CET 2013: 69: No solution found.
Fri Dec 27 20:39:06 CET 2013: 70: finished (16647ms, 2000cycles)
Fri Dec 27 20:39:06 CET 2013: 70: No solution found.
Fri Dec 27 20:39:23 CET 2013: 71: finished (16644ms, 2000cycles)
Fri Dec 27 20:39:23 CET 2013: 71: No solution found.
Fri Dec 27 20:39:40 CET 2013: 72: finished (16735ms, 2000cycles)
Fri Dec 27 20:39:40 CET 2013: 72: No solution found.
Fri Dec 27 20:39:58 CET 2013: 73: finished (18372ms, 2000cycles)
Fri Dec 27 20:39:58 CET 2013: 73: No solution found.
Fri Dec 27 20:40:15 CET 2013: 74: finished (17221ms, 2000cycles)
Fri Dec 27 20:40:15 CET 2013: 74: No solution found.
Fri Dec 27 20:40:35 CET 2013: 75: finished (19737ms, 2000cycles)
Fri Dec 27 20:40:35 CET 2013: 75: No solution found.
Fri Dec 27 20:40:55 CET 2013: 76: finished (20226ms, 2000cycles)
Fri Dec 27 20:40:55 CET 2013: 76: No solution found.
Fri Dec 27 20:41:14 CET 2013: 77: finished (19060ms, 2000cycles)
Fri Dec 27 20:41:14 CET 2013: 77: No solution found.
Fri Dec 27 20:41:35 CET 2013: 78: finished (20280ms, 2000cycles)
Fri Dec 27 20:41:35 CET 2013: 78: No solution found.
Fri Dec 27 20:41:35 CET 2013: 79: finished (593ms, 49cycles)
Fri Dec 27 20:41:35 CET 2013: 79: Solution found.
Fri Dec 27 20:41:55 CET 2013: 80: finished (19310ms, 2000cycles)
Fri Dec 27 20:41:55 CET 2013: 80: No solution found.
Fri Dec 27 20:42:15 CET 2013: 81: finished (20213ms, 2000cycles)
Fri Dec 27 20:42:15 CET 2013: 81: No solution found.
Fri Dec 27 20:42:34 CET 2013: 82: finished (19431ms, 2000cycles)
Fri Dec 27 20:42:34 CET 2013: 82: No solution found.
Fri Dec 27 20:42:56 CET 2013: 83: finished (22185ms, 2000cycles)
Fri Dec 27 20:42:56 CET 2013: 83: No solution found.
Fri Dec 27 20:43:19 CET 2013: 84: finished (22772ms, 2000cycles)
Fri Dec 27 20:43:19 CET 2013: 84: No solution found.
Fri Dec 27 20:43:41 CET 2013: 85: finished (21764ms, 2000cycles)
Fri Dec 27 20:43:41 CET 2013: 85: No solution found.
Fri Dec 27 20:44:04 CET 2013: 86: finished (22864ms, 2000cycles)
Fri Dec 27 20:44:04 CET 2013: 86: No solution found.
Fri Dec 27 20:44:23 CET 2013: 87: finished (19421ms, 2000cycles)
Fri Dec 27 20:44:23 CET 2013: 87: No solution found.
Fri Dec 27 20:44:44 CET 2013: 88: finished (21133ms, 2000cycles)
Fri Dec 27 20:44:44 CET 2013: 88: No solution found.
Fri Dec 27 20:45:03 CET 2013: 89: finished (18984ms, 2000cycles)
Fri Dec 27 20:45:03 CET 2013: 89: No solution found.
Fri Dec 27 20:45:25 CET 2013: 90: finished (21995ms, 2000cycles)
Fri Dec 27 20:45:25 CET 2013: 90: No solution found.
Fri Dec 27 20:45:47 CET 2013: 91: finished (21350ms, 2000cycles)
Fri Dec 27 20:45:47 CET 2013: 91: No solution found.
Fri Dec 27 20:46:06 CET 2013: 92: finished (19319ms, 2000cycles)
Fri Dec 27 20:46:06 CET 2013: 92: No solution found.
Fri Dec 27 20:46:26 CET 2013: 93: finished (20348ms, 2000cycles)
Fri Dec 27 20:46:26 CET 2013: 93: No solution found.
Fri Dec 27 20:46:47 CET 2013: 94: finished (20384ms, 2000cycles)
Fri Dec 27 20:46:47 CET 2013: 94: No solution found.
Fri Dec 27 20:47:07 CET 2013: 95: finished (20224ms, 2000cycles)
Fri Dec 27 20:47:07 CET 2013: 95: No solution found.
Fri Dec 27 20:47:26 CET 2013: 96: finished (19367ms, 2000cycles)
Fri Dec 27 20:47:26 CET 2013: 96: No solution found.
Fri Dec 27 20:47:47 CET 2013: 97: finished (20178ms, 2000cycles)
Fri Dec 27 20:47:47 CET 2013: 97: No solution found.
Fri Dec 27 20:48:06 CET 2013: 98: finished (19209ms, 2000cycles)
Fri Dec 27 20:48:06 CET 2013: 98: No solution found.
Fri Dec 27 20:48:26 CET 2013: 99: finished (20018ms, 2000cycles)
Fri Dec 27 20:48:26 CET 2013: 99: No solution found.
Fri Dec 27 20:48:26 CET 2013: Solution Found: 7 (Avg: 194)
Fri Dec 27 20:48:26 CET 2013: Max cycles: 765
Fri Dec 27 20:48:26 CET 2013: Min cycles: 49
Fri Dec 27 20:48:26 CET 2013: No solution found: 93
Fri Dec 27 20:48:26 CET 2013: logging finished. (runtime: 1668168ms)
